Ticker,META,META,META,META,META,NFLX,NFLX,NFLX,NFLX,NFLX,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL,GOOG,GOOG,GOOG,GOOG,GOOG
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-01 11:30:00-04:00,613.4000244140625,616.0,612.280029296875,614.5499877929688,683837,85.72000122070312,85.86000061035156,85.55999755859375,85.8550033569336,893213,264.0400085449219,264.6449890136719,264.0400085449219,264.2200012207031,1707081,306.55999755859375,307.260009765625,306.5199890136719,306.79998779296875,1485347,371.79998779296875,372.57000732421875,371.239990234375,371.32501220703125,382284
2026-06-01 11:45:00-04:00,614.7050170898438,616.5700073242188,614.2200927734375,616.0800170898438,435093,85.85810089111328,86.03500366210938,85.75,85.98500061035156,918147,264.2449951171875,264.95001220703125,263.2799987792969,263.61151123046875,1254979,306.80499267578125,307.0400085449219,306.45001220703125,306.8399963378906,956232,371.3399963378906,371.6700134277344,370.7806091308594,371.44000244140625,283565
2026-06-01 12:00:00-04:00,616.2100219726562,616.7896728515625,612.4500122070312,612.8099975585938,434648,85.9800033569336,86.05999755859375,85.86000061035156,85.97000122070312,797615,263.6199951171875,264.6300048828125,262.4100036621094,262.6700134277344,1853367,306.8299865722656,306.9800109863281,306.05999755859375,306.0600891113281,820044,371.4750061035156,371.79998779296875,371.0400085449219,371.07000732421875,247584
2026-06-01 12:15:00-04:00,612.7440185546875,612.7440185546875,610.4099731445312,611.75,733149,85.9749984741211,86.08000183105469,85.88999938964844,85.95249938964844,849336,262.6400146484375,262.9700012207031,261.5,262.6899108886719,1646089,306.05999755859375,306.2200012207031,305.489990234375,305.7200012207031,910187,371.0400085449219,371.32000732421875,370.7099914550781,371.0920104980469,253593
2026-06-01 12:30:00-04:00,611.780029296875,612.3599853515625,610.7000122070312,611.0,525939,85.95500183105469,86.125,85.91999816894531,86.10990142822266,747182,262.7250061035156,263.1300048828125,262.1700134277344,262.2200012207031,1122457,305.739990234375,306.20001220703125,305.6499938964844,306.07000732421875,761763,371.07000732421875,371.8500061035156,370.8949890136719,371.1499938964844,231939
2026-06-01 12:45:00-04:00,611.0,612.2799072265625,610.8499755859375,611.4000244140625,443217,86.1050033569336,86.15499877929688,85.93000030517578,85.97000122070312,713401,262.2349853515625,262.68499755859375,261.8301086425781,262.1000061035156,1185618,306.07000732421875,306.5299987792969,305.8949890136719,306.19500732421875,1220311,371.135009765625,372.260009765625,370.8999938964844,372.1000061035156,273768
2026-06-01 13:00:00-04:00,611.4212036132812,612.02001953125,609.6801147460938,610.4199829101562,552610,85.95999908447266,85.9801025390625,85.72000122070312,85.7249984741211,606488,262.1199951171875,262.1199951171875,261.2099914550781,261.32501220703125,1295810,306.2200012207031,306.25,305.0299987792969,305.7300109863281,927052,372.0799865722656,372.7799072265625,371.7463073730469,372.3699951171875,274073
2026-06-01 13:15:00-04:00,610.3900146484375,610.4450073242188,607.77001953125,610.3499755859375,638811,85.72010040283203,85.93499755859375,85.6050033569336,85.93499755859375,666758,261.32000732421875,261.94000244140625,260.70001220703125,261.8699951171875,1654507,305.7300109863281,306.510009765625,305.25,306.4700012207031,796709,372.3800048828125,374.05499267578125,372.3299865722656,374.0199890136719,714322
2026-06-01 13:30:00-04:00,610.3099975585938,611.6699829101562,606.280029296875,609.6649780273438,1114044,85.93499755859375,85.9800033569336,85.58499908447266,85.80000305175781,949567,261.8699951171875,262.2900085449219,261.32000732421875,261.80999755859375,1449836,306.5199890136719,308.0199890136719,306.30999755859375,307.7900085449219,1228711,374.07000732421875,374.39990234375,372.981689453125,373.94000244140625,401735
2026-06-01 13:45:00-04:00,609.7199096679688,610.6099853515625,606.4000244140625,607.8400268554688,975344,85.80500030517578,85.98999786376953,85.71499633789062,85.74500274658203,582478,261.80999755859375,262.5799865722656,261.79998779296875,262.4049987792969,1121417,307.7900085449219,308.3999938964844,307.53009033203125,307.760009765625,1269837,373.9800109863281,374.4599914550781,371.57000732421875,372.3900146484375,313102
2026-06-01 14:00:00-04:00,607.8400268554688,609.4000244140625,607.1900024414062,608.9749755859375,743148,85.73999786376953,85.95999908447266,85.73500061035156,85.93180084228516,581735,262.3699951171875,262.6400146484375,261.8999938964844,262.19000244140625,1264829,307.7699890136719,307.79998779296875,307.2900085449219,307.4750061035156,646814,372.3999938964844,372.5,372.0,372.20001220703125,260155
2026-06-01 14:15:00-04:00,608.9749755859375,609.030029296875,607.4000244140625,607.6589965820312,460550,85.93499755859375,86.02999877929688,85.83000183105469,85.83499908447266,536258,262.20001220703125,262.8500061035156,262.19500732421875,262.3500061035156,1037261,307.489990234375,307.95001220703125,307.385009765625,307.8699951171875,623134,372.2099914550781,373.5,372.2099914550781,373.3500061035156,408272
2026-06-01 14:30:00-04:00,607.72998046875,607.97998046875,605.7000122070312,606.0,742638,85.83000183105469,86.00499725341797,85.75499725341797,86.0,728776,262.3550109863281,263.1099853515625,262.32000732421875,262.75,1363487,307.864990234375,308.32501220703125,307.614990234375,307.8700866699219,1004971,373.3349914550781,373.6300048828125,373.0400085449219,373.5,260188
2026-06-01 14:45:00-04:00,605.9400024414062,607.169921875,605.1500244140625,605.4600219726562,842621,85.98999786376953,86.22000122070312,85.95999908447266,85.98829650878906,915775,262.7300109863281,263.30999755859375,262.4049987792969,263.1700134277344,1264061,307.8800048828125,308.0,307.3299865722656,307.55499267578125,822719,373.5,373.95001220703125,373.489990234375,373.8399963378906,221265
2026-06-01 15:00:00-04:00,605.489990234375,608.4000244140625,605.1400146484375,606.635009765625,1064204,85.98999786376953,86.01000213623047,85.83999633789062,85.99500274658203,779819,263.1700134277344,263.92999267578125,263.125,263.9299011230469,1212748,307.54998779296875,308.04998779296875,307.4800109863281,307.5450134277344,1059791,373.8599853515625,374.375,373.6000061035156,373.7099914550781,362114
2026-06-01 15:15:00-04:00,606.635009765625,606.739990234375,604.8599853515625,605.489990234375,814155,85.99500274658203,86.02999877929688,85.81999969482422,85.96150207519531,753174,263.92999267578125,264.1600036621094,263.6400146484375,263.6499938964844,1303485,307.5450134277344,307.9700012207031,307.3599853515625,307.42999267578125,1060977,373.7099914550781,374.4100036621094,373.70001220703125,374.3900146484375,334594
2026-06-01 15:30:00-04:00,605.4000244140625,605.9199829101562,602.6599731445312,604.4500122070312,1176136,85.96499633789062,85.98999786376953,85.83999633789062,85.94499969482422,900271,263.6499938964844,263.7300109863281,262.20001220703125,262.53948974609375,1806084,307.43499755859375,308.0400085449219,307.3500061035156,307.7300109863281,1208949,374.3599853515625,374.6000061035156,373.1099853515625,373.4800109863281,388826
2026-06-01 15:45:00-04:00,604.375,605.25,599.530029296875,600.3699951171875,3222355,85.94000244140625,86.06999969482422,85.80000305175781,85.83499908447266,2176693,262.5299987792969,262.5299987792969,261.0,261.239990234375,4310425,307.7300109863281,307.8299865722656,305.909912109375,306.32000732421875,4052987,373.4750061035156,374.1000061035156,372.3599853515625,372.5799865722656,849329
2026-06-02 09:30:00-04:00,603.3499755859375,604.489990234375,596.6799926757812,599.25,2599664,85.6050033569336,85.97989654541016,83.87999725341797,84.38999938964844,4385065,257.1600036621094,257.8800048828125,254.3699951171875,254.63389587402344,5586157,307.4599914550781,309.8900146484375,306.7200012207031,309.1199951171875,3581841,363.2799987792969,363.3275146484375,355.0,356.67999267578125,5381481
2026-06-02 09:45:00-04:00,599.260009765625,605.77001953125,598.6199951171875,604.989990234375,1105455,84.4000015258789,84.51000213623047,83.45999908447266,83.63500213623047,2324337,254.6199951171875,256.54998779296875,254.4600067138672,255.69000244140625,2436622,309.1099853515625,309.3500061035156,308.2616882324219,309.07000732421875,1408489,356.7250061035156,360.5,355.8699951171875,360.29998779296875,2176250
2026-06-02 10:00:00-04:00,605.2999877929688,605.6400146484375,600.3200073242188,600.3400268554688,780894,83.63999938964844,84.16000366210938,83.58499908447266,84.07990264892578,1917151,255.67999267578125,257.32000732421875,255.0800018310547,256.8599853515625,1796494,309.04998779296875,309.4800109863281,308.5350036621094,308.6499938964844,1023477,360.32501220703125,365.864990234375,359.8500061035156,364.93011474609375,2299203
2026-06-02 10:15:00-04:00,600.4400024414062,604.2899169921875,600.3350219726562,603.2050170898438,581455,84.07990264892578,84.27999877929688,84.01000213623047,84.04000091552734,1276693,256.885009765625,258.0,256.4849853515625,257.7799987792969,1760903,308.635986328125,310.4700012207031,308.6199951171875,310.3399963378906,1397852,364.9599914550781,367.44189453125,363.7799987792969,367.0199890136719,1722106
2026-06-02 10:30:00-04:00,603.1900024414062,604.9000244140625,602.8049926757812,603.6998901367188,401198,84.05000305175781,84.18000030517578,83.88999938964844,84.04989624023438,1413886,257.8099060058594,259.8500061035156,257.760009765625,259.510009765625,2037268,310.375,310.45001220703125,309.67999267578125,309.760009765625,1044243,366.9700012207031,368.79998779296875,366.67999267578125,368.32000732421875,993472
2026-06-02 10:45:00-04:00,603.7000122070312,607.2999877929688,603.4199829101562,606.3900146484375,781220,84.04989624023438,84.2699966430664,83.93000030517578,84.20500183105469,1030913,259.4993896484375,260.5400085449219,258.9100036621094,260.44000244140625,1358662,309.7799987792969,310.760009765625,309.260009765625,310.510009765625,1126786,368.2900085449219,369.7898864746094,367.79998779296875,369.0299987792969,719172
2026-06-02 11:00:00-04:00,606.3699951171875,608.8800048828125,605.9000244140625,607.5499877929688,517703,84.20500183105469,84.24500274658203,83.97000122070312,83.9801025390625,1222538,260.45001220703125,260.8800048828125,260.1400146484375,260.5450134277344,1132159,310.54998779296875,312.2699890136719,310.4200134277344,311.9750061035156,1478995,369.07000732421875,369.2799987792969,365.8999938964844,366.3299865722656,783786
2026-06-02 11:15:00-04:00,607.510009765625,608.8400268554688,606.8200073242188,607.3699951171875,432001,83.9800033569336,84.02999877929688,83.66999816894531,83.67500305175781,1267284,260.5299987792969,261.2025146484375,260.44000244140625,260.67999267578125,850145,311.9700012207031,312.92999267578125,311.7300109863281,312.7099914550781,1245411,366.2799987792969,366.82000732421875,365.8800048828125,366.2449951171875,704126
2026-06-02 11:30:00-04:00,607.3051147460938,608.3699951171875,606.510009765625,607.4149780273438,289093,83.67500305175781,83.83999633789062,83.58999633789062,83.79499816894531,1145916,260.70001220703125,260.7699890136719,260.0450134277344,260.29998779296875,1118187,312.70001220703125,313.0299987792969,312.3599853515625,312.8800048828125,1126052,366.2149963378906,366.2300109863281,364.1600036621094,364.2080078125,798849
2026-06-02 11:45:00-04:00,607.4099731445312,608.0,606.885009765625,607.0900268554688,274761,83.79000091552734,83.80999755859375,83.69000244140625,83.78500366210938,783788,260.29998779296875,260.3699951171875,259.3299865722656,259.3299865722656,648052,312.8800048828125,313.1499938964844,312.3514099121094,312.42498779296875,1039802,364.2200012207031,364.3450012207031,363.010009765625,363.1199951171875,650112
2026-06-02 12:00:00-04:00,607.27001953125,607.8499755859375,605.4000244140625,607.4400024414062,290693,83.79000091552734,83.94999694824219,83.66500091552734,83.91500091552734,1382760,259.3500061035156,259.4200134277344,258.4200134277344,259.07000732421875,983302,312.4200134277344,312.8599853515625,312.10009765625,312.4960021972656,784594,363.1300048828125,364.4049987792969,362.67010498046875,364.0899963378906,582030
2026-06-02 12:15:00-04:00,607.4299926757812,607.8499755859375,606.3300170898438,607.4099731445312,854638,83.91999816894531,84.2300033569336,83.91999816894531,84.1449966430664,1278331,259.07000732421875,259.5199890136719,258.95001220703125,259.2200012207031,568232,312.5,312.57000732421875,312.0400085449219,312.489990234375,667212,364.05999755859375,364.5,363.3299865722656,363.8399963378906,383544
2026-06-02 12:30:00-04:00,607.4400024414062,608.2999877929688,607.080078125,607.1099853515625,204462,84.1449966430664,84.375,84.04499816894531,84.17510223388672,882518,259.2298889160156,259.25,258.55999755859375,258.6199035644531,534334,312.4800109863281,312.5599060058594,311.8999938964844,312.06500244140625,761972,363.82550048828125,364.0299987792969,363.2799987792969,363.4100036621094,373316
2026-06-02 12:45:00-04:00,607.1199951171875,607.8599243164062,606.8800048828125,606.989990234375,165012,84.18499755859375,84.23999786376953,84.08999633789062,84.15499877929688,768565,258.5899963378906,258.9549865722656,258.5,258.7699890136719,542152,312.0600891113281,314.4700927734375,312.04998779296875,314.2900085449219,1456367,363.3800048828125,365.4049987792969,363.3299865722656,364.4800109863281,445445
2026-06-02 13:00:00-04:00,607.0092163085938,607.0399780273438,605.4299926757812,606.5650024414062,230304,84.1593017578125,84.22000122070312,84.06500244140625,84.19999694824219,784702,258.81988525390625,258.8507080078125,258.6099853515625,258.739990234375,546710,314.2900085449219,315.010009765625,314.2850036621094,314.9849853515625,1765602,364.5150146484375,364.9093933105469,364.0,364.19000244140625,384299
2026-06-02 13:15:00-04:00,606.5599975585938,607.9500122070312,606.1199951171875,606.22998046875,216008,84.19499969482422,84.39749908447266,84.16500091552734,84.38500213623047,671918,258.7300109863281,258.8299865722656,257.5899963378906,257.625,757507,314.9999084472656,315.1000061035156,314.0799865722656,314.67999267578125,1305763,364.19500732421875,364.3599853515625,363.54998779296875,363.9800109863281,346778
2026-06-02 13:30:00-04:00,606.155029296875,606.3900146484375,604.5,605.4849853515625,251671,84.38500213623047,84.40499877929688,84.16999816894531,84.35009765625,584615,257.6199951171875,258.1650085449219,257.5950012207031,257.9949951171875,733901,314.67999267578125,315.2799987792969,314.3299865722656,314.8299865722656,1040016,364.010009765625,364.7298889160156,363.6099853515625,364.6400146484375,398975
2026-06-02 13:45:00-04:00,605.5449829101562,606.2850952148438,605.3699951171875,605.3699951171875,164686,84.36000061035156,84.41000366210938,83.8499984741211,83.8499984741211,913625,257.9844970703125,258.3299865722656,257.4700012207031,257.4800109863281,670682,314.8275146484375,315.45001220703125,314.4700012207031,314.7049865722656,1019322,364.62060546875,364.8800048828125,363.5101013183594,363.54998779296875,509802
2026-06-02 14:00:00-04:00,605.4600219726562,605.7999877929688,604.8300170898438,605.0850219726562,188290,83.84239959716797,83.91000366210938,83.7699966430664,83.85030364990234,678951,257.4798889160156,258.29998779296875,257.3310852050781,258.0150146484375,1080100,314.7049865722656,314.94000244140625,314.3500061035156,314.3500061035156,757806,363.5400085449219,363.7300109863281,363.1400146484375,363.45001220703125,361589
2026-06-02 14:15:00-04:00,605.0850219726562,605.8599853515625,604.6099853515625,604.7000122070312,233606,83.86000061035156,83.87999725341797,83.6500015258789,83.68499755859375,767384,258.0199890136719,258.5799865722656,257.8800048828125,258.1499938964844,922877,314.3485107421875,314.3485107421875,313.7550048828125,314.239990234375,966101,363.4501037597656,363.4649963378906,361.0849914550781,361.2149963378906,514770
2026-06-02 14:30:00-04:00,604.6849975585938,604.97998046875,602.6099853515625,603.0449829101562,362767,83.68000030517578,83.79000091552734,83.4800033569336,83.78500366210938,2110684,258.1300048828125,258.25,257.8399963378906,258.1600036621094,563615,314.2598876953125,314.5150146484375,314.19000244140625,314.3699951171875,760902,361.2300109863281,362.1700134277344,361.20001220703125,361.67999267578125,433154
2026-06-02 14:45:00-04:00,603.0449829101562,603.2999877929688,601.2999877929688,601.8350219726562,362537,83.78500366210938,83.80999755859375,83.54010009765625,83.6500015258789,874104,258.1700134277344,258.5799865722656,257.989990234375,258.30999755859375,618357,314.3699951171875,314.8599853515625,314.2550048828125,314.6499938964844,833969,361.68499755859375,361.68499755859375,360.7300109863281,360.8599853515625,496329
2026-06-02 15:00:00-04:00,601.8350219726562,602.02001953125,600.5999755859375,600.5999755859375,343262,83.63999938964844,83.6498031616211,83.45500183105469,83.49500274658203,983413,258.29998779296875,258.54998779296875,258.010009765625,258.0199890136719,637625,314.6600036621094,315.2200012207031,314.6549987792969,314.7449951171875,954686,360.8900146484375,361.3599853515625,360.44000244140625,360.7699890136719,566766
2026-06-02 15:15:00-04:00,600.635009765625,601.2000122070312,600.2100219726562,600.64501953125,407318,83.49500274658203,83.65299987792969,83.39009857177734,83.41999816894531,1366552,258.0249938964844,258.1000061035156,257.75,257.92498779296875,727855,314.7449951171875,315.05999755859375,314.69000244140625,314.7650146484375,932840,360.7749938964844,360.92999267578125,360.4100036621094,360.5199890136719,524042
2026-06-02 15:30:00-04:00,600.6699829101562,600.8599853515625,599.8300170898438,600.344970703125,729699,83.41500091552734,83.61499786376953,83.37000274658203,83.43199920654297,1760147,257.9200134277344,258.17999267578125,257.3800048828125,257.4599914550781,965630,314.760009765625,315.1199951171875,314.75,314.9649963378906,990907,360.5299987792969,360.7900085449219,359.614990234375,359.7300109863281,978522
2026-06-02 15:45:00-04:00,600.2949829101562,600.719970703125,597.260009765625,597.6599731445312,1585100,83.43000030517578,83.44999694824219,83.29000091552734,83.31999969482422,4342014,257.4649963378906,257.8450012207031,256.3500061035156,256.5,3760610,314.9649963378906,315.44000244140625,314.0299987792969,315.19000244140625,3605560,359.7300109863281,359.9100036621094,357.8500061035156,358.5,3387620
2026-06-03 09:30:00-04:00,602.989990234375,614.2999877929688,600.27001953125,609.3350219726562,2766608,82.88999938964844,83.30000305175781,82.18000030517578,82.47979736328125,3571711,254.6999969482422,257.0899963378906,253.41690063476562,256.04998779296875,3605592,314.17498779296875,316.94000244140625,314.0,316.6300048828125,4000334,358.3349914550781,362.5,357.5232849121094,359.8299865722656,7920263
2026-06-03 09:45:00-04:00,609.3499755859375,613.2000122070312,606.75,612.0999755859375,1137662,82.44000244140625,82.62000274658203,82.08000183105469,82.19000244140625,1772880,256.1000061035156,256.2049865722656,254.5399932861328,255.38999938964844,2523214,316.6050109863281,316.7699890136719,314.80999755859375,314.8900146484375,2402870,359.79998779296875,360.5400085449219,357.4100036621094,360.30999755859375,2136040
2026-06-03 10:00:00-04:00,612.2100219726562,619.3800048828125,609.6500244140625,616.52001953125,1872758,82.18000030517578,82.31500244140625,81.87000274658203,81.9749984741211,1623471,255.3300018310547,255.74940490722656,253.77000427246094,254.0749969482422,1540918,314.8599853515625,315.9599914550781,314.19000244140625,315.83990478515625,1779526,360.3599853515625,362.1000061035156,359.5,360.2650146484375,1766509
2026-06-03 10:15:00-04:00,616.2800903320312,619.0,615.1099853515625,616.2550048828125,780692,81.95999908447266,82.1500015258789,81.80000305175781,81.80999755859375,1746174,254.0749969482422,254.1699981689453,252.58999633789062,252.72500610351562,2586163,315.80999755859375,315.9200134277344,314.260009765625,314.3500061035156,1213459,360.2099914550781,360.2099914550781,357.19000244140625,357.6600036621094,1309316
2026-06-03 10:30:00-04:00,616.4600219726562,619.7999877929688,613.9550170898438,618.8699951171875,834998,81.81069946289062,81.97000122070312,81.70010375976562,81.75039672851562,1096653,252.72500610351562,253.27000427246094,252.52999877929688,252.5850067138672,1275914,314.3699951171875,314.6499938964844,313.0150146484375,313.0295104980469,1601107,357.6000061035156,360.17999267578125,357.5,358.7850036621094,1232323
2026-06-03 10:45:00-04:00,619.0399780273438,619.7999877929688,614.7000122070312,617.0599975585938,541311,81.75,81.83000183105469,81.56999969482422,81.73760223388672,1043088,252.5850067138672,252.74000549316406,251.39999389648438,251.76800537109375,2178974,313.03900146484375,313.1000061035156,311.1400146484375,311.510009765625,1993288,358.7699890136719,359.0400085449219,356.8900146484375,357.55999755859375,1200629
2026-06-03 11:00:00-04:00,617.1199951171875,619.0,614.840087890625,618.6500244140625,542592,81.7300033569336,81.76000213623047,81.58499908447266,81.68499755859375,824854,251.77999877929688,251.83999633789062,250.25999450683594,250.35040283203125,2211638,311.510009765625,311.9179992675781,310.3999938964844,310.60040283203125,1640433,357.6400146484375,357.8299865722656,355.54998779296875,355.9200134277344,1029667
2026-06-03 11:15:00-04:00,618.6300048828125,618.8800048828125,615.1801147460938,616.2501220703125,506668,81.68499755859375,81.7300033569336,81.53500366210938,81.55999755859375,1155088,250.33999633789062,250.88999938964844,250.00999450683594,250.2949981689453,1759411,310.6000061035156,311.8699951171875,310.30999755859375,311.6600036621094,1314318,355.92401123046875,355.9700012207031,354.7200012207031,355.864990234375,1455224
2026-06-03 11:30:00-04:00,616.3800048828125,616.52001953125,613.5,614.8150024414062,363955,81.56500244140625,81.56500244140625,81.34140014648438,81.4749984741211,1345145,250.2899932861328,250.5749969482422,249.11000061035156,250.125,2400606,311.6400146484375,312.19000244140625,311.1600036621094,311.5299987792969,2881636,355.9100036621094,356.2699890136719,355.1099853515625,356.2699890136719,683658
2026-06-03 11:45:00-04:00,614.72998046875,615.5599975585938,613.1099853515625,613.2548217773438,353393,81.4749984741211,81.625,81.37999725341797,81.4000015258789,1047165,250.1199951171875,250.38800048828125,249.77000427246094,250.1300048828125,1025408,311.5299987792969,311.7200012207031,311.25,311.4999084472656,978410,356.239990234375,356.55999755859375,355.1300048828125,355.95001220703125,724595
2026-06-03 12:00:00-04:00,613.3699951171875,614.3099975585938,612.5599975585938,613.619873046875,320381,81.41000366210938,81.44999694824219,81.11499786376953,81.19499969482422,1045824,250.1199951171875,250.38999938964844,249.88999938964844,250.0198974609375,806933,311.489990234375,311.8291931152344,310.92999267578125,311.2799987792969,775182,355.989990234375,357.3500061035156,355.70001220703125,355.7550048828125,976729
2026-06-03 12:15:00-04:00,613.489990234375,613.6298828125,611.6099853515625,613.2050170898438,343934,81.19999694824219,81.2699966430664,81.10009765625,81.20500183105469,743865,249.99000549316406,250.0,249.02000427246094,249.06500244140625,1219648,311.2900085449219,311.3299865722656,309.510009765625,309.7601013183594,1917396,355.7449951171875,355.9100036621094,354.79998779296875,355.44000244140625,730450
2026-06-03 12:30:00-04:00,613.27001953125,614.72998046875,612.6300048828125,613.9199829101562,314526,81.19000244140625,81.33999633789062,81.1720962524414,81.28500366210938,727430,249.0500030517578,249.28700256347656,248.2700958251953,248.4600067138672,1801270,309.760009765625,310.07000732421875,309.32000732421875,309.7449951171875,1092450,355.4700012207031,356.6600036621094,355.3450012207031,355.94000244140625,728944
2026-06-03 12:45:00-04:00,615.0700073242188,619.780029296875,615.0599975585938,619.65380859375,456548,81.30500030517578,81.37999725341797,81.22000122070312,81.30500030517578,549953,248.75999450683594,249.11000061035156,248.5113983154297,248.52999877929688,1451715,309.9800109863281,310.4649963378906,309.7510070800781,310.260009765625,868532,356.6600036621094,357.7900085449219,356.6600036621094,357.54510498046875,554733
2026-06-03 13:00:00-04:00,619.5599975585938,620.280029296875,617.1300048828125,617.4600219726562,533099,81.30500030517578,81.5250015258789,81.30000305175781,81.46499633789062,676269,248.52000427246094,248.82000732421875,247.7100067138672,247.95899963378906,1401607,310.2799987792969,310.32000732421875,309.1571044921875,309.2200012207031,801843,357.56500244140625,357.79998779296875,356.7004089355469,357.3399963378906,539160
2026-06-03 13:15:00-04:00,617.4550170898438,618.2899780273438,615.3101196289062,617.8599853515625,349750,81.44999694824219,81.54499816894531,81.43499755859375,81.50509643554688,486817,247.9600067138672,248.41000366210938,247.875,248.0800018310547,963990,309.2200012207031,309.3699951171875,308.8500061035156,309.2099914550781,886182,357.3301086425781,358.659912109375,357.260009765625,357.8999938964844,479700
2026-06-03 13:30:00-04:00,617.8200073242188,618.8800048828125,617.1599731445312,618.4349975585938,265961,81.50509643554688,81.7300033569336,81.4800033569336,81.625,582306,248.0399932861328,248.60000610351562,247.80999755859375,248.34500122070312,1263849,309.19500732421875,309.7149963378906,308.9800109863281,309.4800109863281,600013,357.8999938964844,358.30999755859375,357.0899963378906,357.8999938964844,518412
2026-06-03 13:45:00-04:00,618.3699951171875,622.8200073242188,618.3499755859375,622.5300903320312,698008,81.62999725341797,81.62999725341797,81.43499755859375,81.50499725341797,695003,248.34500122070312,249.39999389648438,248.19000244140625,249.13999938964844,1308693,309.4599914550781,309.5899963378906,309.25,309.30999755859375,590263,357.8999938964844,357.92999267578125,356.3500061035156,356.798095703125,581984
2026-06-03 14:00:00-04:00,622.530029296875,623.4099731445312,620.2800903320312,621.6300048828125,617715,81.50499725341797,81.57610321044922,81.38999938964844,81.48500061035156,553447,249.1300048828125,249.1999969482422,248.6199951171875,248.85000610351562,1166760,309.3349914550781,309.7300109863281,309.010009765625,309.32501220703125,662929,356.7749938964844,356.9200134277344,355.510009765625,355.6400146484375,697941
