Ticker,META,META,META,META,META,AMZN,AMZN,AMZN,AMZN,AMZN,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL,GOOG,GOOG,GOOG,GOOG,GOOG
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-12 14:30:00+00:00,652.5250244140625,653.969970703125,648.0,650.0900268554688,1142505,246.8000030517578,248.2760009765625,246.24000549316406,248.00990295410156,3170104,89.69000244140625,90.33000183105469,89.625,89.8093032836914,3239452,259.4100036621094,260.2699890136719,256.79998779296875,257.54998779296875,3496481,326.5,329.8699951171875,325.510009765625,326.9700012207031,1366311
2026-01-12 14:45:00+00:00,650.1599731445312,650.869873046875,647.5499877929688,648.0449829101562,380032,248.00999450683594,248.47999572753906,246.9600067138672,247.97999572753906,1192292,89.80500030517578,90.29010009765625,89.66000366210938,90.125,1066765,257.55999755859375,258.7200012207031,257.4750061035156,258.3299865722656,1819056,326.92999267578125,328.31500244140625,326.6299133300781,327.05999755859375,502615
2026-01-12 15:00:00+00:00,647.8300170898438,648.843017578125,646.6599731445312,647.77001953125,312512,247.94000244140625,248.08999633789062,247.14999389648438,247.52000427246094,882059,90.125,90.31500244140625,89.86000061035156,90.30999755859375,920208,258.2699890136719,259.8699951171875,258.1499938964844,259.6300048828125,1123118,327.0799865722656,327.5050048828125,325.75,327.2749938964844,415824
2026-01-12 15:15:00+00:00,647.6325073242188,649.3298950195312,647.510009765625,647.6749877929688,270491,247.53500366210938,248.3300018310547,247.4250030517578,247.6699981689453,830290,90.30999755859375,90.33499908447266,89.76000213623047,89.77999877929688,825329,259.6099853515625,261.29998779296875,258.8900146484375,260.3500061035156,2066964,327.25799560546875,334.44000244140625,326.9800109863281,331.2099914550781,1814245
2026-01-12 15:30:00+00:00,647.6920776367188,647.9598999023438,645.5,645.8099975585938,741189,247.64999389648438,247.74000549316406,247.0800018310547,247.26499938964844,702429,89.7699966430664,89.83000183105469,89.6500015258789,89.79550170898438,748664,260.364990234375,260.43231201171875,259.04998779296875,259.69000244140625,1121903,331.17999267578125,331.2799987792969,328.32000732421875,328.9150085449219,1146699
2026-01-12 15:45:00+00:00,645.9099731445312,648.0800170898438,645.4299926757812,647.3200073242188,245413,247.25999450683594,247.58999633789062,247.03819274902344,247.5500030517578,538323,89.79000091552734,90.11000061035156,89.72000122070312,90.08000183105469,687516,259.67999267578125,259.7398986816406,259.2300109863281,259.3900146484375,641064,328.8800048828125,328.94488525390625,327.5199890136719,328.6106872558594,493113
2026-01-12 16:00:00+00:00,647.3300170898438,649.1199951171875,646.8300170898438,649.094970703125,173930,247.55999755859375,248.23280334472656,247.39309692382812,248.00250244140625,565951,90.07499694824219,90.08499908447266,89.80500030517578,90.02999877929688,797841,259.3999938964844,260.3299865722656,259.1600036621094,260.31500244140625,801852,328.55999755859375,330.0,328.2799987792969,329.7900085449219,416017
2026-01-12 16:15:00+00:00,649.0900268554688,649.25,647.5,648.0479736328125,178205,247.97999572753906,248.0850067138672,247.42999267578125,247.64759826660156,473799,90.02999877929688,90.11000061035156,89.93000030517578,90.10590362548828,637117,260.31500244140625,260.45001220703125,259.9750061035156,260.2300109863281,715196,329.739990234375,330.3999938964844,329.4599914550781,329.94500732421875,449534
