Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG,AAPL,AAPL,AAPL,AAPL,AAPL,NFLX,NFLX,NFLX,NFLX,NFLX
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18 15:30:00+00:00,265.8699951171875,266.4798889160156,265.57000732421875,265.6300048828125,797472,607.5900268554688,610.0,607.510009765625,607.8200073242188,281311,398.3550109863281,400.09991455078125,398.20001220703125,398.7900085449219,387425,295.5199890136719,296.3800048828125,295.3299865722656,295.7099914550781,788582,89.48500061035156,89.5,88.94000244140625,88.9800033569336,887396
2026-05-18 15:45:00+00:00,265.55999755859375,266.1400146484375,265.4200134277344,265.5299987792969,640401,607.8350219726562,608.27001953125,606.8599853515625,607.489990234375,259756,398.7850036621094,398.95001220703125,397.57000732421875,397.7449951171875,308029,295.70001220703125,296.20001220703125,295.2699890136719,295.8399963378906,582375,88.97000122070312,89.19000244140625,88.81009674072266,88.8949966430664,939018
2026-05-18 16:00:00+00:00,265.5299987792969,265.739990234375,265.2099914550781,265.739990234375,660610,607.5,609.2999267578125,606.6849975585938,609.2050170898438,337854,397.75,398.04998779296875,396.80999755859375,397.9599914550781,359983,295.8399963378906,296.30999755859375,295.6300048828125,296.28900146484375,484972,88.9000015258789,89.37989807128906,88.88999938964844,89.28510284423828,768087
2026-05-18 16:15:00+00:00,265.739990234375,265.9200134277344,264.1499938964844,264.4750061035156,874976,609.243896484375,610.5050048828125,607.8599853515625,608.0599975585938,333187,397.9599914550781,398.8900146484375,396.5,396.7799987792969,382905,296.29998779296875,296.80999755859375,295.0199890136719,295.25,613595,89.29000091552734,89.38990020751953,89.1500015258789,89.19499969482422,527195
2026-05-18 16:30:00+00:00,264.5199890136719,265.32501220703125,264.17999267578125,264.5299987792969,737532,608.0599975585938,609.760009765625,607.469970703125,607.6500244140625,242649,396.80999755859375,398.2099914550781,396.19000244140625,397.29998779296875,339858,295.2699890136719,295.760009765625,294.9100036621094,295.385009765625,1668627,89.19860076904297,89.30999755859375,88.93000030517578,89.05010223388672,749970
2026-05-18 16:45:00+00:00,264.5400085449219,265.0,264.3500061035156,264.6199951171875,588504,607.6599731445312,610.8499755859375,607.5200805664062,609.7899780273438,346516,397.3399963378906,398.42999267578125,397.1000061035156,398.07000732421875,226523,295.385009765625,296.1300048828125,295.1499938964844,295.8999938964844,586495,89.06500244140625,89.5198974609375,89.03500366210938,89.33499908447266,953849
2026-05-18 17:00:00+00:00,264.57000732421875,265.21990966796875,264.2200012207031,264.9049987792969,536480,609.7899780273438,611.0499877929688,609.0001220703125,610.9299926757812,243257,398.05999755859375,399.3399963378906,397.67999267578125,398.2124938964844,284476,295.9200134277344,295.989990234375,295.4599914550781,295.610107421875,453087,89.33000183105469,89.7699966430664,89.28500366210938,89.56500244140625,663254
2026-05-18 17:15:00+00:00,264.8800048828125,265.2699890136719,264.8450012207031,265.159912109375,423950,610.9299926757812,613.618896484375,610.8900146484375,613.0499877929688,319176,398.2250061035156,398.9100036621094,398.0,398.37640380859375,219948,295.6099853515625,296.67999267578125,295.5899963378906,296.1702880859375,544665,89.56500244140625,89.72000122070312,89.54000091552734,89.55999755859375,573688
2026-05-18 17:30:00+00:00,265.1499938964844,265.2900085449219,264.7200012207031,264.8800048828125,396935,613.0499877929688,613.9799194335938,612.3800048828125,613.1453857421875,320301,398.3900146484375,398.4599914550781,397.1400146484375,397.8389892578125,210694,296.18499755859375,296.3699951171875,295.8399963378906,296.2598876953125,542478,89.56500244140625,89.62999725341797,89.28500366210938,89.43499755859375,429368
2026-05-18 17:45:00+00:00,264.8800048828125,265.0299987792969,264.66009521484375,264.7250061035156,362449,613.0401000976562,615.5900268554688,612.719970703125,614.5250854492188,317929,397.8139953613281,398.1400146484375,397.29998779296875,397.7799987792969,222617,296.2200012207031,296.5150146484375,296.0,296.31500244140625,399985,89.43499755859375,89.62999725341797,89.43000030517578,89.5250015258789,483955
2026-05-18 18:00:00+00:00,264.7099914550781,264.82861328125,263.82000732421875,263.8299865722656,574480,614.5250854492188,614.75,611.9600219726562,612.0349731445312,294757,397.7699890136719,397.7799987792969,396.2900085449219,396.3799133300781,320488,296.29998779296875,296.68499755859375,296.1099853515625,296.19000244140625,2100673,89.5250015258789,89.54000091552734,89.41000366210938,89.45500183105469,403128
2026-05-18 18:15:00+00:00,263.8299865722656,263.8299865722656,263.09368896484375,263.6499938964844,835506,612.0399780273438,612.0999145507812,609.752685546875,610.4000244140625,304546,396.3299865722656,396.3399963378906,394.6700134277344,395.0199890136719,447330,296.19000244140625,296.2099914550781,295.5199890136719,296.0799865722656,576775,89.45500183105469,89.45500183105469,89.25,89.32499694824219,938759
2026-05-18 18:30:00+00:00,263.69000244140625,263.8299865722656,263.40008544921875,263.5,515477,610.47998046875,611.25,609.75,610.010009765625,212313,395.05999755859375,395.2300109863281,393.95001220703125,394.1700134277344,306448,296.14990234375,296.3699951171875,295.5,295.5899963378906,684934,89.33000183105469,89.45999908447266,89.31999969482422,89.43499755859375,425492
2026-05-18 18:45:00+00:00,263.510009765625,263.70001220703125,262.70001220703125,262.760009765625,767623,610.0,610.4000244140625,607.388671875,607.4249877929688,313644,394.1400146484375,394.42999267578125,393.15570068359375,393.17999267578125,320350,295.54998779296875,295.9800109863281,295.45001220703125,295.9800109863281,825119,89.43499755859375,89.51000213623047,89.13200378417969,89.19499969482422,682464
2026-05-18 19:00:00+00:00,262.7699890136719,265.0450134277344,262.7250061035156,264.2449951171875,1031797,607.510009765625,612.739990234375,607.4199829101562,612.1500244140625,393548,393.1600036621094,395.9399108886719,393.0,394.635009765625,526215,295.989990234375,297.7300109863281,295.79998779296875,296.5199890136719,1217170,89.19499969482422,89.81500244140625,89.16010284423828,89.56500244140625,1175276
2026-05-18 19:15:00+00:00,264.2650146484375,264.2650146484375,263.30010986328125,264.07000732421875,666655,612.2650146484375,612.5,610.52001953125,611.7449951171875,266151,394.67999267578125,394.7799987792969,393.05499267578125,393.5199890136719,359083,296.5299987792969,297.1499938964844,296.5,297.0773010253906,880210,89.56500244140625,89.59500122070312,89.32499694824219,89.4800033569336,674431
2026-05-18 19:30:00+00:00,264.05999755859375,264.9079895019531,263.9100036621094,264.79998779296875,708600,611.7650146484375,612.4600219726562,611.2000122070312,611.8300170898438,268979,393.54998779296875,394.4599914550781,393.239990234375,394.2699890136719,384587,297.0899963378906,297.7200012207031,296.9049987792969,297.6300048828125,935532,89.4800033569336,89.69499969482422,89.44499969482422,89.5510025024414,994313
2026-05-18 19:45:00+00:00,264.7799987792969,264.95001220703125,264.3900146484375,264.9200134277344,1926488,611.7949829101562,612.10498046875,610.0599975585938,611.3300170898438,724451,394.25,394.3900146484375,392.19000244140625,393.1499938964844,1267450,297.6000061035156,297.9200134277344,297.1000061035156,297.8999938964844,2056673,89.54499816894531,89.7300033569336,89.30000305175781,89.68000030517578,2712350
2026-05-19 13:30:00+00:00,262.0199890136719,262.2149963378906,259.4638977050781,259.4638977050781,3920660,608.5999755859375,610.2000122070312,605.6010131835938,606.0700073242188,1515320,393.3627014160156,393.3627014160156,386.0,386.07000732421875,1860397,296.9700012207031,300.3900146484375,296.3500061035156,300.0450134277344,5332020,90.08000183105469,91.45999908447266,89.77999877929688,90.0999984741211,4546491
2026-05-19 13:45:00+00:00,259.4599914550781,260.6700134277344,258.7900085449219,260.5199890136719,1984710,605.9199829101562,613.9299926757812,605.1099853515625,612.6099853515625,649794,386.0,387.5,384.04998779296875,387.25,1122905,300.0450134277344,300.510009765625,298.95001220703125,299.0950012207031,1833941,90.11000061035156,91.37000274658203,90.0250015258789,91.05000305175781,2289880
2026-05-19 14:00:00+00:00,260.5400085449219,260.6000061035156,257.7699890136719,257.9100036621094,1706417,612.510009765625,613.5,608.8099975585938,609.35498046875,507804,387.20001220703125,389.8999938964844,386.8299865722656,387.95001220703125,1054554,299.0950012207031,299.1000061035156,297.55999755859375,297.6199951171875,1358813,91.05000305175781,91.33999633789062,90.80999755859375,91.0999984741211,1758427
2026-05-19 14:15:00+00:00,257.914794921875,258.0150146484375,256.5,257.0950927734375,2353737,609.344970703125,610.7999877929688,607.6036987304688,608.8151245117188,372521,387.8299865722656,387.8399963378906,384.5,386.5849914550781,839111,297.6000061035156,297.9798889160156,296.8399963378906,296.9100036621094,1273710,91.0999984741211,91.33000183105469,90.80149841308594,90.81999969482422,1655940
2026-05-19 14:30:00+00:00,257.1000061035156,257.7300109863281,256.6000061035156,257.2950134277344,1653796,608.989990234375,609.22998046875,607.0,607.3200073242188,250896,386.6300048828125,388.04998779296875,385.8999938964844,386.159912109375,606422,296.92999267578125,297.25,296.5199890136719,297.2349853515625,1004313,90.83999633789062,91.03500366210938,90.63999938964844,90.81999969482422,1106150
2026-05-19 14:45:00+00:00,257.32000732421875,257.4700012207031,256.2900085449219,256.9049987792969,1338528,607.2899780273438,607.409912109375,604.7999877929688,606.864990234375,393361,386.07000732421875,386.2799987792969,384.70001220703125,386.04998779296875,483307,297.2449951171875,297.5400085449219,296.6099853515625,297.510009765625,854607,90.83000183105469,90.98999786376953,90.51000213623047,90.69000244140625,1053502
2026-05-19 15:00:00+00:00,256.92999267578125,257.57000732421875,256.7900085449219,257.0299987792969,1006351,606.77001953125,607.5900268554688,605.510009765625,606.8200073242188,436407,386.0400085449219,386.5,385.0,385.6400146484375,1132637,297.4800109863281,297.75,297.1400146484375,297.239990234375,784154,90.69000244140625,90.69999694824219,90.38999938964844,90.46499633789062,874599
2026-05-19 15:15:00+00:00,257.010009765625,257.0799865722656,255.57000732421875,255.85000610351562,1456410,606.9450073242188,607.0131225585938,604.0900268554688,604.280029296875,314577,385.6700134277344,385.81500244140625,383.45001220703125,383.9100036621094,545224,297.25,297.5199890136719,296.9800109863281,297.07000732421875,588826,90.46499633789062,90.46739959716797,90.1001968383789,90.11000061035156,826633
2026-05-19 15:30:00+00:00,255.8000030517578,256.4800109863281,255.76499938964844,256.07501220703125,1171204,604.2000122070312,605.2000122070312,603.75,604.4099731445312,590185,383.8399963378906,385.260009765625,383.75,384.7349853515625,730163,297.05999755859375,297.5799865722656,296.8699951171875,297.2200012207031,1676227,90.11990356445312,90.25,89.94000244140625,89.94499969482422,874578
2026-05-19 15:45:00+00:00,256.0799865722656,256.0899963378906,255.19000244140625,255.55999755859375,1156754,604.4149780273438,604.530029296875,602.1500244140625,602.844970703125,299175,384.7275085449219,384.7349853515625,383.3999938964844,383.8599853515625,465798,297.2300109863281,297.45001220703125,297.1600036621094,297.2799987792969,453887,89.94499969482422,89.94499969482422,89.62000274658203,89.66999816894531,901860
2026-05-19 16:00:00+00:00,255.57000732421875,256.44500732421875,255.5301055908203,255.94000244140625,1227573,603.0,604.1500244140625,601.7999877929688,602.0850219726562,256596,383.8800048828125,385.07989501953125,383.0,383.17999267578125,420972,297.2900085449219,297.3999938964844,296.364990234375,296.5350036621094,621850,89.68000030517578,89.73999786376953,89.55500030517578,89.62999725341797,1440407
2026-05-19 16:15:00+00:00,255.9499969482422,256.489990234375,255.7899932861328,256.239990234375,692039,602.1199951171875,603.12939453125,601.880126953125,602.2999877929688,228042,383.19000244140625,385.1300048828125,383.1600036621094,384.80999755859375,407702,296.5400085449219,297.5,296.4800109863281,297.42498779296875,496172,89.625,89.72989654541016,89.22000122070312,89.23989868164062,879659
2026-05-19 16:30:00+00:00,256.260009765625,256.67999267578125,256.07501220703125,256.6600036621094,867877,602.2849731445312,602.2849731445312,600.5599975585938,602.0150146484375,383395,384.8370056152344,385.44000244140625,384.3699951171875,384.6400146484375,324580,297.4100036621094,297.75,297.3599853515625,297.6600036621094,403736,89.23500061035156,89.30000305175781,89.05000305175781,89.18000030517578,730294
2026-05-19 16:45:00+00:00,256.67999267578125,258.0899963378906,256.55999755859375,258.010009765625,1430031,602.0499877929688,604.4400024414062,601.8400268554688,603.9949951171875,273369,384.6549987792969,386.9523010253906,384.1099853515625,386.70001220703125,431638,297.67999267578125,298.7200012207031,297.6400146484375,298.59991455078125,1077383,89.18499755859375,89.3499984741211,89.12000274658203,89.19499969482422,647468
2026-05-19 17:00:00+00:00,257.989990234375,258.5899963378906,257.7950134277344,258.17999267578125,1102472,603.8599853515625,604.4500122070312,603.2000732421875,603.7100219726562,158215,386.7699890136719,388.8999938964844,386.5,388.04998779296875,513570,298.5799865722656,298.7300109863281,298.17498779296875,298.7099914550781,535193,89.19000244140625,89.25,89.0199966430664,89.05999755859375,515520
2026-05-19 17:15:00+00:00,258.1700134277344,259.06549072265625,258.1499938964844,258.3900146484375,1047823,603.7650146484375,604.47998046875,602.8001098632812,603.7949829101562,161326,388.0,390.3900146484375,387.3900146484375,388.239990234375,760119,298.67498779296875,298.7300109863281,298.17181396484375,298.24951171875,814843,89.06999969482422,89.06999969482422,88.70999908447266,88.83989715576172,688863
2026-05-19 17:30:00+00:00,258.3999938964844,259.0,258.3999938964844,258.8550109863281,831758,603.739990234375,604.4299926757812,602.5,602.950927734375,250806,388.17999267578125,388.6600036621094,386.32000732421875,386.5899963378906,335942,298.25,298.3699951171875,297.8399963378906,298.0849914550781,559556,88.83499908447266,89.0198974609375,88.80500030517578,88.91999816894531,583295
2026-05-19 17:45:00+00:00,258.8680114746094,259.3800048828125,258.4200134277344,259.17498779296875,803428,603.0700073242188,603.0700073242188,601.96240234375,602.6898803710938,154452,386.6300048828125,388.2900085449219,386.2300109863281,388.0950012207031,417775,298.1000061035156,298.4869079589844,297.9599914550781,298.3900146484375,409069,88.92500305175781,89.10009765625,88.8499984741211,88.92500305175781,557627
2026-05-19 18:00:00+00:00,259.1600036621094,259.75,259.0450134277344,259.20001220703125,720234,602.6799926757812,602.8099975585938,601.8800048828125,602.0,130723,388.0899963378906,388.32000732421875,387.3599853515625,387.5249938964844,446201,298.3800048828125,298.42999267578125,298.0400085449219,298.260009765625,410177,88.93099975585938,88.97000122070312,88.69000244140625,88.69999694824219,605756
2026-05-19 18:15:00+00:00,259.239990234375,259.4599914550781,256.79998779296875,259.239990234375,732906,601.9299926757812,602.8099975585938,601.5999755859375,602.47998046875,216912,387.5249938964844,387.7850036621094,386.4601135253906,386.6300048828125,304163,298.25,298.3900146484375,297.8699951171875,297.8900146484375,552209,88.70500183105469,89.04000091552734,88.69499969482422,88.97000122070312,616521
2026-05-19 18:30:00+00:00,259.25,259.5098876953125,259.04998779296875,259.2099914550781,481492,602.4849853515625,603.3099975585938,601.7999877929688,602.2047729492188,155275,386.6000061035156,386.8399963378906,386.19000244140625,386.2799987792969,197396,297.8699951171875,297.8999938964844,297.6099853515625,297.7149963378906,402650,88.97000122070312,89.08999633789062,88.91010284423828,88.95500183105469,496601
2026-05-19 18:45:00+00:00,259.19000244140625,259.489990234375,258.7701110839844,259.2099914550781,658738,602.2100219726562,602.3900146484375,600.7999877929688,601.1900024414062,199487,386.29998779296875,386.3699951171875,385.0199890136719,385.6600036621094,313183,297.7149963378906,297.864990234375,297.489990234375,297.6300048828125,504556,88.95249938964844,89.0999984741211,88.86000061035156,88.96009826660156,571219
2026-05-19 19:00:00+00:00,259.17999267578125,259.4460144042969,258.8399963378906,259.4200134277344,637057,601.1199951171875,602.3099975585938,600.6199951171875,601.97998046875,248360,385.6099853515625,386.2200012207031,385.1099853515625,386.17999267578125,290891,297.6499938964844,298.3900146484375,297.5299987792969,298.3832092285156,775024,88.97000122070312,89.06999969482422,88.94000244140625,89.06500244140625,609899
2026-05-19 19:15:00+00:00,259.42999267578125,259.5299987792969,258.8699951171875,259.18499755859375,755911,602.0700073242188,602.9600219726562,601.6400146484375,602.469970703125,234513,386.19000244140625,386.75,385.3699951171875,386.25,596531,298.375,298.44000244140625,297.9200134277344,298.3800048828125,683170,89.06500244140625,89.21499633789062,89.05999755859375,89.1449966430664,715577
2026-05-19 19:30:00+00:00,259.19000244140625,259.2850036621094,258.8800964355469,259.0,1353568,602.5399780273438,602.5800170898438,601.5999755859375,601.6799926757812,327613,386.29998779296875,386.30999755859375,385.20001220703125,385.2900085449219,420010,298.3900146484375,298.42999267578125,297.8399963378906,298.0199890136719,723807,89.13999938964844,89.15979766845703,89.01499938964844,89.08499908447266,770484
2026-05-19 19:45:00+00:00,259.0,259.42999267578125,258.7300109863281,259.4200134277344,3228379,601.6199951171875,603.3599853515625,601.4500122070312,602.75,859938,385.2749938964844,385.375,383.8399963378906,384.9150085449219,2230609,298.0199890136719,299.2200012207031,297.8500061035156,298.9800109863281,3097383,89.08000183105469,89.38999938964844,89.04499816894531,89.3499984741211,2975163
2026-05-20 13:30:00+00:00,260.1319885253906,261.8550109863281,259.5329895019531,261.5899963378906,2991993,600.7000122070312,602.0,599.0,600.489990234375,1062986,385.2200012207031,390.69989013671875,384.510009765625,385.8699951171875,1693007,298.17999267578125,301.95001220703125,298.0899963378906,301.8800964355469,3310301,88.51499938964844,88.51499938964844,87.5,87.69499969482422,2363809
2026-05-20 13:45:00+00:00,261.57000732421875,263.1199951171875,260.7149963378906,261.4800109863281,1939441,600.3499755859375,602.719970703125,599.3699951171875,600.1300048828125,574789,385.8900146484375,386.4075012207031,382.3999938964844,384.0199890136719,807348,301.8999938964844,302.3699951171875,299.9200134277344,300.239990234375,1632347,87.69010162353516,88.5199966430664,87.6500015258789,88.26000213623047,1046067
2026-05-20 14:00:00+00:00,261.4949951171875,261.75,260.4049987792969,261.2900085449219,1220866,600.14501953125,600.27001953125,597.8099975585938,599.1199951171875,644676,383.9800109863281,384.0199890136719,380.010009765625,381.44000244140625,809836,300.239990234375,300.2799987792969,299.20001220703125,299.510009765625,1253541,88.26000213623047,88.38999938964844,87.6500015258789,87.83999633789062,828699
2026-05-20 14:15:00+00:00,261.32000732421875,262.6300048828125,261.1400146484375,262.1400146484375,1183700,599.3699951171875,603.1699829101562,599.27001953125,601.7999877929688,647087,381.4700012207031,384.06988525390625,381.44000244140625,382.1600036621094,731049,299.5335998535156,300.3500061035156,299.1700134277344,299.5199890136719,1274811,87.86000061035156,88.33000183105469,87.8479995727539,88.33000183105469,780619
2026-05-20 14:30:00+00:00,262.1700134277344,263.0,262.1700134277344,262.5899963378906,1093393,601.72998046875,602.6500854492188,600.47998046875,600.9340209960938,273915,382.0899963378906,382.7300109863281,381.3450012207031,382.2650146484375,474113,299.510009765625,300.1700134277344,299.0899963378906,299.6199035644531,1059777,88.33999633789062,88.46980285644531,88.25499725341797,88.29000091552734,628449
2026-05-20 14:45:00+00:00,262.635009765625,264.4849853515625,262.4800109863281,264.25,1213410,600.9500122070312,605.364990234375,600.9500122070312,604.9097290039062,536533,382.2900085449219,382.79998779296875,381.17999267578125,382.4700012207031,394880,299.6099853515625,300.4700012207031,299.32000732421875,299.92999267578125,884286,88.27999877929688,88.44010162353516,88.18499755859375,88.41000366210938,621719
2026-05-20 15:00:00+00:00,264.2300109863281,264.5950012207031,263.6199951171875,263.75,990810,604.719970703125,605.0800170898438,603.6199951171875,603.6400146484375,374938,382.3800048828125,382.989990234375,381.25,381.5101013183594,368419,299.9200134277344,300.1300048828125,299.07000732421875,299.2601013183594,730341,88.4000015258789,88.55000305175781,88.21499633789062,88.2300033569336,642248
2026-05-20 15:15:00+00:00,263.7799987792969,265.3399963378906,263.6499938964844,264.1199951171875,1333990,603.9500122070312,608.0,603.75,605.5750122070312,821347,381.57000732421875,383.70001220703125,381.1000061035156,381.1499938964844,626566,299.260009765625,300.510009765625,299.0799865722656,299.1600036621094,1108265,88.22000122070312,88.36000061035156,88.12010192871094,88.22010040283203,807646
2026-05-20 15:30:00+00:00,264.1400146484375,265.20001220703125,264.1099853515625,265.17999267578125,727508,605.6500244140625,606.510009765625,605.02001953125,606.0549926757812,440651,381.19000244140625,382.44000244140625,381.05999755859375,382.3599853515625,346282,299.1600036621094,299.3299865722656,298.6700134277344,298.9649963378906,688926,88.22000122070312,88.30000305175781,88.14009857177734,88.21399688720703,507462
2026-05-20 15:45:00+00:00,265.17999267578125,265.5799865722656,264.7099914550781,264.92999267578125,932395,606.0,606.6799926757812,605.8499755859375,606.2650146484375,214452,382.3800048828125,384.0799865722656,382.3399963378906,383.2300109863281,437646,298.9700012207031,299.17999267578125,298.80999755859375,299.17999267578125,673487,88.20999908447266,88.2300033569336,87.91999816894531,87.94999694824219,507085
2026-05-20 16:00:00+00:00,264.92999267578125,264.989990234375,264.260009765625,264.5,677258,606.2650146484375,606.4400024414062,604.5001220703125,605.2999877929688,183497,383.2300109863281,383.7699890136719,382.54998779296875,382.89990234375,242146,299.19000244140625,299.6600036621094,298.94000244140625,299.57220458984375,688952,87.94999694824219,88.11000061035156,87.91000366210938,88.1050033569336,580451
2026-05-20 16:15:00+00:00,264.5,264.5,263.2500915527344,263.3999938964844,656046,605.3499755859375,605.489990234375,603.989990234375,604.0900268554688,175013,382.875,382.9198913574219,381.7099914550781,382.19500732421875,246802,299.5799865722656,300.32000732421875,299.54998779296875,300.0050048828125,780392,88.10070037841797,88.16999816894531,87.95500183105469,87.95800018310547,451287
2026-05-20 16:30:00+00:00,263.3900146484375,263.3999938964844,262.69000244140625,263.114990234375,1000971,604.1881103515625,604.9398803710938,603.3400268554688,604.9099731445312,140662,382.18499755859375,382.5,381.3800048828125,382.5,254665,299.989990234375,300.1000061035156,299.57000732421875,300.010009765625,609992,87.95500183105469,88.0199966430664,87.7500991821289,88.0,538802
2026-05-20 16:45:00+00:00,263.1496887207031,263.18829345703125,262.5799865722656,263.010009765625,610559,605.0,605.2100219726562,603.8099975585938,604.6849975585938,136211,382.5050048828125,382.510009765625,381.5,382.07000732421875,192985,300.0,300.82000732421875,299.989990234375,300.7099914550781,857176,88.0,88.06999969482422,87.87000274658203,88.05999755859375,490931
2026-05-20 17:00:00+00:00,263.089599609375,263.2598876953125,262.3699951171875,263.04998779296875,724660,604.719970703125,605.4000244140625,603.8599853515625,604.9349975585938,173619,382.05499267578125,382.4100036621094,380.9800109863281,382.0979919433594,343607,300.7117919921875,300.8399963378906,300.04998779296875,300.5,614518,88.06999969482422,88.0999984741211,87.8499984741211,88.04499816894531,488055
2026-05-20 17:15:00+00:00,263.0325012207031,263.4700012207031,262.860107421875,263.3800964355469,513022,605.1099243164062,605.47998046875,603.969970703125,605.2650146484375,153639,382.1099853515625,382.4049987792969,381.4700012207031,382.0799865722656,194085,300.489990234375,301.2699890136719,300.4800109863281,301.04998779296875,760087,88.05500030517578,88.21499633789062,87.96499633789062,88.16500091552734,419647
2026-05-20 17:30:00+00:00,263.3949890136719,263.7300109863281,263.1700134277344,263.4898986816406,619592,605.27001953125,605.739990234375,604.4199829101562,605.5075073242188,142901,382.0899963378906,382.2799987792969,381.2300109863281,381.6700134277344,252026,301.05999755859375,301.6499938964844,300.9100036621094,301.30999755859375,703725,88.16999816894531,88.33000183105469,88.09200286865234,88.29499816894531,407134
2026-05-20 17:45:00+00:00,263.4599914550781,263.69000244140625,263.27398681640625,263.4649963378906,659535,605.5599975585938,605.6456909179688,604.6799926757812,604.9100952148438,116252,381.6499938964844,382.6300048828125,381.2799987792969,382.42010498046875,243573,301.32000732421875,301.5799865722656,300.9501037597656,301.5150146484375,544257,88.29499816894531,88.3550033569336,88.08000183105469,88.13500213623047,354741
2026-05-20 18:00:00+00:00,263.45001220703125,263.739990234375,263.1300048828125,263.7200012207031,481268,604.8599853515625,605.2249755859375,604.22998046875,604.7100219726562,142943,382.4599914550781,383.6875,381.9700012207031,382.9700012207031,353962,301.5199890136719,301.7200012207031,301.1449890136719,301.2200012207031,903911,88.12999725341797,88.23500061035156,88.05999755859375,88.17500305175781,430491
2026-05-20 18:15:00+00:00,263.7149963378906,263.94000244140625,263.67999267578125,263.8550109863281,547406,604.780029296875,605.4000244140625,604.4000244140625,605.1599731445312,144432,382.95001220703125,383.6199951171875,382.55999755859375,383.19000244140625,226748,301.2099914550781,301.67999267578125,301.19000244140625,301.4700012207031,854450,88.17500305175781,88.36499786376953,88.16999816894531,88.2249984741211,334705
