Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,GOOG,GOOG,GOOG,GOOG,GOOG,META,META,META,META,META,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-23 14:30:00+00:00,77.79000091552734,77.82499694824219,75.18000030517578,75.19010162353516,4245311,319.1000061035156,319.2799987792969,315.2300109863281,315.8699951171875,2055299,652.6599731445312,657.7000122070312,648.25,648.4650268554688,1034706,263.489990234375,266.8598937988281,263.3810119628906,264.3951110839844,2367687,208.0399932861328,208.42999267578125,205.6699981689453,205.8800048828125,4418210
2026-02-23 14:45:00+00:00,75.19000244140625,75.4800033569336,75.01000213623047,75.45999908447266,2117646,315.7200012207031,317.45001220703125,315.32000732421875,315.3299865722656,1592759,648.4650268554688,652.0250244140625,647.7899780273438,649.2999877929688,137753,264.44000244140625,265.1300048828125,264.20001220703125,264.9200134277344,861086,205.8800048828125,206.5399932861328,205.5,205.57000732421875,1864119
2026-02-23 15:00:00+00:00,75.46499633789062,75.65989685058594,75.30999755859375,75.61009979248047,4387707,315.3399963378906,316.510009765625,315.0899963378906,315.80999755859375,452125,649.219970703125,650.469970703125,646.5150146484375,647.8699951171875,253567,264.9100036621094,266.07000732421875,264.568115234375,265.43011474609375,3616129,205.57000732421875,206.0800018310547,203.92999267578125,204.58009338378906,2255730
2026-02-23 15:15:00+00:00,75.6187973022461,76.30500030517578,75.55999755859375,76.16000366210938,976124,315.8500061035156,316.7099914550781,315.55999755859375,315.79998779296875,348315,648.0,650.2000122070312,647.1500244140625,649.1199951171875,785640,265.5,267.739990234375,265.2900085449219,267.04998779296875,3013190,204.57000732421875,205.16000366210938,204.2830047607422,204.6291046142578,1353020
2026-02-23 15:30:00+00:00,76.16500091552734,76.23999786376953,75.5999984741211,75.7750015258789,1108109,315.760009765625,315.989990234375,313.9794921875,314.09100341796875,445616,649.114990234375,649.5999755859375,646.25,646.48779296875,901530,267.0899963378906,267.5299072265625,266.6300048828125,266.78509521484375,458029,204.60000610351562,205.07000732421875,204.10000610351562,204.8000030517578,6106424
2026-02-23 15:45:00+00:00,75.7699966430664,76.05999755859375,75.6500015258789,75.70860290527344,4803463,314.1199951171875,315.1400146484375,312.82000732421875,312.92999267578125,2263331,646.5150146484375,647.3900146484375,643.75,644.1300048828125,129692,266.79998779296875,267.2799987792969,266.5799865722656,266.7950134277344,3510914,204.81500244140625,205.13999938964844,204.02000427246094,204.5399932861328,1237062
2026-02-23 16:00:00+00:00,75.70500183105469,75.83999633789062,75.18000030517578,75.19999694824219,5531163,312.9599914550781,313.2300109863281,311.8599853515625,312.2149963378906,2887751,644.1699829101562,644.8878784179688,642.0499877929688,642.3250122070312,196867,266.8450012207031,266.8699951171875,264.75,264.8500061035156,3776921,204.5500030517578,204.6199951171875,203.5,203.91000366210938,1303969
2026-02-23 16:15:00+00:00,75.20649719238281,75.93000030517578,75.18499755859375,75.91999816894531,779723,312.2300109863281,314.260009765625,311.94500732421875,314.1700134277344,339636,642.3900146484375,645.0,642.1400756835938,644.3800048828125,158119,264.83990478515625,266.69000244140625,264.80999755859375,266.5899963378906,683292,203.89999389648438,204.5,203.75999450683594,204.4600067138672,1103345
