Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-23 15:30:00+00:00,93.22000122070312,93.5250015258789,93.05000305175781,93.125,728225,212.02000427246094,212.25999450683594,211.5399932861328,211.69000244140625,1111284,252.58999633789062,252.90499877929688,252.3249969482422,252.72000122070312,1466976,607.9099731445312,608.3499145507812,607.0,607.5999755859375,316418,301.4599914550781,301.5199890136719,299.17999267578125,300.82000732421875,1235862
2026-03-23 15:45:00+00:00,93.12000274658203,93.125,92.69180297851562,92.94499969482422,796795,211.6699981689453,211.7100067138672,210.42999267578125,210.5500030517578,1234500,252.72500610351562,252.74000549316406,251.55999755859375,251.5800018310547,1066167,607.5599975585938,607.6900024414062,604.239990234375,604.5399780273438,522692,300.80999755859375,301.19000244140625,299.6499938964844,300.0150146484375,1168954
2026-03-23 16:00:00+00:00,92.94499969482422,93.37000274658203,92.91500091552734,93.33499908447266,733131,210.5500030517578,211.77999877929688,210.5500030517578,211.4199981689453,1333072,251.5500030517578,252.41000366210938,251.52999877929688,252.1898956298828,957352,604.530029296875,607.7899780273438,604.52001953125,605.969970703125,323742,299.9599914550781,300.4649963378906,299.07000732421875,299.6400146484375,748052
2026-03-23 16:15:00+00:00,93.33499908447266,93.36499786376953,92.91000366210938,92.94999694824219,763352,211.39999389648438,211.52000427246094,210.19000244140625,210.2899932861328,1241213,252.1699981689453,252.35000610351562,250.6750030517578,250.80499267578125,940597,605.8599853515625,606.1300048828125,600.8001098632812,601.0599975585938,312095,299.6650085449219,299.9200134277344,298.04998779296875,298.1099853515625,682157
2026-03-23 16:30:00+00:00,92.94999694824219,93.4000015258789,92.93000030517578,93.37999725341797,1055853,210.27999877929688,211.28500366210938,210.27999877929688,211.17160034179688,889408,250.80999755859375,251.75,250.6999969482422,251.41000366210938,874627,600.9099731445312,603.2000122070312,600.9099731445312,602.6400146484375,249108,298.19000244140625,298.92999267578125,298.0299987792969,298.510009765625,383741
2026-03-23 16:45:00+00:00,93.37999725341797,93.42500305175781,93.18000030517578,93.2249984741211,618062,211.13999938964844,211.4499969482422,210.75999450683594,210.94000244140625,768775,251.39999389648438,251.6750030517578,250.8699951171875,251.0449981689453,532272,602.5750122070312,603.5,602.239990234375,602.4349975585938,169083,298.4800109863281,299.19000244140625,298.4800109863281,298.8901062011719,369803
2026-03-23 17:00:00+00:00,93.2249984741211,93.29000091552734,93.01000213623047,93.07450103759766,494259,210.9499969482422,211.19000244140625,210.64999389648438,210.94500732421875,668390,251.11000061035156,251.27999877929688,250.5,250.52999877929688,638100,602.72998046875,603.1998901367188,601.3200073242188,601.47998046875,101194,298.8800048828125,299.20001220703125,298.4200134277344,298.7200012207031,333451
2026-03-23 17:15:00+00:00,93.06999969482422,93.13999938964844,92.92500305175781,93.04000091552734,504053,210.9499969482422,210.97999572753906,210.3800048828125,210.52999877929688,655700,250.52999877929688,251.10000610351562,250.27999877929688,250.9199981689453,524032,601.4199829101562,602.4080200195312,600.260009765625,601.9650268554688,148079,298.7300109863281,298.8299865722656,298.159912109375,298.510009765625,348308
2026-03-23 17:30:00+00:00,93.04000091552734,93.5999984741211,93.0199966430664,93.5,1730417,210.52000427246094,211.5399932861328,210.5,210.87449645996094,847466,250.9550018310547,251.6699981689453,250.89999389648438,251.08999633789062,661686,601.9500122070312,604.47998046875,601.6599731445312,602.0150146484375,228727,298.5299987792969,299.4298095703125,298.3399963378906,298.4036865234375,421331
2026-03-23 17:45:00+00:00,93.5,93.70500183105469,93.41500091552734,93.68000030517578,727667,210.89999389648438,211.34500122070312,210.69500732421875,211.24000549316406,619093,251.10000610351562,251.92999267578125,250.99000549316406,251.8699951171875,627852,602.0999755859375,603.4600219726562,601.75,603.0800170898438,161079,298.3999938964844,299.1000061035156,298.28509521484375,298.9049987792969,424748
2026-03-23 18:00:00+00:00,93.67500305175781,93.83499908447266,93.44000244140625,93.7300033569336,766253,211.22500610351562,211.33999633789062,210.75999450683594,210.89999389648438,850765,251.875,251.98500061035156,251.22000122070312,251.4199981689453,628510,603.0599975585938,603.4000244140625,601.8800048828125,602.5449829101562,196511,298.9100036621094,299.4599914550781,298.70001220703125,298.9800109863281,405699
2026-03-23 18:15:00+00:00,93.73500061035156,93.81999969482422,93.66010284423828,93.69000244140625,527697,210.88999938964844,210.99000549316406,210.56500244140625,210.69500732421875,595596,251.4600067138672,251.5500030517578,251.1999969482422,251.3300018310547,605110,602.5800170898438,603.6199951171875,602.0,602.9849853515625,202057,298.95001220703125,299.2799987792969,298.56500244140625,299.1199951171875,290418
2026-03-23 18:30:00+00:00,93.69499969482422,93.9800033569336,93.69000244140625,93.9000015258789,679294,210.72000122070312,211.41000366210938,210.60000610351562,210.9499969482422,1127662,251.3699951171875,252.1199951171875,251.3699951171875,251.80499267578125,887176,603.0,606.0499877929688,602.9299926757812,605.75,378984,299.1499938964844,300.1650085449219,299.1499938964844,299.489990234375,518950
2026-03-23 18:45:00+00:00,93.90499877929688,93.94999694824219,93.78500366210938,93.91000366210938,723201,210.97999572753906,211.2899932861328,210.88999938964844,211.14999389648438,685315,251.7899932861328,252.4149932861328,251.75999450683594,252.32000732421875,690034,605.6500244140625,607.70068359375,605.530029296875,607.4650268554688,302594,299.5,300.3500061035156,299.42999267578125,300.1919860839844,308503
2026-03-23 19:00:00+00:00,93.90499877929688,93.91000366210938,93.62999725341797,93.75499725341797,1084031,211.13999938964844,211.16000366210938,210.6999969482422,210.77000427246094,839236,252.30999755859375,252.3699951171875,251.85499572753906,251.9499969482422,699307,607.4199829101562,607.869873046875,606.5599975585938,606.75,302163,300.1700134277344,300.2799987792969,299.5799865722656,299.5799865722656,334444
2026-03-23 19:15:00+00:00,93.75499725341797,93.78990173339844,93.4800033569336,93.5999984741211,1095549,210.7899932861328,210.86700439453125,210.5800018310547,210.64999389648438,825053,251.94000244140625,252.0,251.6199951171875,251.76499938964844,702850,606.6599731445312,607.2000122070312,606.0449829101562,606.7850952148438,234552,299.5849914550781,299.93499755859375,299.1600036621094,299.7099914550781,509711
2026-03-23 19:30:00+00:00,93.5999984741211,93.7770004272461,93.56999969482422,93.73500061035156,767966,210.64500427246094,211.11000061035156,210.61500549316406,211.0500030517578,979143,251.76499938964844,252.4199981689453,251.7187042236328,252.4199981689453,758017,606.72998046875,607.0800170898438,605.905029296875,606.9100952148438,280361,299.7181091308594,300.20001220703125,299.6099853515625,300.1700134277344,483967
2026-03-23 19:45:00+00:00,93.73500061035156,93.83499908447266,93.36000061035156,93.38999938964844,2593911,211.07000732421875,211.27000427246094,210.00999450683594,210.11000061035156,3566590,252.4199981689453,252.52499389648438,250.97000122070312,251.44000244140625,3615286,607.0449829101562,607.5,602.8809814453125,603.9400024414062,1203094,300.19000244140625,300.3399963378906,298.8599853515625,298.9700012207031,1476661
2026-03-24 13:30:00+00:00,92.79000091552734,93.73979949951172,92.63999938964844,92.91500091552734,1850149,207.88499450683594,209.35000610351562,206.69000244140625,206.99000549316406,2953836,250.49000549316406,252.07000732421875,249.5500030517578,251.67999267578125,2489238,599.0999755859375,601.0,595.9199829101562,596.6300048828125,771984,296.2099914550781,297.0899963378906,294.55999755859375,294.95001220703125,1323206
2026-03-24 13:45:00+00:00,92.91500091552734,92.95999908447266,92.37999725341797,92.71499633789062,991326,207.00999450683594,207.8699951171875,206.63999938964844,207.7449951171875,1331090,251.69000244140625,252.1699981689453,251.1699981689453,251.64999389648438,942178,596.6400146484375,598.1239013671875,594.6400146484375,595.3499755859375,455666,294.9649963378906,295.510009765625,294.2049865722656,295.3399963378906,1151844
2026-03-24 14:00:00+00:00,92.70999908447266,92.83000183105469,92.31999969482422,92.6050033569336,1008342,207.7449951171875,208.17999267578125,207.14999389648438,207.55999755859375,1272168,251.63999938964844,253.1199951171875,251.61500549316406,252.72999572753906,960426,595.2849731445312,596.239990234375,592.110107421875,593.260009765625,443050,295.3399963378906,295.8999938964844,293.95001220703125,294.0400085449219,714252
2026-03-24 14:15:00+00:00,92.6050033569336,92.81999969482422,92.40499877929688,92.69270324707031,859037,207.57000732421875,208.12989807128906,207.27499389648438,207.72000122070312,1076638,252.75,253.11570739746094,252.28500366210938,252.47000122070312,932830,593.2849731445312,594.6898803710938,592.0399780273438,593.760009765625,362760,294.1600036621094,294.4200134277344,292.9599914550781,293.0400085449219,942298
2026-03-24 14:30:00+00:00,92.69999694824219,92.76000213623047,92.2699966430664,92.5,1164851,207.72999572753906,208.24000549316406,207.69000244140625,208.22999572753906,948127,252.44000244140625,252.86000061035156,252.1750030517578,252.47000122070312,734420,593.7550048828125,595.9299926757812,593.3400268554688,595.7550048828125,344484,293.05999755859375,293.7099914550781,292.7099914550781,293.56500244140625,1041655
2026-03-24 14:45:00+00:00,92.50499725341797,92.70999908447266,92.0999984741211,92.24500274658203,1156786,208.23500061035156,209.1300048828125,207.42999267578125,207.89010620117188,1969047,252.44000244140625,253.30999755859375,251.74000549316406,252.11000061035156,1379079,595.8049926757812,598.02001953125,593.5,595.0150146484375,444350,293.55999755859375,294.41009521484375,292.5899963378906,292.94500732421875,1547552
2026-03-24 15:00:00+00:00,92.25,92.72000122070312,92.23999786376953,92.42500305175781,620676,207.89500427246094,208.6053924560547,207.52000427246094,207.9199981689453,1153039,252.10000610351562,253.80999755859375,252.05999755859375,253.75,1165585,595.155029296875,597.239990234375,594.969970703125,596.2949829101562,223526,292.9599914550781,293.9700012207031,292.94000244140625,293.4700012207031,829344
2026-03-24 15:15:00+00:00,92.42500305175781,92.55000305175781,92.19000244140625,92.49500274658203,642324,207.9199981689453,208.64999389648438,207.83999633789062,207.8990020751953,1446606,253.75999450683594,254.1699981689453,253.63999938964844,253.98500061035156,1146115,596.219970703125,597.0599975585938,595.1400146484375,595.4299926757812,213099,293.489990234375,293.8299865722656,292.6300048828125,292.92999267578125,827591
2026-03-24 15:30:00+00:00,92.48999786376953,92.83999633789062,92.1500015258789,92.28500366210938,715750,207.8800048828125,208.49000549316406,207.6300048828125,208.4250030517578,851593,253.97999572753906,254.32000732421875,253.82400512695312,254.2550048828125,544657,595.4749755859375,597.25,594.5399780273438,596.1400146484375,221617,292.95001220703125,293.32000732421875,291.8599853515625,293.2049865722656,627973
2026-03-24 15:45:00+00:00,92.27999877929688,92.61000061035156,92.24500274658203,92.29499816894531,555423,208.4499969482422,209.0399932861328,208.35000610351562,208.36000061035156,1262996,254.25050354003906,254.69000244140625,253.66000366210938,253.8699951171875,813451,596.26318359375,596.8499755859375,593.8900146484375,594.0800170898438,168951,293.2200012207031,293.779296875,292.54998779296875,292.7699890136719,485827
2026-03-24 16:00:00+00:00,92.29900360107422,92.47000122070312,92.2699966430664,92.46330261230469,435393,208.36000061035156,208.4199981689453,207.7949981689453,207.92999267578125,766833,253.88499450683594,253.97999572753906,253.38490295410156,253.53500366210938,628245,594.0,594.8900146484375,593.5501098632812,594.7750244140625,191468,292.70001220703125,292.7449951171875,290.010009765625,290.510009765625,1064394
2026-03-24 16:15:00+00:00,92.46499633789062,92.79000091552734,92.45999908447266,92.66999816894531,604080,207.93099975585938,208.52499389648438,207.92999267578125,208.40499877929688,744287,253.5500030517578,254.8249969482422,253.52000427246094,254.58999633789062,913832,594.7750244140625,597.719970703125,594.7100219726562,596.6199951171875,274487,290.5150146484375,291.5,290.42999267578125,291.364990234375,1043749
2026-03-24 16:30:00+00:00,92.68499755859375,92.87999725341797,92.11009979248047,92.31999969482422,820671,208.47000122070312,208.47999572753906,207.35000610351562,207.77999877929688,687957,254.59689331054688,254.7100067138672,253.5211944580078,253.65499877929688,649440,596.594970703125,596.8699951171875,593.9099731445312,595.4301147460938,199646,291.29998779296875,291.4399108886719,290.4200134277344,290.95001220703125,460267
2026-03-24 16:45:00+00:00,92.31500244140625,92.375,92.16999816894531,92.29000091552734,547761,207.8000030517578,208.09010314941406,207.64010620117188,207.8498992919922,577823,253.66000366210938,253.91000366210938,253.39999389648438,253.64999389648438,468349,595.6099853515625,596.3400268554688,594.760009765625,595.35498046875,164887,290.9700012207031,291.3349914550781,290.6499938964844,291.1300048828125,390792
2026-03-24 17:00:00+00:00,92.29000091552734,92.3499984741211,91.7300033569336,91.83499908447266,860374,207.84500122070312,207.9600067138672,206.75,206.97999572753906,929878,253.63009643554688,253.83999633789062,252.86500549316406,252.99000549316406,693068,595.469970703125,595.760009765625,591.7000122070312,592.251708984375,375435,291.1451110839844,291.2900085449219,289.7099914550781,290.260009765625,787834
2026-03-24 17:15:00+00:00,91.83499908447266,91.86499786376953,91.4800033569336,91.54000091552734,713013,206.97999572753906,207.22999572753906,206.8300018310547,207.19000244140625,743262,252.99000549316406,253.07000732421875,252.76499938964844,253.05999755859375,443476,592.25,592.669921875,591.0,592.2550048828125,290394,290.1499938964844,290.3349914550781,289.6199951171875,290.260009765625,476574
2026-03-24 17:30:00+00:00,91.54000091552734,91.66000366210938,91.34500122070312,91.36499786376953,624431,207.17999267578125,207.5699005126953,207.00999450683594,207.18060302734375,736582,253.0500030517578,253.5399932861328,252.2949981689453,252.41000366210938,666313,592.280029296875,593.6599731445312,592.1900024414062,592.7999877929688,495524,290.20001220703125,290.55999755859375,290.0299987792969,290.1300048828125,346084
2026-03-24 17:45:00+00:00,91.36499786376953,91.61499786376953,91.33999633789062,91.51000213623047,665220,207.17999267578125,207.86000061035156,207.08999633789062,207.49000549316406,846153,252.4149932861328,253.25999450683594,252.3249969482422,253.2100067138672,694851,592.72998046875,595.219970703125,592.6699829101562,593.7000122070312,212508,290.1199951171875,291.0899963378906,289.9403076171875,291.0,431307
2026-03-24 18:00:00+00:00,91.51000213623047,91.58999633789062,91.41000366210938,91.43009948730469,532863,207.47000122070312,207.8350067138672,207.32000732421875,207.38499450683594,633399,253.2100067138672,253.5,252.66000366210938,252.75,434875,593.7550048828125,595.2100219726562,593.7550048828125,595.010009765625,373374,291.010009765625,291.489990234375,290.6199951171875,290.9150085449219,361858
2026-03-24 18:15:00+00:00,91.43000030517578,91.54000091552734,91.37000274658203,91.45500183105469,643728,207.39999389648438,207.81500244140625,207.25999450683594,207.51499938964844,899595,252.72000122070312,252.86500549316406,252.3800048828125,252.57000732421875,666990,595.010009765625,595.2999877929688,593.989990234375,594.5150146484375,208958,290.8800048828125,291.1499938964844,290.4143981933594,291.0000915527344,419503
2026-03-24 18:30:00+00:00,91.45500183105469,91.62000274658203,91.29499816894531,91.36000061035156,777825,207.50999450683594,208.33999633789062,207.44000244140625,207.86000061035156,1272867,252.58999633789062,253.05999755859375,252.2299041748047,252.4949951171875,644415,594.5250244140625,596.3800048828125,594.4000244140625,595.2899780273438,248792,291.0299987792969,291.8399963378906,290.79998779296875,291.44000244140625,494157
2026-03-24 18:45:00+00:00,91.36499786376953,91.37000274658203,91.11000061035156,91.1449966430664,741972,207.85000610351562,207.9499969482422,207.41000366210938,207.52999877929688,708143,252.52000427246094,252.7899932861328,252.23500061035156,252.4250030517578,588648,595.2899780273438,595.489990234375,594.1500244140625,595.0700073242188,149678,291.42498779296875,291.5299987792969,290.4949951171875,290.7799987792969,442385
2026-03-24 19:00:00+00:00,91.14009857177734,91.58999633789062,91.14009857177734,91.58219909667969,940981,207.52000427246094,207.86000061035156,207.52000427246094,207.7100067138672,768725,252.4199981689453,253.1501007080078,252.406005859375,253.0800018310547,477981,595.0399780273438,596.0399780273438,595.0399780273438,595.7401123046875,160229,290.7900085449219,291.3599853515625,290.7900085449219,291.0799865722656,355247
2026-03-24 19:15:00+00:00,91.58499908447266,91.7699966430664,91.41000366210938,91.67500305175781,1445265,207.72500610351562,207.92999267578125,207.4600067138672,207.49000549316406,729568,253.02999877929688,253.0749969482422,252.0800018310547,252.089599609375,538619,595.8400268554688,596.3599853515625,595.2000122070312,595.4199829101562,213025,291.07000732421875,291.19000244140625,289.67999267578125,289.67999267578125,587131
2026-03-24 19:30:00+00:00,91.66999816894531,91.7300033569336,91.32499694824219,91.3550033569336,1105892,207.48500061035156,207.57000732421875,207.00999450683594,207.22999572753906,1184747,252.08990478515625,252.1300048828125,251.3000030517578,251.47999572753906,1445168,595.3699951171875,595.655029296875,593.2899780273438,594.0800170898438,404146,289.7300109863281,289.82989501953125,289.0199890136719,289.2799987792969,610692
2026-03-24 19:45:00+00:00,91.3499984741211,91.37999725341797,90.81500244140625,90.94000244140625,3001187,207.2100067138672,207.3000030517578,206.7050018310547,207.27999877929688,2635756,251.4600067138672,251.77000427246094,251.22000122070312,251.75,2138589,594.0,594.010009765625,592.27001953125,593.0999755859375,800511,289.2799987792969,289.75,288.8550109863281,288.989990234375,2770042
2026-03-25 13:30:00+00:00,91.73500061035156,92.4000015258789,91.2699966430664,91.4749984741211,2392302,211.6199951171875,213.07000732421875,211.22000122070312,211.9199981689453,4403215,254.02000427246094,254.97999572753906,253.5,253.52000427246094,2238426,598.739990234375,603.6199951171875,596.423583984375,600.1300048828125,1232469,291.7200012207031,294.6600036621094,291.1199951171875,292.2500915527344,2138507
2026-03-25 13:45:00+00:00,91.47000122070312,91.94999694824219,91.40499877929688,91.80000305175781,1070797,211.91000366210938,212.60000610351562,211.73719787597656,212.35000610351562,1725541,253.5,253.60000610351562,251.8300018310547,251.8800048828125,1300002,600.1900024414062,600.669921875,595.9000244140625,597.52001953125,731258,292.20001220703125,292.3399963378906,290.1199951171875,290.30999755859375,1149181
2026-03-25 14:00:00+00:00,91.80999755859375,91.93499755859375,91.23500061035156,91.86000061035156,1153739,212.375,212.4600067138672,211.1199951171875,211.54539489746094,2084668,251.88999938964844,252.84500122070312,251.60000610351562,252.83999633789062,992599,597.52001953125,600.3800048828125,595.219970703125,600.2100219726562,549718,290.29998779296875,290.4599914550781,288.8399963378906,290.1650085449219,1292556
2026-03-25 14:15:00+00:00,91.875,92.22000122070312,91.7699966430664,92.16000366210938,980772,211.52000427246094,212.66000366210938,211.4499969482422,211.8300018310547,1649502,252.8300018310547,252.9600067138672,252.17999267578125,252.86000061035156,721173,600.260009765625,600.4000244140625,597.5,599.7301025390625,406138,290.2099914550781,290.2099914550781,289.07000732421875,289.6300048828125,928124
2026-03-25 14:30:00+00:00,92.16000366210938,92.19999694824219,91.89309692382812,92.1050033569336,763948,211.86000061035156,212.4199981689453,211.57000732421875,211.8800048828125,1248637,252.8699951171875,253.36270141601562,252.60000610351562,253.27000427246094,743926,599.7849731445312,600.6978759765625,598.219970703125,598.780029296875,472166,289.6400146484375,290.67498779296875,289.2900085449219,290.4700012207031,852137
2026-03-25 14:45:00+00:00,92.1050033569336,92.37000274658203,92.06999969482422,92.24500274658203,653492,211.8800048828125,212.4600067138672,211.860107421875,212.0850067138672,962405,253.25999450683594,253.6699981689453,253.25999450683594,253.4199981689453,758891,598.7750244140625,600.0,597.2000122070312,598.2349853515625,429584,290.4800109863281,290.8699951171875,289.75,290.0400085449219,620344
2026-03-25 15:00:00+00:00,92.24500274658203,92.42990112304688,91.94999694824219,91.95999908447266,731805,212.10000610351562,212.24000549316406,210.44500732421875,210.49000549316406,1141038,253.42250061035156,253.9499969482422,253.11000061035156,253.75,721090,598.3200073242188,599.5999755859375,594.8599853515625,595.0650024414062,493546,290.05999755859375,290.5150146484375,289.5199890136719,289.6000061035156,510877
2026-03-25 15:15:00+00:00,91.95999908447266,91.98500061035156,91.45999908447266,91.9000015258789,981645,210.49000549316406,211.2100067138672,209.89999389648438,211.16000366210938,1278909,253.74000549316406,254.2899932861328,252.97999572753906,254.2449951171875,1187714,594.9400024414062,598.5599975585938,593.6400756835938,598.1199951171875,438711,289.5199890136719,289.7900085449219,288.05999755859375,289.7900085449219,1008281
2026-03-25 15:30:00+00:00,91.90499877929688,91.98999786376953,91.62999725341797,91.70999908447266,678352,211.13999938964844,211.39999389648438,210.72999572753906,210.97000122070312,889565,254.24000549316406,254.4600067138672,253.64999389648438,253.72000122070312,706030,598.125,599.2999877929688,597.1099853515625,597.7999877929688,327553,289.7799987792969,289.9599914550781,288.16009521484375,288.3900146484375,597532
2026-03-25 15:45:00+00:00,91.71499633789062,91.77249908447266,91.58000183105469,91.68499755859375,464901,210.97000122070312,211.1300048828125,210.52499389648438,210.9700927734375,741196,253.68499755859375,253.9499969482422,253.3800048828125,253.5,580321,597.7999877929688,599.9299926757812,597.5,599.4199829101562,307690,288.3999938964844,289.1300048828125,288.1300048828125,289.0400085449219,504786
2026-03-25 16:00:00+00:00,91.68499755859375,91.7300033569336,91.24500274658203,91.35990142822266,583726,210.99000549316406,211.15499877929688,210.71499633789062,211.0500030517578,715990,253.50999450683594,253.55999755859375,253.08999633789062,253.5050048828125,457673,599.4161987304688,600.0,597.6201171875,597.7550048828125,229598,288.989990234375,289.19500732421875,288.54998779296875,289.0950012207031,441963
2026-03-25 16:15:00+00:00,91.36000061035156,92.12999725341797,91.3499984741211,92.1050033569336,796840,211.06500244140625,212.05999755859375,210.89999389648438,211.88999938964844,862635,253.5399932861328,254.1699981689453,253.44000244140625,253.9250030517578,540825,597.760009765625,599.3599853515625,597.0399780273438,598.6898803710938,380946,289.0950012207031,289.7850036621094,288.7699890136719,289.55999755859375,474833
2026-03-25 16:30:00+00:00,92.1050033569336,92.30999755859375,92.05999755859375,92.26499938964844,804274,211.88999938964844,212.38999938964844,211.74000549316406,212.31500244140625,901099,254.0,254.64999389648438,253.86000061035156,254.25999450683594,730904,598.5700073242188,599.8200073242188,598.1259765625,598.875,136409,289.70001220703125,289.94000244140625,289.1400146484375,289.2099914550781,377610
2026-03-25 16:45:00+00:00,92.26499938964844,92.50499725341797,92.22000122070312,92.30500030517578,1540855,212.30999755859375,212.39999389648438,211.9499969482422,212.1199951171875,898250,254.27999877929688,254.38999938964844,254.02000427246094,254.23989868164062,399292,598.885009765625,599.3400268554688,598.030029296875,598.6400146484375,112548,289.2099914550781,289.4700012207031,288.9599914550781,289.1499938964844,316617
2026-03-25 17:00:00+00:00,92.30999755859375,92.42500305175781,92.08999633789062,92.38500213623047,1174323,212.10679626464844,212.3800048828125,211.92999267578125,212.30999755859375,831622,254.2100067138672,254.41000366210938,253.7899932861328,254.05999755859375,559650,598.6400146484375,598.9500122070312,596.8699951171875,598.2999877929688,213589,289.1700134277344,289.489990234375,288.70001220703125,289.05999755859375,548254
2026-03-25 17:15:00+00:00,92.38500213623047,92.41500091552734,92.27999877929688,92.31500244140625,762085,212.2899932861328,212.7100067138672,211.83999633789062,212.5500030517578,967896,253.97999572753906,254.33099365234375,253.74000549316406,254.14500427246094,433879,598.2949829101562,602.5599975585938,597.3499755859375,601.4249877929688,428320,288.9700012207031,289.44500732421875,288.6000061035156,289.19000244140625,413964
2026-03-25 17:30:00+00:00,92.31999969482422,92.44999694824219,92.11499786376953,92.32499694824219,753920,212.55999755859375,212.89999389648438,212.3000030517578,212.8000946044922,1015967,254.1199951171875,254.50999450683594,253.97999572753906,254.33999633789062,529307,601.47998046875,601.7100219726562,599.4700927734375,600.280029296875,431660,289.20001220703125,290.0459899902344,289.0350036621094,289.7349853515625,409310
2026-03-25 17:45:00+00:00,92.32499694824219,92.43000030517578,92.125,92.25,675432,212.8000030517578,212.80999755859375,212.10000610351562,212.2100067138672,841625,254.39500427246094,254.39999389648438,253.83999633789062,253.97000122070312,502954,600.3599853515625,600.5599975585938,598.9099731445312,599.3599853515625,257822,289.7300109863281,289.760009765625,288.77301025390625,289.239990234375,519037
2026-03-25 18:00:00+00:00,92.25,92.5199966430664,92.17500305175781,92.40499877929688,826102,212.1999969482422,212.27999877929688,211.35000610351562,211.66000366210938,1041282,253.97000122070312,254.1300048828125,253.73500061035156,254.08999633789062,367729,599.2999877929688,599.5800170898438,596.3806762695312,597.0349731445312,365971,289.2300109863281,289.3699951171875,288.3900146484375,288.3900146484375,411368
