Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL,META,META,META,META,META,AMZN,AMZN,AMZN,AMZN,AMZN,GOOG,GOOG,GOOG,GOOG,GOOG
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-08 11:30:00-04:00,82.26499938964844,82.33999633789062,82.19000244140625,82.31500244140625,601254,313.92999267578125,314.2998962402344,313.32000732421875,314.1799011230469,1519122,587.64501953125,588.97998046875,586.52001953125,588.7000122070312,359990,246.4600067138672,246.69500732421875,245.57200622558594,246.64999389648438,1003882,360.5199890136719,360.635009765625,359.6099853515625,359.8999938964844,503227
2026-06-08 11:45:00-04:00,82.31500244140625,82.49500274658203,82.2699966430664,82.2699966430664,611226,314.20001220703125,314.6000061035156,313.4599914550781,313.6099853515625,931927,588.6799926757812,589.35498046875,587.27001953125,587.5700073242188,200452,246.66000366210938,246.98989868164062,245.86000061035156,245.92999267578125,966022,359.9049987792969,360.19000244140625,358.6499938964844,359.2200012207031,376152
2026-06-08 12:00:00-04:00,82.30000305175781,82.30000305175781,82.12000274658203,82.18399810791016,837738,313.6199951171875,314.3900146484375,313.3200988769531,314.0450134277344,1570776,587.5599975585938,588.6300048828125,586.9310913085938,587.6300048828125,371585,245.9250030517578,246.63499450683594,245.67010498046875,246.5749969482422,583567,359.239990234375,359.7699890136719,358.93011474609375,359.5199890136719,336824
2026-06-08 12:15:00-04:00,82.18000030517578,82.22000122070312,82.11000061035156,82.11499786376953,398295,314.04998779296875,314.989990234375,313.6300964355469,313.6650085449219,950410,587.5750122070312,589.1199951171875,587.5750122070312,587.9400024414062,389423,246.59010314941406,246.92999267578125,246.4600067138672,246.4600067138672,644207,359.5,360.0400085449219,359.0199890136719,359.1400146484375,429349
2026-06-08 12:30:00-04:00,82.12000274658203,82.18990325927734,82.08999633789062,82.0999984741211,478625,313.67999267578125,313.7911071777344,312.8599853515625,313.2850036621094,1116518,588.1046752929688,588.7199096679688,586.8499755859375,588.0,212565,246.47999572753906,246.59950256347656,245.91000366210938,246.0749969482422,698170,359.19000244140625,359.8349914550781,359.07000732421875,359.6400146484375,256345
2026-06-08 12:45:00-04:00,82.0999984741211,82.1498031616211,81.97000122070312,82.11509704589844,486520,313.2799987792969,314.0899963378906,313.2099914550781,313.5,1004354,587.8900146484375,588.2938232421875,586.6099853515625,586.6701049804688,213770,246.1199951171875,246.33999633789062,245.55999755859375,245.625,479374,359.6099853515625,360.30999755859375,359.20001220703125,359.375,337972
2026-06-08 13:00:00-04:00,82.12000274658203,82.18990325927734,82.05999755859375,82.16500091552734,551711,313.510009765625,314.5,312.5899963378906,313.4599914550781,1958320,586.8699951171875,586.9976196289062,584.8300170898438,586.0452880859375,313038,245.60000610351562,245.63160705566406,244.88999938964844,245.3800048828125,916517,359.375,359.3999938964844,358.3399963378906,358.8800048828125,341958
2026-06-08 13:15:00-04:00,82.16999816894531,82.2699966430664,82.05000305175781,82.1500015258789,697893,313.4649963378906,314.69000244140625,312.2099914550781,314.57000732421875,1450273,586.1500244140625,588.2999877929688,586.0599975585938,588.260009765625,258406,245.39999389648438,245.8498992919922,245.13999938964844,245.8000030517578,596588,358.885009765625,361.7900085449219,358.7799987792969,361.4949951171875,497151
2026-06-08 13:30:00-04:00,82.1500015258789,82.1500015258789,81.9800033569336,82.11499786376953,514996,314.56500244140625,317.3999938964844,308.7200012207031,308.8299865722656,7026268,588.0999755859375,588.8800048828125,585.9099731445312,586.0,244578,245.7899932861328,245.8800048828125,244.72000122070312,244.82000732421875,694028,361.4599914550781,362.3599853515625,361.0899963378906,361.2049865722656,587350
2026-06-08 13:45:00-04:00,82.11000061035156,82.25,82.05999755859375,82.22969818115234,474842,308.8450012207031,310.2900085449219,307.57000732421875,308.4549865722656,4318798,585.9299926757812,587.7000122070312,585.9000244140625,586.8049926757812,200053,244.8350067138672,245.0399932861328,244.61000061035156,244.6999969482422,623148,361.25,361.9800109863281,360.7799987792969,361.55999755859375,317829
2026-06-08 14:00:00-04:00,82.21749877929688,82.625,82.20999908447266,82.625,973861,308.5,309.0400085449219,303.7099914550781,304.7200012207031,5515754,586.843994140625,588.3300170898438,586.6749877929688,587.575927734375,220258,244.66000366210938,244.85499572753906,243.8800048828125,244.0,1188808,361.5799865722656,362.0,360.7699890136719,361.55499267578125,332737
2026-06-08 14:15:00-04:00,82.62989807128906,82.76000213623047,82.55999755859375,82.63999938964844,631392,304.7200012207031,306.0,303.72369384765625,304.8599853515625,3067008,587.7050170898438,588.6300048828125,587.5,588.5549926757812,211556,243.96499633789062,244.49000549316406,243.39500427246094,244.27000427246094,982124,361.5400085449219,361.8599853515625,361.1263122558594,361.82000732421875,228724
2026-06-08 14:30:00-04:00,82.63500213623047,82.84390258789062,82.62570190429688,82.7249984741211,935378,304.8999938964844,305.5299987792969,302.67999267578125,302.8299865722656,2711671,588.510009765625,588.9400024414062,587.239990234375,587.47998046875,229712,244.27000427246094,244.49000549316406,243.654296875,244.1699981689453,821115,361.82000732421875,362.3999938964844,361.28009033203125,361.44000244140625,321574
2026-06-08 14:45:00-04:00,82.7300033569336,82.87000274658203,82.63990020751953,82.66010284423828,1179378,302.8299865722656,304.2900085449219,302.7699890136719,303.80999755859375,2053638,587.47998046875,588.0700073242188,587.3800048828125,587.5999755859375,197112,244.16000366210938,244.72999572753906,244.1300048828125,244.50999450683594,685959,361.45001220703125,361.7699890136719,360.75,361.0,248026
2026-06-08 15:00:00-04:00,82.66999816894531,82.79000091552734,82.44999694824219,82.4749984741211,641977,303.8500061035156,304.7699890136719,303.5,304.25,2481684,587.6199951171875,587.6199951171875,585.3800048828125,585.4299926757812,274327,244.5399932861328,244.85000610351562,244.19000244140625,244.27999877929688,662145,361.0150146484375,361.1000061035156,360.29998779296875,360.3299865722656,310224
2026-06-08 15:15:00-04:00,82.47000122070312,82.5999984741211,82.36000061035156,82.54499816894531,1220872,304.25,304.8800048828125,302.05010986328125,302.7049865722656,2647134,585.4299926757812,587.8699951171875,585.22998046875,587.7449951171875,365634,244.27999877929688,244.75,244.17999267578125,244.72000122070312,814954,360.3399963378906,360.4800109863281,359.6499938964844,360.4200134277344,290623
2026-06-08 15:30:00-04:00,82.55000305175781,82.83999633789062,82.5,82.81999969482422,1069209,302.7099914550781,303.2445068359375,301.7900085449219,302.8299865722656,2324818,587.8099975585938,588.3499755859375,587.1199951171875,588.2589721679688,278253,244.72000122070312,245.0749969482422,244.61000061035156,245.07000732421875,933705,360.45001220703125,360.6499938964844,359.82000732421875,360.6499938964844,332247
2026-06-08 15:45:00-04:00,82.81500244140625,82.8949966430664,82.62000274658203,82.62999725341797,2788552,302.8500061035156,302.8500061035156,301.1700134277344,301.57000732421875,4974017,588.2000122070312,590.0,584.85498046875,585.3350219726562,1086009,245.0500030517578,245.60000610351562,244.89500427246094,245.2100067138672,2525869,360.6099853515625,361.5799865722656,360.2099914550781,361.1499938964844,1423108
2026-06-09 09:30:00-04:00,82.03199768066406,82.29000091552734,81.62999725341797,82.21499633789062,2366985,300.2749938964844,300.7200012207031,297.05999755859375,297.2699890136719,5624533,591.75,596.0800170898438,587.719970703125,595.75927734375,1221926,247.6999969482422,250.42999267578125,246.50999450683594,248.9029998779297,3611072,365.0,369.69219970703125,364.3949890136719,368.5400085449219,1684797
2026-06-09 09:45:00-04:00,82.19999694824219,82.29000091552734,81.88500213623047,82.09500122070312,1474013,297.239990234375,298.25,295.94000244140625,296.1499938964844,2901642,595.6776733398438,597.6300048828125,593.219970703125,596.0150146484375,637940,248.88499450683594,249.18580627441406,247.85000610351562,248.9398956298828,1277667,368.489990234375,369.2698974609375,366.739990234375,367.07501220703125,535038
2026-06-09 10:00:00-04:00,82.0999984741211,82.32499694824219,81.8499984741211,82.01000213623047,1142744,296.1700134277344,296.2298889160156,293.5,294.0350036621094,3423784,595.9000244140625,597.2999877929688,594.2700805664062,594.405029296875,470733,248.88999938964844,249.10000610351562,247.57000732421875,247.6999969482422,1100557,367.135009765625,368.389892578125,365.4599914550781,365.69000244140625,611172
2026-06-09 10:15:00-04:00,82.01499938964844,82.08999633789062,81.79000091552734,81.91000366210938,945464,294.010009765625,294.0299987792969,292.2099914550781,292.5299987792969,3608395,594.364990234375,596.260009765625,592.1900024414062,594.5499877929688,534288,247.7550048828125,248.11500549316406,246.9199981689453,247.32000732421875,1712825,365.6549987792969,365.75,363.6700134277344,365.54998779296875,731956
2026-06-09 10:30:00-04:00,81.91999816894531,82.11000061035156,81.80000305175781,82.07499694824219,856002,292.5191955566406,293.8800048828125,291.79998779296875,293.2900085449219,2860573,594.3900146484375,596.739990234375,593.780029296875,594.3900146484375,390278,247.2949981689453,247.49000549316406,237.0,246.25999450683594,1139254,365.5,366.6099853515625,363.04998779296875,363.04998779296875,563921
2026-06-09 10:45:00-04:00,82.06999969482422,82.06999969482422,81.63999938964844,82.05999755859375,1074639,293.2900085449219,293.32049560546875,291.9100036621094,293.1199951171875,2613532,594.3599853515625,594.5599975585938,590.25,593.280029296875,420516,246.27499389648438,246.5,244.4199981689453,245.25999450683594,1440076,363.0799865722656,363.2200012207031,360.94000244140625,362.5,706841
2026-06-09 11:00:00-04:00,82.05999755859375,82.33999633789062,82.0199966430664,82.23269653320312,887379,293.1400146484375,293.7300109863281,292.5,293.489990234375,1729985,593.2750244140625,594.901611328125,592.3900146484375,593.3350219726562,388531,245.26010131835938,245.5500030517578,244.6999969482422,244.96009826660156,993763,362.6099853515625,362.7699890136719,361.3399963378906,361.7217102050781,363952
2026-06-09 11:15:00-04:00,82.22000122070312,82.22000122070312,82.0250015258789,82.06999969482422,822769,293.4849853515625,293.69000244140625,291.5,291.5799865722656,1954916,593.3049926757812,593.4400024414062,588.114990234375,588.35009765625,392713,244.99000549316406,245.0699005126953,242.41000366210938,242.6999969482422,1037727,361.6300048828125,361.6700134277344,358.1000061035156,358.4750061035156,606826
2026-06-09 11:30:00-04:00,82.08000183105469,82.16000366210938,81.77999877929688,81.81199645996094,1141644,291.55999755859375,291.9800109863281,291.1199951171875,291.2099914550781,1916351,588.47998046875,589.7100219726562,587.52001953125,588.7650146484375,455093,242.6999969482422,243.08990478515625,242.1728057861328,242.46499633789062,1164792,358.510009765625,358.8752136230469,357.2200012207031,358.125,652297
2026-06-09 11:45:00-04:00,81.81510162353516,82.08499908447266,81.7699966430664,82.01000213623047,1013484,291.2300109863281,291.8800048828125,290.8999938964844,291.1700134277344,2029891,588.8599853515625,590.3599853515625,587.1199951171875,587.2949829101562,319648,242.47000122070312,243.19000244140625,242.3209991455078,242.67999267578125,1246874,358.17999267578125,359.2099914550781,357.67999267578125,357.8599853515625,529793
2026-06-09 12:00:00-04:00,82.0199966430664,82.2699966430664,81.95500183105469,82.13500213623047,1354991,291.1650085449219,291.5,290.3370056152344,291.0299987792969,2101261,587.3099975585938,588.5599975585938,585.5700073242188,587.125,435233,242.72000122070312,243.94000244140625,242.61500549316406,243.69500732421875,1266466,357.92999267578125,358.989990234375,357.7099914550781,357.9700012207031,555431
2026-06-09 12:15:00-04:00,82.11000061035156,82.11499786376953,81.81500244140625,81.95999908447266,1229070,291.0,291.1050109863281,289.4800109863281,289.5,2481972,587.1300048828125,587.155029296875,583.3300170898438,586.155029296875,565134,243.66000366210938,243.72000122070312,242.37010192871094,243.32000732421875,1185596,357.92999267578125,358.4200134277344,355.82000732421875,358.34161376953125,819041
2026-06-09 12:30:00-04:00,81.95999908447266,82.27999877929688,81.56999969482422,81.66000366210938,1605870,289.5,289.8599853515625,287.7799987792969,288.44219970703125,3350622,586.155029296875,587.6699829101562,581.010009765625,582.721923828125,491712,243.3000030517578,244.00999450683594,241.27999877929688,241.8699951171875,1494473,358.30999755859375,359.1000061035156,354.7200012207031,355.9049987792969,920419
2026-06-09 12:45:00-04:00,81.6500015258789,81.97000122070312,81.5,81.94000244140625,1502915,288.44000244140625,289.4100036621094,287.80999755859375,289.1600036621094,1969214,582.6099853515625,584.25,581.5,584.010009765625,322769,241.8699951171875,242.2899932861328,240.39999389648438,241.50999450683594,1803388,355.8999938964844,357.6499938964844,355.3999938964844,357.55999755859375,516462
2026-06-09 13:00:00-04:00,81.94000244140625,82.04000091552734,81.53500366210938,81.5999984741211,887395,289.2099914550781,290.20001220703125,289.18011474609375,290.010009765625,1584084,584.1699829101562,585.5899047851562,583.5900268554688,584.9650268554688,299697,241.5050048828125,242.38999938964844,241.2899932861328,242.05499267578125,1217997,357.5799865722656,359.9599914550781,357.4700927734375,359.6499938964844,440663
2026-06-09 13:15:00-04:00,81.6050033569336,81.6791000366211,81.3949966430664,81.43499755859375,936030,290.010009765625,291.1300048828125,289.6300964355469,290.4599914550781,1599405,584.9650268554688,587.1199951171875,584.4500122070312,586.7274780273438,278048,242.0399932861328,243.55999755859375,241.79080200195312,243.50999450683594,1385900,359.6000061035156,360.6400146484375,359.1400146484375,360.4549865722656,429846
2026-06-09 13:30:00-04:00,81.44000244140625,81.67350006103516,81.40499877929688,81.65499877929688,686818,290.44000244140625,290.7699890136719,289.9100036621094,290.05499267578125,1192581,586.5499877929688,589.8699951171875,586.5499877929688,589.25,252052,243.4600067138672,244.97000122070312,243.25,244.5045928955078,1002879,360.4100036621094,362.6698913574219,359.9800109863281,362.0899963378906,1012500
2026-06-09 13:45:00-04:00,81.64009857177734,81.73500061035156,81.48999786376953,81.49500274658203,483737,290.05499267578125,290.1600036621094,289.5,289.67999267578125,1188503,589.177001953125,589.780029296875,587.5900268554688,588.6699829101562,252598,244.50999450683594,245.11500549316406,244.1199951171875,244.80990600585938,819226,362.0799865722656,362.19000244140625,360.9200134277344,361.4150085449219,363325
2026-06-09 14:00:00-04:00,81.49500274658203,81.6449966430664,81.4800033569336,81.57499694824219,468737,289.69000244140625,290.1099853515625,289.3399963378906,289.9750061035156,1059711,588.5999755859375,590.6998901367188,587.840087890625,588.4400024414062,638873,244.77999877929688,245.47000122070312,244.7100067138672,245.00999450683594,768676,361.42999267578125,362.69000244140625,361.3599853515625,362.25,363710
2026-06-09 14:15:00-04:00,81.57499694824219,81.59500122070312,81.45999908447266,81.56500244140625,534826,289.9750061035156,290.95001220703125,289.45001220703125,290.95001220703125,1347656,588.5499877929688,589.9199829101562,587.6099853515625,589.5900268554688,252333,245.0,245.5050048828125,244.74000549316406,245.27000427246094,929082,362.239990234375,363.1400146484375,361.9200134277344,363.1300048828125,440066
2026-06-09 14:30:00-04:00,81.56500244140625,81.62999725341797,81.43000030517578,81.58999633789062,642906,290.94000244140625,291.79998779296875,290.42999267578125,290.5,1319546,589.5900268554688,590.7490234375,589.0700073242188,589.2550048828125,222150,245.25,245.72999572753906,244.92999267578125,244.97000122070312,909971,363.0899963378906,363.7099914550781,362.6400146484375,362.8299865722656,406190
2026-06-09 14:45:00-04:00,81.58999633789062,81.78790283203125,81.581298828125,81.75640106201172,545421,290.4800109863281,291.5,290.3699951171875,291.32000732421875,1125472,589.1599731445312,591.3800048828125,589.1599731445312,590.97998046875,189380,244.97999572753906,245.63499450683594,244.92999267578125,245.42999267578125,689755,362.82501220703125,364.19000244140625,362.69000244140625,363.70001220703125,533124
2026-06-09 15:00:00-04:00,81.75499725341797,81.83999633789062,81.5999984741211,81.71499633789062,716218,291.3299865722656,291.9200134277344,290.9700012207031,291.05499267578125,1309518,590.97998046875,591.530029296875,589.5399780273438,589.680419921875,279931,245.4250030517578,245.79989624023438,245.0,245.10499572753906,934579,363.7200012207031,364.6499938964844,363.3599853515625,363.44000244140625,458687
2026-06-09 15:15:00-04:00,81.71499633789062,81.87999725341797,81.66000366210938,81.69000244140625,1079309,291.0799865722656,291.2699890136719,290.2900085449219,291.1300048828125,1305796,589.8599853515625,589.9199829101562,587.8699951171875,588.3300170898438,317346,245.1197967529297,245.16000366210938,243.99000549316406,244.28500366210938,1036885,363.43499755859375,363.4700012207031,361.6499938964844,361.9599914550781,540684
2026-06-09 15:30:00-04:00,81.69499969482422,81.69999694824219,81.5,81.52999877929688,1233740,291.1199951171875,291.25,289.1400146484375,289.2099914550781,2001677,588.260009765625,588.4849853515625,586.0650024414062,586.260009765625,422799,244.27999877929688,244.30999755859375,243.2899932861328,243.57000732421875,1102356,361.9599914550781,362.260009765625,360.9100036621094,361.2699890136719,667546
2026-06-09 15:45:00-04:00,81.5250015258789,81.66999816894531,81.33999633789062,81.41500091552734,3135477,289.2099914550781,291.67999267578125,288.79998779296875,290.3599853515625,5034143,586.25,587.6400146484375,584.5,584.5599975585938,1199257,243.5800018310547,244.6300048828125,243.13999938964844,244.0399932861328,3256545,361.2900085449219,363.19000244140625,360.57000732421875,362.0,1469888
2026-06-10 09:30:00-04:00,81.72000122070312,82.57550048828125,80.97720336914062,82.4749984741211,3751291,290.7650146484375,291.0,287.3800048828125,289.92498779296875,4667700,580.72998046875,591.2899780273438,579.27001953125,591.1199951171875,1388463,243.60499572753906,244.0500030517578,241.66000366210938,242.3699951171875,2967390,360.8399963378906,364.1351013183594,359.8800048828125,363.5299987792969,1673995
2026-06-10 09:45:00-04:00,82.4800033569336,82.5250015258789,81.50499725341797,82.18000030517578,2143290,289.8999938964844,290.3800048828125,288.3900146484375,289.489990234375,2346021,591.030029296875,591.2999877929688,587.260009765625,587.7949829101562,600405,242.4149932861328,242.4149932861328,240.22999572753906,240.6300048828125,2247174,363.5299072265625,364.5249938964844,360.9100036621094,363.95001220703125,812723
2026-06-10 10:00:00-04:00,82.18000030517578,82.28800201416016,81.43000030517578,81.63999938964844,1346483,289.489990234375,291.19000244140625,289.3500061035156,290.739990234375,1959675,587.8674926757812,590.0198974609375,584.4600219726562,585.3499755859375,437815,240.6699981689453,241.9600067138672,240.39129638671875,241.6750030517578,1557934,363.9800109863281,365.7799987792969,363.01300048828125,364.9849853515625,786080
2026-06-10 10:15:00-04:00,81.63999938964844,81.83999633789062,81.4749984741211,81.61000061035156,830164,290.739990234375,290.8999938964844,289.2900085449219,289.7349853515625,1632394,585.4000244140625,586.4967041015625,583.0399780273438,583.5050048828125,347408,241.6999969482422,242.4499969482422,240.75,240.89999389648438,1213439,364.9800109863281,366.30999755859375,363.4400939941406,365.20001220703125,675777
2026-06-10 10:30:00-04:00,81.62000274658203,81.77999877929688,81.41999816894531,81.69999694824219,895455,289.7099914550781,290.6199951171875,288.7099914550781,288.7449951171875,2509424,583.5050048828125,583.7999877929688,582.010009765625,582.010009765625,369967,240.91000366210938,241.389892578125,240.4199981689453,240.6199951171875,1038218,365.2300109863281,365.29998779296875,362.5,362.5325927734375,540785
2026-06-10 10:45:00-04:00,81.69999694824219,82.30000305175781,81.68000030517578,82.1500015258789,1605485,288.7300109863281,289.8800048828125,288.44500732421875,289.6700134277344,1274804,582.094970703125,582.64990234375,578.2899780273438,578.9749755859375,521829,240.60000610351562,241.17999267578125,239.82000732421875,240.0800018310547,1381790,362.5199890136719,362.80999755859375,360.55999755859375,361.2200012207031,472776
2026-06-10 11:00:00-04:00,82.1449966430664,82.74749755859375,82.13999938964844,82.49659729003906,1409761,289.67999267578125,290.6499938964844,289.1000061035156,290.42999267578125,1075704,579.173828125,580.780029296875,575.02001953125,576.4199829101562,711645,240.08999633789062,240.77999877929688,239.12359619140625,239.27499389648438,1513149,361.2200012207031,362.0,359.4200134277344,359.44000244140625,662108
2026-06-10 11:15:00-04:00,82.49500274658203,82.56500244140625,82.37000274658203,82.44999694824219,988907,290.42498779296875,290.6000061035156,289.6400146484375,289.989990234375,1247562,576.4000244140625,578.719970703125,575.3499755859375,577.75,429037,239.25999450683594,239.89999389648438,238.83009338378906,239.4499969482422,1335196,359.42999267578125,360.8299865722656,358.42999267578125,360.07000732421875,547421
2026-06-10 11:30:00-04:00,82.43000030517578,82.58999633789062,82.3550033569336,82.54000091552734,830627,289.95001220703125,291.5199890136719,289.739990234375,291.385009765625,1133775,577.8200073242188,579.989990234375,576.780029296875,579.6798706054688,291669,239.4550018310547,239.96499633789062,238.92999267578125,239.9199981689453,992895,360.0849914550781,360.3299865722656,358.7554016113281,359.7099914550781,338268
2026-06-10 11:45:00-04:00,82.53500366210938,82.66999816894531,82.37999725341797,82.59500122070312,957919,291.3699951171875,291.5400085449219,290.1000061035156,291.2950134277344,1512352,579.489990234375,580.159912109375,576.25,579.510009765625,342116,239.91000366210938,240.35000610351562,238.82000732421875,240.07000732421875,1320286,359.7099914550781,359.9800109863281,357.0299987792969,358.489990234375,594420
2026-06-10 12:00:00-04:00,82.59500122070312,82.66000366210938,82.41999816894531,82.61499786376953,709913,291.29998779296875,291.6400146484375,290.510009765625,290.9150085449219,1081373,579.52001953125,579.739990234375,577.8029174804688,577.8250122070312,210666,240.0500030517578,240.27999877929688,239.02999877929688,239.32000732421875,737985,358.5,358.9100036621094,356.6099853515625,356.70001220703125,521614
2026-06-10 12:15:00-04:00,82.61499786376953,82.63990020751953,82.49500274658203,82.54499816894531,722124,290.9100036621094,291.739990234375,290.55999755859375,291.7300109863281,812751,577.8300170898438,578.1199951171875,576.5399780273438,577.10498046875,198278,239.31500244140625,239.65499877929688,239.1300048828125,239.17999267578125,627746,356.7699890136719,357.0899963378906,356.1300048828125,356.32501220703125,412005
2026-06-10 12:30:00-04:00,82.54499816894531,82.59400177001953,82.37010192871094,82.38500213623047,545050,291.739990234375,292.9800109863281,291.35650634765625,292.8599853515625,2590410,577.02001953125,578.22998046875,576.4000244140625,577.2650146484375,163293,239.17999267578125,239.6999969482422,238.92010498046875,238.97999572753906,651600,356.32501220703125,357.0199890136719,355.82000732421875,356.0519104003906,385578
2026-06-10 12:45:00-04:00,82.38500213623047,82.47000122070312,82.31999969482422,82.41500091552734,463064,292.8399963378906,292.8999938964844,291.79998779296875,292.29998779296875,1067025,577.2650146484375,578.1300048828125,576.2072143554688,577.3400268554688,151491,238.92999267578125,239.27000427246094,238.5800018310547,239.17999267578125,802431,356.0350036621094,356.30999755859375,355.1600036621094,355.92999267578125,255431
2026-06-10 13:00:00-04:00,82.41999816894531,82.4800033569336,82.38500213623047,82.40499877929688,380141,292.3052978515625,292.87091064453125,291.8299865722656,292.1300048828125,816350,577.4749755859375,578.0050048828125,575.4600219726562,575.77001953125,203739,239.19000244140625,239.44000244140625,238.39999389648438,238.58999633789062,766377,355.94000244140625,356.44500732421875,354.44000244140625,354.6099853515625,356866
2026-06-10 13:15:00-04:00,82.40499877929688,82.55999755859375,82.37999725341797,82.55500030517578,486547,292.1099853515625,293.2294921875,291.7200012207031,293.15008544921875,1011972,575.6900024414062,576.5399169921875,575.2050170898438,576.0850219726562,216213,238.6199951171875,238.7899932861328,238.41000366210938,238.55999755859375,662515,354.6300048828125,354.9200134277344,354.3475036621094,354.67999267578125,345234
2026-06-10 13:30:00-04:00,82.55500030517578,82.58999633789062,82.44000244140625,82.50990295410156,461601,293.1600036621094,293.19500732421875,292.527587890625,292.70001220703125,1007305,576.0358276367188,576.1599731445312,573.969970703125,574.2100219726562,350042,238.52000427246094,238.57000732421875,237.8699951171875,238.1300048828125,875182,354.66009521484375,354.71990966796875,353.7200012207031,353.95001220703125,445294
2026-06-10 13:45:00-04:00,82.5199966430664,82.58499908447266,82.26499938964844,82.30999755859375,744120,292.7049865722656,294.07000732421875,292.5104064941406,294.0199890136719,2862884,574.239990234375,575.9000244140625,573.8800048828125,575.2550048828125,277457,238.13999938964844,239.1699981689453,238.05999755859375,238.8000030517578,1097446,353.9949951171875,355.17999267578125,353.82000732421875,354.9187927246094,435322
2026-06-10 14:00:00-04:00,82.31999969482422,82.38999938964844,82.12000274658203,82.13999938964844,422562,294.010009765625,294.6600036621094,293.8699951171875,294.489990234375,1435260,575.3800048828125,577.010009765625,575.364990234375,575.9400024414062,226573,238.85000610351562,239.3000030517578,238.69000244140625,239.0,734984,354.8599853515625,355.3699035644531,354.67999267578125,354.9599914550781,766109
2026-06-10 14:15:00-04:00,82.13999938964844,82.23930358886719,82.1050033569336,82.11499786376953,415264,294.4800109863281,294.7449951171875,293.989990234375,294.30999755859375,1060131,575.989990234375,576.3599853515625,575.010009765625,575.5050048828125,224364,239.02000427246094,239.39999389648438,238.97999572753906,239.11000061035156,727617,354.94000244140625,355.2699890136719,354.0799865722656,354.375,330391
