Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-26 11:30:00-04:00,382.2099914550781,382.7799987792969,381.80999755859375,382.67999267578125,503690,87.72000122070312,87.91000366210938,87.61000061035156,87.80999755859375,527299,311.3800048828125,311.57000732421875,310.5899963378906,310.8500061035156,1020518,263.8800048828125,263.9100036621094,263.29998779296875,263.5899963378906,1004857,607.0900268554688,609.5800170898438,605.3001098632812,608.114990234375,515899
2026-05-26 11:45:00-04:00,382.6600036621094,383.2099914550781,382.0199890136719,382.6600036621094,408402,87.80999755859375,87.91999816894531,87.72000122070312,87.86000061035156,493323,310.85009765625,310.9136047363281,310.0,310.1549987792969,887107,263.57000732421875,263.8800048828125,263.3599853515625,263.5799865722656,712682,608.114990234375,608.5800170898438,607.0781860351562,607.344970703125,224355
2026-05-26 12:00:00-04:00,382.54998779296875,382.9100036621094,381.95001220703125,382.5899963378906,333376,87.86000061035156,87.91500091552734,87.7249984741211,87.83999633789062,464304,310.1700134277344,310.75,309.7699890136719,309.9088134765625,1099977,263.6000061035156,263.82989501953125,263.2200012207031,263.3399963378906,761998,607.2435913085938,609.2999877929688,607.219970703125,608.75,263141
2026-05-26 12:15:00-04:00,382.57000732421875,383.3450012207031,382.2300109863281,382.8900146484375,250731,87.8375015258789,88.04000091552734,87.83499908447266,87.98999786376953,422503,309.9049987792969,310.510009765625,309.8800048828125,310.4704895019531,706984,263.3399963378906,264.07000732421875,263.2699890136719,264.05999755859375,640403,608.7449951171875,609.989990234375,608.6699829101562,609.9400024414062,197086
2026-05-26 12:30:00-04:00,382.8700866699219,383.2699890136719,382.1700134277344,382.25,205731,87.98999786376953,88.08000183105469,87.91000366210938,88.03500366210938,332030,310.4849853515625,310.7699890136719,309.79998779296875,309.92999267578125,2853146,264.07000732421875,264.25,263.6000061035156,263.6449890136719,697824,609.9400024414062,610.9550170898438,609.3800048828125,609.8250122070312,245696
2026-05-26 12:45:00-04:00,382.239990234375,382.9100036621094,382.1300048828125,382.61041259765625,480529,88.03500366210938,88.11499786376953,87.91999816894531,88.09500122070312,1181887,309.92498779296875,310.1700134277344,309.7449951171875,310.0799865722656,742051,263.6499938964844,263.75,263.0299987792969,263.0299987792969,761459,609.7899780273438,610.5,609.4600219726562,610.0999755859375,173114
2026-05-26 13:00:00-04:00,382.6099853515625,382.8900146484375,382.04998779296875,382.05059814453125,240536,88.11000061035156,88.11000061035156,87.94999694824219,88.0250015258789,340972,310.0899963378906,310.29998779296875,309.42999267578125,309.54998779296875,762527,263.0299987792969,263.1199951171875,262.3900146484375,262.4501037597656,1060708,610.02001953125,610.3800048828125,609.5499877929688,610.02001953125,144336
2026-05-26 13:15:00-04:00,382.0799865722656,382.4700012207031,381.3699951171875,381.9200134277344,265489,88.02459716796875,88.07990264892578,87.84500122070312,87.88500213623047,414410,309.54998779296875,309.7300109863281,309.0299987792969,309.18499755859375,851182,262.4559020996094,262.489990234375,262.07000732421875,262.2799987792969,945943,610.068603515625,610.0999755859375,608.7249755859375,609.0900268554688,224423
2026-05-26 13:30:00-04:00,381.93499755859375,382.5544128417969,381.7900085449219,382.4400939941406,181257,87.88999938964844,88.04499816894531,87.79499816894531,87.81999969482422,405233,309.19000244140625,309.5199890136719,309.1099853515625,309.1300048828125,541649,262.2699890136719,262.6890869140625,262.1650085449219,262.4198913574219,671375,609.1649780273438,609.9400024414062,608.8400268554688,609.4500122070312,172158
2026-05-26 13:45:00-04:00,382.4599914550781,383.0199890136719,382.239990234375,382.739990234375,250635,87.82499694824219,87.83999633789062,87.68000030517578,87.77960205078125,405744,309.1169128417969,309.8450012207031,309.110107421875,309.7950134277344,587792,262.4200134277344,262.75,262.201904296875,262.635009765625,673734,609.3800048828125,609.489990234375,608.3099975585938,608.9251098632812,169807
2026-05-26 14:00:00-04:00,382.7200012207031,383.19000244140625,382.19500732421875,383.0899963378906,194008,87.77999877929688,87.92510223388672,87.73999786376953,87.8550033569336,309254,309.7950134277344,309.9599914550781,309.5400085449219,309.9599914550781,586630,262.6400146484375,263.32550048828125,262.5299987792969,263.28009033203125,681231,608.8101196289062,610.389892578125,608.719970703125,610.2100219726562,204181
2026-05-26 14:15:00-04:00,383.1099853515625,383.32000732421875,382.0899963378906,382.6499938964844,264885,87.86499786376953,87.91999816894531,87.76000213623047,87.78500366210938,406819,309.95001220703125,310.20001220703125,309.760009765625,309.8299865722656,1193693,263.2900085449219,263.3900146484375,262.8900146484375,263.2650146484375,808253,610.3099975585938,610.5999755859375,610.0399780273438,610.114990234375,168757
2026-05-26 14:30:00-04:00,382.6499938964844,382.9150085449219,381.82000732421875,381.84991455078125,218666,87.7886962890625,87.81999969482422,87.6449966430664,87.7500991821289,498138,309.8399963378906,310.05999755859375,309.3500061035156,309.5,491618,263.260009765625,263.3800048828125,262.510009765625,262.5498962402344,767747,610.1199951171875,610.889892578125,608.9099731445312,609.4901123046875,241017
2026-05-26 14:45:00-04:00,381.79998779296875,382.3800048828125,381.7850036621094,382.0299987792969,315484,87.75299835205078,87.8499984741211,87.68000030517578,87.7699966430664,439200,309.5050048828125,309.5799865722656,309.1300048828125,309.2200012207031,639360,262.5299987792969,263.29998779296875,262.510009765625,262.9200134277344,693172,609.5499877929688,610.510009765625,609.1799926757812,609.239990234375,190833
2026-05-26 15:00:00-04:00,382.0199890136719,382.8599853515625,381.95001220703125,382.3949890136719,315721,87.76000213623047,87.7698974609375,87.5999984741211,87.68499755859375,568731,309.2200012207031,309.2300109863281,308.510009765625,308.56500244140625,959500,262.95001220703125,263.20001220703125,262.8299865722656,262.95001220703125,756093,609.327392578125,609.8300170898438,609.0,609.25,197784
2026-05-26 15:15:00-04:00,382.3999938964844,383.25,382.3399963378906,383.19500732421875,324112,87.69000244140625,87.81999969482422,87.66500091552734,87.73999786376953,528664,308.54998779296875,308.67498779296875,308.0799865722656,308.3799133300781,988970,262.9599914550781,264.29998779296875,262.9100036621094,264.260009765625,1484018,609.2100219726562,609.6500244140625,608.75,609.0999755859375,171258
2026-05-26 15:30:00-04:00,383.2200012207031,384.5273132324219,383.135009765625,384.3550109863281,364666,87.73999786376953,87.80000305175781,87.58499908447266,87.7699966430664,671707,308.360107421875,308.9599914550781,308.30999755859375,308.6499938964844,1249510,264.239990234375,264.9599914550781,264.239990234375,264.8500061035156,1117886,609.1400146484375,610.2999877929688,608.9199829101562,610.280029296875,223673
2026-05-26 15:45:00-04:00,384.3500061035156,384.9700012207031,384.1000061035156,384.9200134277344,1167581,87.7699966430664,87.81999969482422,87.56999969482422,87.68000030517578,2112717,308.6400146484375,308.7099914550781,307.6700134277344,308.3800048828125,3065815,264.8299865722656,265.739990234375,264.7900085449219,265.30999755859375,2909275,610.260009765625,612.4199829101562,609.8900146484375,612.3400268554688,706908
2026-05-27 09:30:00-04:00,382.8125,386.80999755859375,382.0,384.7799987792969,1807057,87.0459976196289,88.16999816894531,86.81999969482422,88.0199966430664,2757609,308.44000244140625,311.5400085449219,308.3299865722656,310.6050109863281,3843204,266.1499938964844,268.6600036621094,265.7001037597656,266.7200012207031,4122747,609.760009765625,613.655029296875,609.2109985351562,611.0,1113273
2026-05-27 09:45:00-04:00,384.7699890136719,386.6099853515625,384.010009765625,386.4800109863281,726367,88.00499725341797,88.0999984741211,87.03500366210938,87.33999633789062,1083538,310.5950012207031,312.3399963378906,310.30999755859375,311.9090881347656,2195827,266.7200012207031,268.82000732421875,266.5899963378906,268.2200012207031,1894073,611.030029296875,612.3599853515625,609.3400268554688,610.97998046875,476066
2026-05-27 10:00:00-04:00,386.5799865722656,388.7898864746094,385.8500061035156,387.3450012207031,782687,87.3499984741211,87.85990142822266,87.30000305175781,87.8499984741211,959328,311.8800048828125,312.6000061035156,311.45001220703125,312.5799865722656,1704437,268.2099914550781,270.239990234375,268.04998779296875,269.55999755859375,2461387,611.1300048828125,613.6699829101562,610.280029296875,613.2449951171875,394028
2026-05-27 10:15:00-04:00,387.4049987792969,388.8999938964844,386.8200988769531,387.7200012207031,573081,87.8499984741211,88.47000122070312,87.83000183105469,88.29499816894531,1036892,312.5899963378906,312.7699890136719,310.80999755859375,311.260009765625,1738399,269.6050109863281,270.6600036621094,269.1199951171875,269.8900146484375,1684837,613.3200073242188,616.0999755859375,612.7899780273438,615.0,787228
2026-05-27 10:30:00-04:00,387.7200927734375,388.32000732421875,387.03009033203125,387.5199890136719,484522,88.27999877929688,88.4198989868164,87.91500091552734,88.05000305175781,831289,311.260009765625,313.20001220703125,311.19000244140625,312.7300109863281,1886029,269.864990234375,270.6199951171875,269.29998779296875,270.4263000488281,1316997,615.010009765625,616.7000122070312,613.1300048828125,613.2249755859375,425035
2026-05-27 10:45:00-04:00,387.54998779296875,387.6000061035156,386.6099853515625,387.1199951171875,390783,88.05999755859375,88.28949737548828,87.91999816894531,88.25,643046,312.7300109863281,313.0799865722656,312.19000244140625,313.05999755859375,2926045,270.4599914550781,270.7300109863281,269.7300109863281,270.1700134277344,928723,613.2249755859375,613.572998046875,612.0700073242188,612.594970703125,379861
2026-05-27 11:00:00-04:00,387.1099853515625,387.92498779296875,386.5,386.5,352416,88.2699966430664,88.45999908447266,88.18000030517578,88.23500061035156,564543,313.07000732421875,313.260009765625,312.44000244140625,312.4599914550781,2152406,270.19000244140625,271.19000244140625,270.1199951171875,270.8800048828125,1264366,612.5449829101562,614.139892578125,612.219970703125,613.7244262695312,239391
2026-05-27 11:15:00-04:00,386.53839111328125,388.19500732421875,386.53839111328125,387.9649963378906,426039,88.24500274658203,88.48999786376953,88.23999786376953,88.32499694824219,472589,312.4599914550781,312.5379943847656,311.4700012207031,311.7749938964844,5024965,270.8699951171875,271.44000244140625,270.7300109863281,271.04998779296875,1390900,613.7999877929688,615.0,613.1475219726562,613.4349975585938,259699
2026-05-27 11:30:00-04:00,387.9649963378906,388.05999755859375,387.1400146484375,387.2950134277344,391053,88.32499694824219,88.48570251464844,88.2300033569336,88.23999786376953,427533,311.7900085449219,312.1400146484375,311.0,311.07501220703125,1094686,271.0799865722656,271.1199951171875,270.29998779296875,270.3349914550781,855528,613.4349975585938,614.6300048828125,612.5499877929688,612.6500244140625,324814
2026-05-27 11:45:00-04:00,387.3399963378906,388.0,386.9601135253906,387.2300109863281,340306,88.23999786376953,88.375,87.9800033569336,87.98999786376953,362824,311.05999755859375,311.7998962402344,310.7001037597656,311.7001037597656,1088215,270.3399963378906,270.9800109863281,269.885009765625,269.889892578125,713154,612.7349853515625,613.7000122070312,611.5501098632812,611.7000122070312,336199
2026-05-27 12:00:00-04:00,387.2099914550781,387.2900085449219,386.0799865722656,386.8450012207031,376992,87.98999786376953,88.05500030517578,87.71499633789062,87.7249984741211,420351,311.70001220703125,311.7698974609375,311.260009765625,311.69000244140625,1235685,269.8900146484375,270.0400085449219,269.32000732421875,269.3599853515625,775046,611.6799926757812,613.0250244140625,610.9600219726562,611.5,332572
2026-05-27 12:15:00-04:00,386.8800048828125,387.43499755859375,386.25,387.3699951171875,261367,87.7249984741211,87.80999755859375,87.64009857177734,87.69499969482422,394465,311.69000244140625,311.8399963378906,310.9599914550781,311.2349853515625,1536244,269.364990234375,271.1600036621094,269.1000061035156,271.0199890136719,1042469,611.5800170898438,612.39990234375,611.3599853515625,612.3599853515625,154318
2026-05-27 12:30:00-04:00,387.375,389.7250061035156,387.260009765625,389.2200012207031,384720,87.69499969482422,87.83000183105469,87.61000061035156,87.63999938964844,426853,311.2349853515625,311.4849853515625,310.80999755859375,310.8599853515625,1020976,271.0199890136719,272.4100036621094,270.8900146484375,272.05999755859375,1613878,612.3099975585938,614.1799926757812,612.1701049804688,613.780029296875,289578
2026-05-27 12:45:00-04:00,389.2099914550781,389.260009765625,387.3900146484375,387.7699890136719,286415,87.62999725341797,87.63999938964844,87.47000122070312,87.54499816894531,420960,310.8500061035156,311.04998779296875,310.3800048828125,310.6099853515625,1215962,272.0450134277344,272.17999267578125,271.05999755859375,271.3399963378906,885447,613.780029296875,613.8499755859375,611.6099853515625,611.8699951171875,216312
2026-05-27 13:00:00-04:00,387.7550048828125,387.9198913574219,386.6400146484375,386.8999938964844,299094,87.54000091552734,87.86000061035156,87.5250015258789,87.81999969482422,557866,310.6199951171875,311.0,310.3999938964844,310.6700134277344,810329,271.3301086425781,271.4599914550781,270.3500061035156,270.5299987792969,792487,611.9249877929688,612.0,610.0499877929688,610.530029296875,314283
2026-05-27 13:15:00-04:00,386.8550109863281,387.20001220703125,386.42999267578125,386.44000244140625,202068,87.83000183105469,87.83000183105469,87.44000244140625,87.44999694824219,453375,310.67498779296875,310.9800109863281,310.4599914550781,310.4700012207031,564253,270.5199890136719,271.07501220703125,270.44000244140625,270.4800109863281,636323,610.530029296875,610.6044921875,609.2100219726562,609.7999267578125,209465
2026-05-27 13:30:00-04:00,386.4599914550781,387.6499938964844,386.4599914550781,387.6099853515625,246508,87.44999694824219,87.62999725341797,87.43499755859375,87.55879974365234,308390,310.4700012207031,310.6899108886719,310.3299865722656,310.5585021972656,452835,270.44000244140625,270.8580017089844,269.864990234375,269.9801940917969,888300,609.760009765625,610.7000122070312,609.738525390625,610.0050048828125,139120
2026-05-27 13:45:00-04:00,387.614990234375,388.260009765625,386.8299865722656,388.0400085449219,250959,87.55000305175781,87.556396484375,87.36499786376953,87.4000015258789,366928,310.55780029296875,311.0,310.30999755859375,310.8900146484375,575873,269.9800109863281,270.04998779296875,269.625,269.8367919921875,618625,610.0050048828125,611.4500122070312,609.3800048828125,610.6749877929688,214533
2026-05-27 14:00:00-04:00,388.05999755859375,388.20001220703125,387.260009765625,387.9599914550781,661956,87.3949966430664,87.61000061035156,87.37000274658203,87.61000061035156,435804,310.8949890136719,310.92999267578125,310.4100036621094,310.8599853515625,462257,269.8500061035156,270.2200012207031,269.67498779296875,269.9898986816406,765872,610.5800170898438,621.1900024414062,610.4500122070312,618.2899780273438,2149238
2026-05-27 14:15:00-04:00,387.9549865722656,388.75,387.80950927734375,388.4898986816406,355028,87.62999725341797,87.70500183105469,87.51499938964844,87.51499938964844,463599,310.8599853515625,311.0,310.6600036621094,310.8299865722656,1192195,269.9800109863281,270.4599914550781,269.8399963378906,269.95001220703125,746521,618.2150268554688,629.780029296875,618.2150268554688,628.5800170898438,2486945
2026-05-27 14:30:00-04:00,388.489990234375,388.5199890136719,386.6600036621094,386.79998779296875,293922,87.51499938964844,87.5999984741211,87.43000030517578,87.55999755859375,395498,310.8232116699219,310.8800048828125,310.5299987792969,310.7699890136719,476425,269.9599914550781,270.1899108886719,269.1700134277344,270.1600036621094,708615,628.5737915039062,633.0999755859375,628.0800170898438,629.1599731445312,1735585
2026-05-27 14:45:00-04:00,386.7799987792969,387.1199035644531,386.2699890136719,386.7699890136719,300359,87.56500244140625,87.62999725341797,87.50499725341797,87.54859924316406,406757,310.760009765625,310.83990478515625,310.4200134277344,310.5299987792969,518908,270.1600036621094,271.05499267578125,270.1200866699219,271.0400085449219,659236,629.219970703125,632.8800048828125,627.3599853515625,631.760009765625,1279741
2026-05-27 15:00:00-04:00,386.74749755859375,387.5199890136719,386.739990234375,387.17999267578125,279737,87.54499816894531,87.69000244140625,87.51000213623047,87.66999816894531,498378,310.510009765625,310.7200012207031,310.04998779296875,310.68499755859375,777215,271.0450134277344,271.70001220703125,270.92999267578125,271.2099914550781,840159,631.8099975585938,638.4998779296875,631.52001953125,633.4400024414062,1707311
2026-05-27 15:15:00-04:00,387.1600036621094,387.17999267578125,386.2049865722656,386.4549865722656,395769,87.66500091552734,87.77999877929688,87.58000183105469,87.77999877929688,527403,310.68499755859375,310.69000244140625,309.7699890136719,309.82000732421875,1037459,271.2101135253906,271.54998779296875,270.739990234375,271.30999755859375,916035,633.3699951171875,633.6300048828125,630.8800048828125,632.5775146484375,947557
2026-05-27 15:30:00-04:00,386.4599914550781,386.6700134277344,385.92999267578125,386.0899963378906,322410,87.7699966430664,87.77339935302734,87.65499877929688,87.7699966430664,602078,309.82000732421875,310.0299987792969,309.5199890136719,309.8349914550781,1138972,271.3299865722656,271.3699951171875,271.04998779296875,271.2850036621094,774812,632.5800170898438,636.9000244140625,632.1300048828125,636.844970703125,1199838
2026-05-27 15:45:00-04:00,386.1000061035156,386.2799987792969,384.3900146484375,384.8599853515625,1837267,87.78500366210938,87.80999755859375,87.30500030517578,87.33499908447266,2540224,309.8349914550781,311.1000061035156,309.6600036621094,310.92999267578125,3077279,271.2900085449219,271.8900146484375,270.82000732421875,271.8673095703125,3159727,636.844970703125,637.260009765625,634.239990234375,635.2550048828125,1740471
2026-05-28 09:30:00-04:00,383.87750244140625,384.8599853515625,381.5201110839844,381.6099853515625,1380698,86.83999633789062,86.97000122070312,85.91000366210938,86.81700134277344,3120622,310.67999267578125,310.94000244140625,309.6000061035156,310.70001220703125,3438148,272.239990234375,272.32000732421875,268.6755065917969,268.760009765625,3493035,639.97998046875,643.0,629.3099975585938,631.3400268554688,2924863
2026-05-28 09:45:00-04:00,381.6129150390625,383.9200134277344,381.260009765625,383.44000244140625,719382,86.80000305175781,86.94999694824219,86.5,86.6500015258789,970486,310.7049865722656,312.19000244140625,310.6300048828125,311.07000732421875,1536276,268.81500244140625,269.95001220703125,267.6400146484375,268.79998779296875,2087799,631.3499755859375,639.6799926757812,631.1900024414062,639.5599975585938,1277823
2026-05-28 10:00:00-04:00,383.44000244140625,386.30999755859375,382.0199890136719,386.30999755859375,850292,86.66999816894531,87.04000091552734,86.53500366210938,86.8499984741211,1189999,311.0899963378906,312.760009765625,310.6700134277344,312.25,1506130,268.81500244140625,269.4800109863281,267.44000244140625,268.9649963378906,2151223,639.6798706054688,641.8400268554688,633.0001220703125,635.1649780273438,1050929
2026-05-28 10:15:00-04:00,386.2799987792969,386.4700012207031,384.875,385.6600036621094,458180,86.83999633789062,86.94709777832031,86.52999877929688,86.80000305175781,964833,312.32000732421875,312.3999938964844,311.3399963378906,311.70001220703125,1088818,268.9800109863281,270.220703125,268.67999267578125,269.70001220703125,1537117,635.1699829101562,640.0399780273438,634.5499877929688,638.8900146484375,692446
2026-05-28 10:30:00-04:00,385.69000244140625,385.8699951171875,384.8312072753906,385.7900085449219,306826,86.80000305175781,86.87999725341797,86.69999694824219,86.71499633789062,3978598,311.70001220703125,311.7900085449219,311.04998779296875,311.4849853515625,943932,269.70001220703125,270.1700134277344,269.0,270.0799865722656,966225,639.1300048828125,639.75,636.219970703125,636.6099853515625,426279
2026-05-28 10:45:00-04:00,385.80999755859375,385.9100036621094,384.56768798828125,385.20001220703125,428094,86.70999908447266,86.72000122070312,85.93000030517578,86.05999755859375,1719184,311.4800109863281,311.8599853515625,311.1000061035156,311.8349914550781,745726,270.05999755859375,270.5350036621094,269.6000061035156,270.1099853515625,993178,636.5549926757812,637.239990234375,634.1699829101562,634.52001953125,336645
2026-05-28 11:00:00-04:00,385.1600036621094,387.3500061035156,385.1099853515625,385.9549865722656,566035,86.05500030517578,86.0999984741211,85.58499908447266,85.7750015258789,1677087,311.8349914550781,311.9700012207031,311.4800109863281,311.81988525390625,895244,270.114990234375,270.45001220703125,269.54998779296875,269.56500244140625,994551,634.614990234375,635.25,632.7100219726562,633.2999877929688,360642
2026-05-28 11:15:00-04:00,386.0,386.05999755859375,385.32000732421875,385.6650085449219,323483,85.7750015258789,85.80000305175781,85.67009735107422,85.70020294189453,1057096,311.82000732421875,311.95001220703125,311.5199890136719,311.82501220703125,1027157,269.5899963378906,270.0299987792969,269.1000061035156,269.75,934324,633.2999877929688,634.419921875,632.760009765625,633.510009765625,310606
2026-05-28 11:30:00-04:00,385.70001220703125,386.7901916503906,385.6300048828125,386.1099853515625,403574,85.69999694824219,85.95999908447266,85.67990112304688,85.91000366210938,1130227,311.82501220703125,311.94500732421875,310.9599914550781,311.2049865722656,1070356,269.75,270.04998779296875,269.4200134277344,269.8399963378906,1221212,633.6900024414062,633.989990234375,631.239990234375,632.469970703125,415996
2026-05-28 11:45:00-04:00,386.0799865722656,386.4200134277344,385.8004150390625,386.3500061035156,239302,85.9186019897461,86.16999816894531,85.91500091552734,86.08000183105469,1859433,311.2001037597656,311.3399963378906,310.3999938964844,310.6700134277344,991877,269.8500061035156,270.8096008300781,269.75,270.3699951171875,1082046,632.3900146484375,632.89990234375,631.6199951171875,632.469970703125,254385
2026-05-28 12:00:00-04:00,386.2950134277344,386.5,385.760009765625,385.9150085449219,273795,86.0602035522461,86.37000274658203,86.0602035522461,86.31500244140625,829529,310.67999267578125,310.9482116699219,310.55999755859375,310.6600036621094,699048,270.2950134277344,270.3550109863281,269.7099914550781,270.30499267578125,631352,632.4450073242188,632.47998046875,630.8649291992188,631.6199951171875,381131
2026-05-28 12:15:00-04:00,385.94000244140625,386.44000244140625,385.4700012207031,385.7380065917969,244631,86.31210327148438,86.38990020751953,86.27999877929688,86.29029846191406,507881,310.6700134277344,310.8299865722656,310.3074951171875,310.44000244140625,943135,270.30999755859375,270.3800048828125,269.3999938964844,269.42999267578125,594412,631.7000122070312,635.0,631.02001953125,634.614990234375,365197
2026-05-28 12:30:00-04:00,385.6700134277344,385.82000732421875,384.6600036621094,384.7250061035156,247144,86.29499816894531,86.38999938964844,86.0999984741211,86.12999725341797,627180,310.44500732421875,310.7550048828125,309.57000732421875,309.79998779296875,1040772,269.42999267578125,270.1300048828125,269.17999267578125,270.0600891113281,615590,634.59130859375,634.6900024414062,630.1099853515625,630.6749877929688,471316
2026-05-28 12:45:00-04:00,384.75,385.0899963378906,384.19000244140625,384.8999938964844,332243,86.13500213623047,86.2699966430664,86.08000183105469,86.13999938964844,651276,309.79998779296875,310.67999267578125,309.57000732421875,310.5799865722656,950508,270.07000732421875,270.20001220703125,269.7749938964844,270.0799865722656,551672,630.6199951171875,631.3599853515625,629.7100830078125,630.0349731445312,340297
2026-05-28 13:00:00-04:00,384.8999938964844,385.1199951171875,384.6499938964844,384.875,263089,86.1500015258789,86.2300033569336,85.94000244140625,86.01499938964844,911066,310.5600891113281,311.6199951171875,310.55999755859375,310.885009765625,1094942,270.0899963378906,270.55999755859375,270.0899963378906,270.5,735254,629.9403076171875,631.6199951171875,629.9403076171875,630.52001953125,284402
2026-05-28 13:15:00-04:00,384.875,386.2550048828125,384.8500061035156,385.9700012207031,359488,86.0198974609375,86.0999984741211,85.93000030517578,85.9749984741211,798061,310.885009765625,311.07501220703125,310.6199951171875,310.79998779296875,793539,270.5150146484375,271.589599609375,270.44000244140625,271.0400085449219,1087841,630.594970703125,631.760009765625,629.9000244140625,631.2150268554688,307842
2026-05-28 13:30:00-04:00,386.010009765625,387.0249938964844,386.010009765625,386.5899963378906,624404,85.9749984741211,86.09500122070312,85.96499633789062,86.08499908447266,791149,310.81500244140625,311.0199890136719,310.6199951171875,310.6600036621094,845549,271.0350036621094,272.05499267578125,271.0249938964844,272.0299987792969,1709501,631.2474975585938,632.5999755859375,631.2050170898438,631.7003784179688,309829
2026-05-28 13:45:00-04:00,386.6400146484375,387.07000732421875,385.510009765625,385.69000244140625,457996,86.08000183105469,86.17500305175781,86.06500244140625,86.1449966430664,729782,310.6549987792969,310.7699890136719,310.1099853515625,310.385009765625,920914,272.04998779296875,272.4599914550781,272.010009765625,272.32501220703125,777436,631.7899780273438,632.6300048828125,630.7100219726562,631.0850219726562,246079
2026-05-28 14:00:00-04:00,385.7149963378906,386.2200012207031,385.2300109863281,386.0400085449219,315769,86.1500015258789,86.2750015258789,86.06999969482422,86.20500183105469,691258,310.385009765625,310.82501220703125,310.2250061035156,310.68499755859375,835942,272.3299865722656,272.55999755859375,271.9150085449219,272.17999267578125,875776,631.0900268554688,633.3900146484375,630.8800048828125,632.989990234375,258783
2026-05-28 14:15:00-04:00,386.0199890136719,386.9200134277344,386.0199890136719,386.45001220703125,476382,86.20989990234375,86.23999786376953,86.125,86.2300033569336,655131,310.69000244140625,311.0199890136719,310.489990234375,310.8399963378906,871829,272.17999267578125,272.70001220703125,272.0849914550781,272.6549987792969,874439,633.02001953125,633.22998046875,632.280029296875,632.8599853515625,248186
