Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,NFLX,NFLX,NFLX,NFLX,NFLX,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL,META,META,META,META,META
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-20 16:30:00+00:00,327.7900085449219,328.0899963378906,326.9800109863281,327.07000732421875,370065,88.58999633789062,88.80999755859375,88.48999786376953,88.54499816894531,1389208,234.2899932861328,234.42999267578125,233.5749969482422,233.6649932861328,555697,251.3000030517578,251.58999633789062,250.82000732421875,250.8502960205078,705338,610.219970703125,610.6799926757812,608.4500122070312,608.489990234375,198585
2026-01-20 16:45:00+00:00,327.1099853515625,327.926513671875,326.57000732421875,327.8800048828125,256122,88.54499816894531,88.82499694824219,88.38999938964844,88.75,1287958,233.6575927734375,234.61810302734375,233.52999877929688,234.52499389648438,649485,250.8800048828125,251.25999450683594,250.35000610351562,251.1999969482422,901663,608.4500122070312,608.9199829101562,606.6699829101562,608.6099853515625,284652
2026-01-20 17:00:00+00:00,327.80999755859375,327.80999755859375,326.739990234375,327.25201416015625,205264,88.74449920654297,88.94999694824219,88.63999938964844,88.69000244140625,984278,234.5175018310547,234.52999877929688,233.71490478515625,233.79989624023438,438233,251.1999969482422,251.27999877929688,250.66000366210938,250.75999450683594,537205,608.5599975585938,608.9500122070312,607.3499755859375,607.6900024414062,240742
2026-01-20 17:15:00+00:00,327.2699890136719,327.32000732421875,326.17999267578125,326.42999267578125,285354,88.68499755859375,88.69999694824219,88.48999786376953,88.52449798583984,897514,233.78250122070312,233.85000610351562,233.3000030517578,233.4600067138672,473873,250.77000427246094,250.88999938964844,250.5,250.55999755859375,533051,607.72998046875,607.9099731445312,607.0999755859375,607.5,164909
2026-01-20 17:30:00+00:00,326.3699951171875,326.8399963378906,325.8349914550781,325.8500061035156,230440,88.5250015258789,88.52999877929688,88.04000091552734,88.08499908447266,1294072,233.4199981689453,233.5800018310547,232.86500549316406,232.9600067138672,536466,250.52000427246094,250.6999969482422,250.2100067138672,250.3302001953125,596285,607.52001953125,607.5499877929688,606.260986328125,606.739990234375,178180
2026-01-20 17:45:00+00:00,325.8599853515625,326.2300109863281,324.8999938964844,325.6499938964844,844918,88.08499908447266,88.3949966430664,88.05999755859375,88.21499633789062,4962152,232.9550018310547,232.9550018310547,232.25,232.34210205078125,525935,250.35000610351562,250.44500732421875,250.0800018310547,250.27000427246094,685457,606.676513671875,606.8599853515625,605.5599975585938,606.7000122070312,240673
2026-01-20 18:00:00+00:00,325.6400146484375,325.92999267578125,324.8599853515625,324.9100036621094,563149,88.20999908447266,88.29000091552734,88.12000274658203,88.19499969482422,829943,232.33999633789062,232.52000427246094,232.02999877929688,232.0749969482422,507905,250.24000549316406,250.5,249.55999755859375,249.7100067138672,1084253,606.4500122070312,607.219970703125,605.9199829101562,606.4099731445312,163404
2026-01-20 18:15:00+00:00,324.8999938964844,325.30999755859375,324.79998779296875,324.875,277107,88.1946029663086,88.47000122070312,88.12000274658203,88.45899963378906,953789,232.0800018310547,232.1699981689453,231.5500030517578,231.77499389648438,665738,249.72000122070312,249.9199981689453,249.0800018310547,249.19500732421875,613241,606.3300170898438,606.75,605.760009765625,606.6649780273438,155633
2026-01-20 18:30:00+00:00,324.8500061035156,325.0400085449219,324.7099914550781,324.9200134277344,333415,88.45500183105469,88.58999633789062,88.30000305175781,88.37999725341797,874033,231.75999450683594,231.91000366210938,231.0500030517578,231.22000122070312,735170,249.17999267578125,249.22999572753906,248.5,248.6199951171875,902891,606.739990234375,606.8900146484375,605.6500244140625,605.6849975585938,180634
2026-01-20 18:45:00+00:00,324.9200134277344,324.95001220703125,323.8399963378906,323.875,388811,88.37000274658203,88.47000122070312,88.20999908447266,88.32499694824219,847656,231.22000122070312,231.3699951171875,230.9199981689453,230.92999267578125,538900,248.61000061035156,248.66650390625,248.24119567871094,248.52999877929688,759635,605.6599731445312,605.9998779296875,604.8400268554688,605.4099731445312,174082
2026-01-20 19:00:00+00:00,323.9599914550781,324.45001220703125,323.760009765625,323.82000732421875,383434,88.32499694824219,88.38999938964844,88.0199966430664,88.15499877929688,963664,231.0,231.25,230.5800018310547,230.74000549316406,614155,248.5399932861328,248.67999267578125,248.04010009765625,248.1300048828125,788322,605.4400024414062,606.22998046875,604.22998046875,604.9299926757812,198754
2026-01-20 19:15:00+00:00,323.79998779296875,323.9024963378906,323.3500061035156,323.4075012207031,387280,88.15499877929688,88.16500091552734,87.9800033569336,88.04499816894531,1046562,230.6999969482422,230.72999572753906,229.7899932861328,229.97999572753906,1074545,248.1300048828125,248.22000122070312,247.4199981689453,247.45249938964844,901136,604.8599853515625,605.0399780273438,603.9099731445312,604.510009765625,320924
2026-01-20 19:30:00+00:00,323.42999267578125,323.6000061035156,322.739990234375,322.7749938964844,479431,88.04499816894531,88.08999633789062,87.77999877929688,87.82969665527344,1690071,229.97000122070312,230.38870239257812,229.5399932861328,229.94000244140625,832702,247.4499969482422,248.17999267578125,247.25999450683594,247.7030029296875,1051734,604.5,605.9000244140625,603.9000244140625,605.614990234375,230766
2026-01-20 19:45:00+00:00,322.75,323.75,322.5450134277344,323.6600036621094,266269,87.82499694824219,88.05999755859375,87.72000122070312,87.97570037841797,22480973,229.92999267578125,230.0399932861328,229.5500030517578,229.7550048828125,800830,247.6999969482422,247.7100067138672,246.80909729003906,246.9550018310547,1105249,605.6099853515625,605.6893920898438,604.16162109375,604.7100219726562,180990
2026-01-20 20:00:00+00:00,323.6675109863281,323.8399963378906,322.80999755859375,322.8500061035156,389745,87.97000122070312,88.0,87.87000274658203,87.87899780273438,1107893,229.74000549316406,229.97000122070312,229.33999633789062,229.80999755859375,899945,246.9499969482422,247.22000122070312,246.7100067138672,246.74000549316406,1316258,604.7000122070312,604.9099731445312,602.8400268554688,602.969970703125,247180
2026-01-20 20:15:00+00:00,322.8800048828125,323.3500061035156,322.1499938964844,322.2099914550781,870584,87.87999725341797,88.19000244140625,87.87999725341797,88.04180145263672,23914405,229.82000732421875,230.93499755859375,229.82000732421875,230.6197052001953,1090776,246.75,247.02499389648438,245.0800018310547,245.4600067138672,2483086,602.9099731445312,604.719970703125,602.8599853515625,604.22998046875,253723
2026-01-20 20:30:00+00:00,322.2449951171875,322.5199890136719,321.2200012207031,321.45001220703125,1042110,88.0416030883789,88.12999725341797,87.9800033569336,88.125,2118900,230.63999938964844,230.7899932861328,230.2100067138672,230.56500244140625,956001,245.4600067138672,245.52679443359375,244.2700958251953,244.49000549316406,2466339,604.239990234375,604.5700073242188,603.030029296875,603.5399780273438,296020
2026-01-20 20:45:00+00:00,321.4599914550781,322.45001220703125,321.239990234375,322.17999267578125,2268195,88.125,88.13999938964844,87.0199966430664,87.26000213623047,6944494,230.58999633789062,231.1199951171875,230.3800048828125,231.11000061035156,2228000,244.5,246.92999267578125,243.4199981689453,246.69000244140625,7593257,603.510009765625,604.8400268554688,602.4600219726562,604.6699829101562,986146
2026-01-21 14:30:00+00:00,321.0950012207031,323.05999755859375,319.54010009765625,322.33551025390625,1530661,83.04000091552734,84.1500015258789,81.94999694824219,84.0824966430664,24077807,231.2899932861328,231.3699951171875,228.67999267578125,229.3800048828125,3450692,248.7100067138672,248.75,246.0800018310547,246.77000427246094,3521695,606.4149780273438,606.8300170898438,600.0900268554688,602.1801147460938,1062646
2026-01-21 14:45:00+00:00,322.3399963378906,325.95001220703125,322.1499938964844,325.7200012207031,819507,84.08499908447266,84.83999633789062,83.56999969482422,84.83200073242188,6812349,229.3800048828125,231.9799041748047,229.22999572753906,231.66000366210938,1117623,246.77000427246094,247.52000427246094,246.31500244140625,246.89999389648438,1188535,602.4199829101562,605.7999267578125,601.0700073242188,605.1199951171875,625348
2026-01-21 15:00:00+00:00,325.75,327.17999267578125,324.8900146484375,326.7099914550781,721427,84.83499908447266,85.2249984741211,83.94999694824219,85.0199966430664,5776597,231.66000366210938,231.83999633789062,230.14999389648438,230.6300048828125,948042,246.89999389648438,247.36000061035156,246.2899932861328,246.91000366210938,1396623,605.1099853515625,606.2999877929688,602.77001953125,604.375,466196
2026-01-21 15:15:00+00:00,326.739990234375,327.510009765625,325.55999755859375,326.9100036621094,502407,85.0250015258789,85.16999816894531,84.16000366210938,84.33999633789062,3648273,230.63999938964844,231.35000610351562,230.2899932861328,231.25999450683594,869664,246.9149932861328,248.0,246.8699951171875,247.57000732421875,1127600,604.375,608.5,604.3350219726562,608.121826171875,374641
2026-01-21 15:30:00+00:00,326.8599853515625,329.17999267578125,326.6700134277344,329.17498779296875,477795,84.34500122070312,84.73500061035156,84.0,84.0999984741211,2456941,231.27000427246094,231.7899932861328,231.16000366210938,231.52000427246094,882355,247.57000732421875,248.50999450683594,247.47000122070312,248.47999572753906,993609,608.114990234375,612.5,607.5399780273438,611.719970703125,326775
2026-01-21 15:45:00+00:00,329.2239990234375,331.07000732421875,329.0199890136719,330.510009765625,881622,84.09500122070312,84.22000122070312,83.38999938964844,83.73999786376953,2605453,231.52000427246094,232.08999633789062,231.39999389648438,231.80499267578125,943997,248.49000549316406,248.72000122070312,247.9250030517578,248.14500427246094,921214,611.8198852539062,613.8150024414062,611.760009765625,613.0700073242188,312720
2026-01-21 16:00:00+00:00,330.5799865722656,332.7250061035156,330.25311279296875,332.1000061035156,705382,83.73999786376953,84.02999877929688,83.27999877929688,83.30000305175781,2357272,231.7899932861328,231.9398956298828,230.9600067138672,231.48500061035156,821612,248.16990661621094,248.2899932861328,247.25,247.26109313964844,995658,613.0599975585938,615.6500244140625,612.77392578125,613.1300048828125,392155
2026-01-21 16:15:00+00:00,332.0874938964844,332.5299987792969,331.42999267578125,331.42999267578125,516707,83.30000305175781,83.5199966430664,82.9800033569336,83.44499969482422,2691551,231.47000122070312,231.83999633789062,231.1199951171875,231.30499267578125,542542,247.25999450683594,247.52000427246094,246.8300018310547,247.3000030517578,892155,613.1099853515625,614.3049926757812,612.9000244140625,613.6649780273438,210617
2026-01-21 16:30:00+00:00,331.4700012207031,331.5198974609375,328.6300048828125,328.69500732421875,535519,83.44499969482422,83.56999969482422,82.94000244140625,82.97160339355469,2124588,231.2899932861328,231.3000030517578,228.875,228.875,942946,247.30999755859375,247.36000061035156,245.97000122070312,245.9949951171875,1016231,613.75,613.780029296875,609.3699951171875,609.7150268554688,280239
2026-01-21 16:45:00+00:00,328.7099914550781,328.7181091308594,327.18798828125,327.5199890136719,348690,82.9749984741211,83.4800033569336,82.9000015258789,83.32640075683594,2017701,228.87789916992188,228.9600067138672,227.6300048828125,227.9600067138672,1359802,246.0050048828125,246.3249969482422,245.71090698242188,245.77999877929688,850458,609.6749877929688,610.0,608.0399780273438,608.6599731445312,187646
2026-01-21 17:00:00+00:00,327.57000732421875,328.3399963378906,326.5400085449219,326.5400085449219,346335,83.32499694824219,83.5999984741211,83.16500091552734,83.33499908447266,1566569,227.9499969482422,228.5399932861328,227.30999755859375,227.49000549316406,842698,245.77999877929688,246.0399932861328,245.1999969482422,245.2899932861328,795888,608.489990234375,609.7999877929688,607.9000244140625,608.1300048828125,155489
2026-01-21 17:15:00+00:00,326.57000732421875,327.6549987792969,326.3500061035156,327.4049987792969,232662,83.33000183105469,83.45999908447266,83.07499694824219,83.41000366210938,1332742,227.47999572753906,228.6199951171875,227.4199981689453,228.44000244140625,614178,245.2949981689453,246.1663055419922,245.19000244140625,245.8300018310547,859529,608.1699829101562,610.77001953125,607.8499755859375,610.4151000976562,184233
2026-01-21 17:30:00+00:00,327.364990234375,327.4200134277344,326.5899963378906,327.05499267578125,184087,83.41500091552734,83.55000305175781,83.16000366210938,83.17500305175781,1357067,228.44000244140625,228.4499969482422,227.5800018310547,227.90499877929688,516209,245.82009887695312,246.16000366210938,245.5800018310547,245.95010375976562,509973,610.4199829101562,611.3699951171875,609.780029296875,610.02001953125,192496
2026-01-21 17:45:00+00:00,327.0350036621094,328.5799865722656,326.8800048828125,328.3349914550781,236301,83.17990112304688,83.41999816894531,83.02999877929688,83.29509735107422,1312132,227.89990234375,228.29989624023438,227.59500122070312,228.07369995117188,588781,245.96499633789062,246.47000122070312,245.8800048828125,246.2200927734375,480484,610.0900268554688,610.9600219726562,609.760009765625,610.0,233939
2026-01-21 18:00:00+00:00,328.3299865722656,328.44000244140625,326.8999938964844,327.3924865722656,249020,83.28990173339844,83.40499877929688,82.98999786376953,83.33460235595703,1465294,228.0800018310547,228.1300048828125,226.8800048828125,227.67999267578125,788907,246.23500061035156,246.4199981689453,245.6199951171875,246.1999969482422,623901,610.02001953125,610.1300048828125,606.5750122070312,608.094970703125,325337
2026-01-21 18:15:00+00:00,327.4549865722656,327.4549865722656,326.4200134277344,327.25,228731,83.33999633789062,83.55999755859375,83.30000305175781,83.5199966430664,1978621,227.69900512695312,227.75999450683594,226.9600067138672,227.57000732421875,543085,246.1999969482422,246.27000427246094,245.86000061035156,245.8800048828125,400316,608.0,608.3400268554688,606.4099731445312,607.635009765625,245146
2026-01-21 18:30:00+00:00,327.07000732421875,327.3299865722656,326.1199951171875,326.2900085449219,170804,83.52249908447266,83.66999816894531,83.41999816894531,83.59500122070312,1205746,227.5399932861328,227.8000030517578,227.3300018310547,227.44009399414062,373076,245.8800048828125,246.0,245.5,245.86000061035156,452039,607.9099731445312,608.739990234375,607.52001953125,608.2000122070312,109582
2026-01-21 18:45:00+00:00,326.2799987792969,327.1700134277344,326.04998779296875,326.75048828125,211367,83.5999984741211,83.87969970703125,83.37999725341797,83.87249755859375,1428390,227.47000122070312,228.42999267578125,227.25,228.10000610351562,503391,245.8699951171875,246.375,245.74000549316406,246.125,523987,608.0999755859375,609.9199829101562,607.7100219726562,609.2150268554688,226831
2026-01-21 19:00:00+00:00,326.7799987792969,326.9100036621094,326.29998779296875,326.46600341796875,163374,83.875,84.4000015258789,83.85399627685547,84.4000015258789,2054710,228.10000610351562,228.22000122070312,227.5800018310547,227.6999969482422,572367,246.1199951171875,246.17999267578125,245.74000549316406,245.89500427246094,507186,609.10009765625,609.280029296875,607.8101196289062,607.8150024414062,153160
2026-01-21 19:15:00+00:00,326.360107421875,329.239990234375,326.2099914550781,328.8399963378906,372872,84.3949966430664,84.66999816894531,84.0199966430664,84.52999877929688,1917392,227.6999969482422,229.75999450683594,227.27000427246094,229.42999267578125,1033262,245.89999389648438,247.33999633789062,245.5800018310547,247.1103057861328,874218,607.8099975585938,613.9249877929688,607.6500244140625,613.9249877929688,204042
2026-01-21 19:30:00+00:00,328.95001220703125,329.6199951171875,328.44000244140625,329.3500061035156,741853,84.52999877929688,84.7699966430664,84.41999816894531,84.74649810791016,1523235,229.47999572753906,231.61000061035156,229.39999389648438,231.49009704589844,1602176,247.1300048828125,249.33999633789062,247.10000610351562,249.139892578125,1564406,614.0399780273438,615.9500122070312,613.1950073242188,615.3342895507812,375614
2026-01-21 19:45:00+00:00,329.3900146484375,332.04998779296875,329.3500061035156,330.80999755859375,1205629,84.75,85.08000183105469,84.7249984741211,85.04000091552734,2253473,231.50999450683594,232.3000030517578,231.24009704589844,232.17999267578125,1163935,249.1699981689453,250.8300018310547,249.11000061035156,250.7100067138672,2971263,615.530029296875,618.27001953125,615.4949951171875,617.8109741210938,313205
2026-01-21 20:00:00+00:00,330.79998779296875,330.8550109863281,329.8008117675781,329.8999938964844,364267,85.04000091552734,85.05999755859375,84.69000244140625,84.71549987792969,1863921,232.19000244140625,232.25999450683594,231.13150024414062,231.34500122070312,869911,250.72000122070312,251.55999755859375,250.30999755859375,250.35000610351562,1876604,617.9299926757812,618.0800170898438,615.4000244140625,615.5150146484375,214180
2026-01-21 20:15:00+00:00,329.8699951171875,329.9100036621094,328.9700012207031,329.05999755859375,372007,84.71499633789062,85.0199966430664,84.58000183105469,84.74549865722656,30428288,231.3699951171875,231.44000244140625,230.52000427246094,230.5399932861328,984035,250.3300018310547,250.38999938964844,248.38279724121094,248.38279724121094,1463675,615.5150146484375,615.5578002929688,613.4099731445312,613.4600219726562,205225
2026-01-21 20:30:00+00:00,328.9200134277344,329.19000244140625,328.3699951171875,328.55999755859375,443264,84.74500274658203,85.27999877929688,84.5614013671875,84.95980072021484,2229031,230.55999755859375,231.08999633789062,230.1999969482422,230.8699951171875,755055,248.38999938964844,248.5800018310547,247.5800018310547,248.16000366210938,1188497,613.439697265625,615.47998046875,612.6300048828125,614.6649780273438,267034
2026-01-21 20:45:00+00:00,328.55999755859375,328.82000732421875,327.8500061035156,328.45001220703125,1461924,84.95500183105469,85.5,84.7699966430664,85.37999725341797,5128541,230.85000610351562,231.75,230.58999633789062,231.35000610351562,2161147,248.13999938964844,248.1999969482422,246.83999633789062,247.6300048828125,3156619,614.5599975585938,616.0,611.7000122070312,613.0499877929688,664657
2026-01-22 14:30:00+00:00,332.0899963378906,335.2099914550781,331.3999938964844,333.739990234375,2068606,85.01499938964844,85.0999984741211,83.80000305175781,83.9000015258789,7133090,234.0449981689453,234.27000427246094,232.36000061035156,233.2050018310547,3205084,249.1999969482422,250.7799072265625,248.8000030517578,249.72999572753906,3343760,629.3499755859375,636.280029296875,626.5499877929688,636.0,1999099
2026-01-22 14:45:00+00:00,333.55999755859375,334.0,331.29998779296875,331.9649963378906,872363,83.91000366210938,84.44999694824219,83.7300033569336,84.33000183105469,2927550,233.2100067138672,233.44000244140625,231.16000366210938,231.4324951171875,1502003,249.74000549316406,249.99000549316406,248.38499450683594,249.85499572753906,1860587,635.9500122070312,637.47998046875,630.0800170898438,630.1589965820312,1025314
2026-01-22 15:00:00+00:00,332.010009765625,332.5150146484375,330.0899963378906,330.3500061035156,623950,84.33000183105469,84.56999969482422,83.91999816894531,84.54499816894531,6490260,231.1999969482422,232.41000366210938,230.89999389648438,232.22999572753906,1009423,249.8699951171875,250.3000030517578,249.57000732421875,249.86000061035156,1336418,630.4500122070312,633.9998779296875,629.4199829101562,633.5800170898438,631014
2026-01-22 15:15:00+00:00,330.3349914550781,331.42498779296875,329.7699890136719,331.3800048828125,481284,84.52999877929688,84.88999938964844,84.39459991455078,84.48999786376953,1217445,232.1580047607422,232.9499969482422,231.9499969482422,232.75,918903,249.86000061035156,250.25999450683594,249.3000030517578,250.1300048828125,759865,633.6099853515625,636.1199951171875,633.3499755859375,635.89990234375,502700
2026-01-22 15:30:00+00:00,331.489990234375,332.04998779296875,331.0299987792969,331.17498779296875,294027,84.48999786376953,84.80000305175781,84.43000030517578,84.76000213623047,1559380,232.75999450683594,234.17950439453125,232.5850067138672,234.15899658203125,902133,250.14999389648438,250.16000366210938,249.57000732421875,249.72999572753906,715563,635.8699951171875,638.47998046875,635.3001098632812,638.0800170898438,561398
2026-01-22 15:45:00+00:00,331.1199951171875,331.5520935058594,330.45001220703125,330.614990234375,298957,84.76499938964844,84.80000305175781,83.9800033569336,84.04010009765625,1495135,234.1699981689453,234.5,233.8800048828125,234.22500610351562,872989,249.73899841308594,249.8300018310547,249.0,249.08920288085938,977409,637.9299926757812,638.2000122070312,635.4500732421875,635.530029296875,469008
2026-01-22 16:00:00+00:00,330.57000732421875,331.45001220703125,330.54998779296875,331.3500061035156,241924,84.05000305175781,84.19000244140625,84.0,84.0999984741211,1183912,234.22000122070312,235.2216033935547,234.20249938964844,234.8300018310547,1074720,249.10000610351562,249.82000732421875,249.0500030517578,249.52000427246094,849925,635.5999755859375,637.6900024414062,635.2000122070312,637.68310546875,240571
2026-01-22 16:15:00+00:00,331.3999938964844,332.4299011230469,331.3399963378906,332.1650085449219,316575,84.1050033569336,84.11000061035156,83.87000274658203,83.88500213623047,1454161,234.77999877929688,235.22000122070312,234.61000061035156,234.77999877929688,660345,249.9499969482422,250.0,249.4600067138672,249.6999053955078,622846,637.5549926757812,639.5599975585938,637.4199829101562,638.2180786132812,354579
2026-01-22 16:30:00+00:00,332.1700134277344,332.2349853515625,331.3900146484375,332.2099914550781,217641,83.8833999633789,84.06999969482422,83.79000091552734,83.8550033569336,1568892,234.8000030517578,234.85499572753906,234.38999938964844,234.82000732421875,514059,249.69500732421875,249.80999755859375,249.25999450683594,249.67999267578125,459177,638.3300170898438,639.760009765625,637.6500244140625,639.510009765625,290097
2026-01-22 16:45:00+00:00,332.29998779296875,332.489990234375,331.8900146484375,331.95001220703125,178070,83.8550033569336,84.18000030517578,83.8550033569336,84.05000305175781,1235174,234.8350067138672,235.08999633789062,234.5800018310547,234.96499633789062,482923,249.6999969482422,249.89999389648438,249.57000732421875,249.58999633789062,505136,639.3800048828125,640.6900024414062,639.1799926757812,639.6400146484375,355519
2026-01-22 17:00:00+00:00,331.95819091796875,331.95819091796875,331.19000244140625,331.5400085449219,259509,84.05000305175781,84.16000366210938,83.9000015258789,84.05500030517578,1306935,234.86000061035156,235.3699951171875,234.7899932861328,235.32000732421875,401686,249.5800018310547,249.8000030517578,249.44000244140625,249.66000366210938,502613,639.6199951171875,642.1500244140625,639.596923828125,642.1090087890625,401526
2026-01-22 17:15:00+00:00,331.54998779296875,332.0450134277344,331.2900085449219,331.8299865722656,256120,84.05500030517578,84.12999725341797,83.69999694824219,83.74500274658203,1273030,235.36000061035156,235.3800048828125,234.77000427246094,235.02740478515625,388083,249.66000366210938,249.8800048828125,249.61000061035156,249.74000549316406,417491,642.1900024414062,644.1300048828125,640.8499755859375,643.9500732421875,393860
2026-01-22 17:30:00+00:00,331.8800048828125,332.25,331.69000244140625,332.04998779296875,159211,83.74500274658203,83.76000213623047,83.3499984741211,83.50499725341797,1511857,235.0399932861328,235.36000061035156,234.960205078125,235.0301055908203,383526,249.75,250.52749633789062,249.7301025390625,250.27000427246094,502525,644.0399780273438,646.9299926757812,643.8699951171875,646.9299926757812,607620
2026-01-22 17:45:00+00:00,332.05999755859375,332.1499938964844,331.7799987792969,331.80999755859375,144892,83.50800323486328,83.54000091552734,83.2300033569336,83.38500213623047,1272925,235.03500366210938,235.35000610351562,234.97999572753906,235.22999572753906,338022,250.27000427246094,250.27999877929688,250.0399932861328,250.14999389648438,409478,646.8599853515625,647.344970703125,645.2000122070312,645.8699951171875,486834
2026-01-22 18:00:00+00:00,331.80999755859375,332.0,331.0400085449219,331.1965026855469,218873,83.37999725341797,83.38999938964844,83.18000030517578,83.23989868164062,933651,235.22500610351562,235.72000122070312,235.0330047607422,235.06500244140625,461823,250.1199951171875,250.27999877929688,249.72999572753906,250.0070037841797,462181,645.7999877929688,647.0999755859375,645.6600952148438,646.0800170898438,269333
2026-01-22 18:15:00+00:00,331.19500732421875,331.55999755859375,331.0,331.4599914550781,129667,83.23500061035156,83.34500122070312,82.9800033569336,83.33989715576172,1411718,235.07969665527344,235.39999389648438,234.94000244140625,235.22000122070312,310993,250.00999450683594,250.82000732421875,249.99000549316406,250.67999267578125,459425,646.0499877929688,647.0999755859375,645.8101196289062,646.8499755859375,235311
2026-01-22 18:30:00+00:00,331.44000244140625,331.6199951171875,331.1499938964844,331.5849914550781,547866,83.33499908447266,83.3499984741211,83.16000366210938,83.20549774169922,1056696,235.22000122070312,235.25,234.80999755859375,234.8809051513672,290738,250.6699981689453,250.6824951171875,250.10000610351562,250.1999969482422,451247,646.7999877929688,647.0999755859375,645.3200073242188,645.3200073242188,237229
2026-01-22 18:45:00+00:00,331.5950012207031,332.0198974609375,331.4800109863281,331.5199890136719,238093,83.20010375976562,83.38999938964844,83.1500015258789,83.1500015258789,1077659,234.89999389648438,235.0399932861328,234.77000427246094,234.8699951171875,321421,250.27000427246094,250.39999389648438,249.75010681152344,250.22000122070312,461446,645.3900146484375,646.2000122070312,643.9299926757812,643.9349975585938,260173
2026-01-22 19:00:00+00:00,331.5050048828125,332.1000061035156,331.5050048828125,331.80999755859375,195369,83.1500015258789,83.29000091552734,83.05999755859375,83.22989654541016,1194589,234.88589477539062,235.19000244140625,234.80999755859375,235.00999450683594,348942,250.23989868164062,251.0,250.22000122070312,250.84500122070312,648830,643.9400024414062,646.0,643.8200073242188,645.780029296875,379271
