Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-17 18:00:00+00:00,95.125,95.13999938964844,94.83000183105469,94.91999816894531,329065,626.0349731445312,626.0750122070312,624.6199951171875,624.6599731445312,99621,307.5199890136719,308.1099853515625,307.3500061035156,307.95001220703125,247172,213.88999938964844,213.94000244140625,213.61000061035156,213.6199951171875,366446,254.50999450683594,254.6300048828125,254.22000122070312,254.27000427246094,5339229
2026-03-17 18:15:00+00:00,94.91500091552734,94.97000122070312,94.55000305175781,94.55999755859375,433459,624.6500244140625,624.919921875,623.2999877929688,623.3699951171875,120606,307.9200134277344,308.3800048828125,307.8500061035156,308.0899963378906,280214,213.6199951171875,213.74000549316406,213.41000366210938,213.5399932861328,930023,254.3000030517578,254.37399291992188,253.9600067138672,254.10000610351562,154730
2026-03-17 18:30:00+00:00,94.55999755859375,94.59989929199219,94.26499938964844,94.28399658203125,635204,623.3699951171875,623.8798828125,623.1900024414062,623.469970703125,109673,308.0400085449219,308.3500061035156,307.8399963378906,308.1300048828125,197207,213.5399932861328,215.0800018310547,213.22999572753906,213.86000061035156,8814053,254.09500122070312,254.3300018310547,253.92999267578125,253.9499969482422,241280
2026-03-17 18:45:00+00:00,94.29000091552734,94.29499816894531,94.01000213623047,94.15499877929688,701793,623.39501953125,623.719970703125,622.3370971679688,623.0125122070312,508915,308.1300048828125,308.7300109863281,308.09619140625,308.6300048828125,184721,213.86500549316406,214.75,213.5800018310547,214.52999877929688,1277075,253.97000122070312,254.05999755859375,253.7949981689453,253.8699951171875,251983
2026-03-17 19:00:00+00:00,94.15499877929688,94.30979919433594,94.13009643554688,94.24500274658203,523435,622.9310302734375,623.3400268554688,621.7100219726562,622.905029296875,157812,308.6400146484375,309.1700134277344,308.510009765625,309.1600036621094,274788,214.5399932861328,215.4499969482422,214.22000122070312,215.17999267578125,1656861,253.8800048828125,253.91000366210938,253.13009643554688,253.74000549316406,502493
2026-03-17 19:15:00+00:00,94.25,94.375,94.22000122070312,94.2750015258789,490941,622.8499755859375,623.4099731445312,622.8200073242188,622.9650268554688,154833,309.1499938964844,309.4700012207031,309.0199890136719,309.3699951171875,300203,215.19000244140625,215.6999969482422,214.9600067138672,215.22999572753906,1441394,253.7451934814453,254.10000610351562,253.68499755859375,253.77000427246094,336951
2026-03-17 19:30:00+00:00,94.27999877929688,94.37000274658203,94.19999694824219,94.23500061035156,486064,622.969970703125,623.4799194335938,621.77001953125,622.010009765625,2711721,309.3500061035156,309.6600036621094,309.260009765625,309.3299865722656,231215,215.22999572753906,215.55999755859375,215.1199951171875,215.19200134277344,898670,253.77999877929688,253.94000244140625,253.67999267578125,253.85000610351562,434314
2026-03-17 19:45:00+00:00,94.2334976196289,94.53500366210938,94.04000091552734,94.38999938964844,1725953,621.9600219726562,623.7564086914062,621.8599853515625,622.6400146484375,3044182,309.3999938964844,310.04998779296875,309.0350036621094,309.3699951171875,1332030,215.1999969482422,215.64979553222656,215.02000427246094,215.1999969482422,2162592,253.85499572753906,254.5800018310547,253.80999755859375,254.22999572753906,1496154
2026-03-18 13:30:00+00:00,94.44499969482422,94.96499633789062,93.61000061035156,94.87999725341797,1593544,616.3099975585938,621.7899169921875,615.3099975585938,620.2050170898438,1286906,307.9049987792969,310.75,307.9049987792969,309.1000061035156,788267,213.9600067138672,215.14010620117188,213.5500030517578,213.9600067138672,1807741,252.625,254.94000244140625,251.3800048828125,254.3000030517578,1514422
2026-03-18 13:45:00+00:00,94.88999938964844,94.9800033569336,94.5,94.61000061035156,745837,620.3200073242188,621.6500244140625,619.1799926757812,620.4500122070312,303744,309.0,309.3349914550781,308.3399963378906,308.8900146484375,1035090,213.9600067138672,214.00999450683594,213.00999450683594,213.45919799804688,2532459,254.28500366210938,254.68499755859375,253.17999267578125,253.43499755859375,595403
2026-03-18 14:00:00+00:00,94.5999984741211,94.62000274658203,94.04000091552734,94.1050033569336,2050548,620.4600219726562,621.3900146484375,619.1099853515625,620.5759887695312,696109,308.9200134277344,309.6600036621094,308.2200012207031,308.4258117675781,289568,213.44000244140625,213.72999572753906,212.77000427246094,212.94000244140625,2616810,253.4499969482422,253.80999755859375,252.88999938964844,253.0850067138672,582443
2026-03-18 14:15:00+00:00,94.0999984741211,94.22000122070312,93.88009643554688,93.9000015258789,625951,620.4400024414062,621.1400146484375,615.760009765625,615.89501953125,1075182,308.3900146484375,308.70001220703125,307.2749938964844,307.6400146484375,367574,212.90989685058594,213.4698944091797,211.7100067138672,211.8800048828125,672520,253.0399932861328,253.52000427246094,252.32000732421875,252.35499572753906,459865
2026-03-18 14:30:00+00:00,93.90499877929688,94.12999725341797,93.81999969482422,93.91500091552734,549289,615.989990234375,618.4299926757812,615.5,618.0549926757812,1009564,307.6400146484375,309.05999755859375,307.5799865722656,308.8399963378906,1709843,211.86000061035156,212.35000610351562,211.6300048828125,211.75,809218,252.33999633789062,252.8300018310547,252.0800018310547,252.16000366210938,2096298
2026-03-18 14:45:00+00:00,93.91500091552734,93.94000244140625,93.69999694824219,93.86000061035156,3090563,618.1300048828125,621.4500122070312,617.780029296875,621.0549926757812,155327,308.8699951171875,309.82879638671875,308.75,309.20001220703125,1505966,211.74200439453125,212.00999450683594,211.4600067138672,211.86000061035156,3470338,252.19000244140625,252.55999755859375,252.08999633789062,252.52000427246094,2150596
2026-03-18 15:00:00+00:00,93.86000061035156,94.44000244140625,93.80500030517578,94.3998031616211,982524,621.0750122070312,621.5,619.72998046875,620.0590209960938,1137470,309.2215881347656,309.4599914550781,308.57000732421875,308.9849853515625,190672,211.85000610351562,212.32000732421875,211.53500366210938,212.0299072265625,4020135,252.51499938964844,253.05999755859375,252.22000122070312,252.52000427246094,2722228
2026-03-18 15:15:00+00:00,94.4000015258789,94.6050033569336,94.22000122070312,94.58000183105469,571127,620.0900268554688,622.4498901367188,619.5999755859375,621.6599731445312,1219899,309.05999755859375,309.389892578125,308.5,309.1700134277344,219302,212.0800018310547,212.2899932861328,211.66000366210938,211.7698974609375,4011128,252.50999450683594,252.74000549316406,252.17999267578125,252.3199005126953,420973
2026-03-18 15:30:00+00:00,94.58000183105469,94.91000366210938,94.55999755859375,94.8550033569336,536388,621.7205810546875,622.6400146484375,620.6699829101562,621.1400146484375,159384,309.1300048828125,309.66009521484375,308.7799987792969,308.9800109863281,1963669,211.72000122070312,212.1199951171875,211.39999389648438,211.77499389648438,499594,252.30999755859375,252.3300018310547,251.6649932861328,251.81109619140625,3218650
2026-03-18 15:45:00+00:00,94.8499984741211,95.11499786376953,94.80999755859375,94.99009704589844,529219,621.1400146484375,621.280029296875,619.3099975585938,620.4500732421875,135915,308.9800109863281,309.2099914550781,308.70001220703125,309.0299987792969,71270,211.74000549316406,212.08999633789062,211.63340759277344,211.8800048828125,411355,251.8000030517578,252.02999877929688,251.52000427246094,251.77000427246094,309247
2026-03-18 16:00:00+00:00,94.99500274658203,95.2750015258789,94.95600128173828,95.1449966430664,494625,620.4500122070312,621.1799926757812,619.6799926757812,620.719970703125,164532,308.9599914550781,309.239990234375,308.6099853515625,309.0899963378906,126889,211.91000366210938,212.25999450683594,211.5800018310547,212.02000427246094,372687,251.75999450683594,251.88299560546875,251.4600067138672,251.8699951171875,3387856
2026-03-18 16:15:00+00:00,95.1500015258789,95.23999786376953,94.91500091552734,94.93000030517578,352617,620.6900024414062,620.8599853515625,619.25,619.35498046875,1521940,309.0,309.239990234375,308.6000061035156,308.6597900390625,112028,212.00999450683594,212.01199340820312,211.40980529785156,211.40980529785156,354393,251.85000610351562,251.99000549316406,251.50999450683594,251.57009887695312,389239
2026-03-18 16:30:00+00:00,94.91999816894531,95.05000305175781,94.69999694824219,94.93499755859375,464463,619.2999877929688,619.5399780273438,617.344970703125,617.3800048828125,3100839,308.6600036621094,308.79998779296875,307.79998779296875,308.2300109863281,2154753,211.39999389648438,211.5,210.82000732421875,210.89999389648438,730884,251.5749969482422,251.58999633789062,250.7100067138672,250.92999267578125,614793
2026-03-18 16:45:00+00:00,94.93000030517578,95.04000091552734,94.81500244140625,94.84500122070312,287455,617.3800048828125,618.919921875,617.1500244140625,618.0599975585938,60785,308.135009765625,308.7900085449219,308.010009765625,308.1199951171875,131576,210.89999389648438,211.22999572753906,210.7899932861328,210.86599731445312,551028,250.9600067138672,251.25999450683594,250.6999969482422,250.97000122070312,4251555
2026-03-18 17:00:00+00:00,94.84500122070312,94.8499984741211,94.55999755859375,94.69000244140625,349483,618.0800170898438,618.1799926757812,616.780029296875,616.8499755859375,132202,308.07000732421875,308.0799865722656,307.29998779296875,307.4125061035156,4321980,210.86500549316406,211.0500030517578,210.6300048828125,210.85000610351562,792809,250.9499969482422,251.0,250.38999938964844,250.47999572753906,204641
2026-03-18 17:15:00+00:00,94.69999694824219,94.77999877929688,94.58499908447266,94.76499938964844,290791,616.8900146484375,617.8699951171875,616.739990234375,617.760009765625,254302,307.3450012207031,307.7449951171875,307.1600036621094,307.4200134277344,126398,210.83900451660156,211.0500030517578,210.72999572753906,210.81500244140625,423467,250.49000549316406,250.92990112304688,250.42999267578125,250.80499267578125,325029
