Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,META,META,META,META,META,AMZN,AMZN,AMZN,AMZN,AMZN,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-22 14:30:00+00:00,310.17999267578125,310.42999267578125,306.6000061035156,308.20001220703125,2058194,661.64501953125,672.889892578125,660.3099975585938,672.2744140625,1143775,228.52000427246094,228.52000427246094,227.0500030517578,227.75689697265625,2875828,94.6449966430664,94.69999694824219,93.22000122070312,93.5000991821289,5084517,272.8599853515625,273.8800048828125,272.5199890136719,272.7831115722656,2870457
2025-12-22 14:45:00+00:00,308.1700134277344,308.9100036621094,307.7950134277344,308.6600036621094,526835,672.2899780273438,673.5800170898438,669.0717163085938,671.4199829101562,731117,227.76499938964844,228.22999572753906,227.33999633789062,228.13499450683594,1015847,93.51000213623047,93.68000030517578,93.20999908447266,93.38999938964844,1510940,272.7799987792969,273.0224914550781,272.07000732421875,272.4800109863281,1094369
2025-12-22 15:00:00+00:00,308.6600036621094,309.25,307.8800048828125,308.20001220703125,377035,671.2899780273438,671.7000122070312,665.5499877929688,666.4099731445312,589893,228.1199951171875,228.3000030517578,227.37010192871094,227.47000122070312,873481,93.38999938964844,93.55000305175781,93.19000244140625,93.29499816894531,1362458,272.4700012207031,272.75,271.94000244140625,272.0299987792969,1288518
2025-12-22 15:15:00+00:00,308.19000244140625,309.04998779296875,308.05999755859375,308.7799987792969,284764,666.5,666.9025268554688,663.3800048828125,663.77001953125,293678,227.48989868164062,227.8300018310547,227.18499755859375,227.82000732421875,655081,93.29499816894531,93.74500274658203,93.19999694824219,93.65499877929688,1239778,272.010009765625,272.4898986816406,271.57000732421875,272.0150146484375,831311
2025-12-22 15:30:00+00:00,308.760009765625,309.0899963378906,308.04998779296875,308.70001220703125,264958,663.8599853515625,664.280029296875,660.1199951171875,660.269775390625,347502,227.8300018310547,227.89999389648438,227.14999389648438,227.4062042236328,694456,93.6594009399414,93.87000274658203,93.4000015258789,93.5886001586914,892658,272.0299987792969,272.1700134277344,271.510009765625,272.0150146484375,810770
2025-12-22 15:45:00+00:00,308.7099914550781,309.07000732421875,308.4200134277344,308.5249938964844,231125,660.2899780273438,661.6099853515625,658.75,658.7550048828125,436460,227.39999389648438,227.52999877929688,226.81500244140625,226.82000732421875,756604,93.5802993774414,93.80000305175781,93.5,93.52449798583984,547925,272.03009033203125,272.4200134277344,271.9800109863281,272.3299865722656,626421
2025-12-22 16:00:00+00:00,308.6000061035156,310.260009765625,308.3800048828125,310.239990234375,317468,658.7999877929688,660.0150146484375,658.7000122070312,659.280029296875,305745,226.8300018310547,227.03660583496094,226.71499633789062,226.99000549316406,781257,93.5250015258789,93.7699966430664,93.48999786376953,93.72820281982422,485626,272.33990478515625,272.79998779296875,272.25,272.3500061035156,568062
2025-12-22 16:15:00+00:00,310.2300109863281,310.55999755859375,309.75,310.0,270039,659.2000122070312,661.0800170898438,658.9000244140625,660.3342895507812,355139,227.0,227.6300048828125,226.9499969482422,227.52999877929688,699452,93.72000122070312,93.97000122070312,93.6500015258789,93.66500091552734,694428,272.3599853515625,272.68121337890625,272.20001220703125,272.44000244140625,462657
