Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,NFLX,NFLX,NFLX,NFLX,NFLX,META,META,META,META,META,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-03 14:30:00+00:00,349.0,350.1499938964844,343.5979919433594,344.92999267578125,2050164,82.19000244140625,82.44999694824219,81.31999969482422,81.99500274658203,3162979,707.3699951171875,717.0,706.0,707.7000122070312,955185,245.07000732421875,246.35000610351562,242.88009643554688,243.63999938964844,3796226,269.1300048828125,270.3299865722656,267.69000244140625,268.2099914550781,3375803
2026-02-03 14:45:00+00:00,345.1099853515625,347.7099914550781,344.5700988769531,345.11749267578125,1152037,82.0,82.33000183105469,81.83000183105469,82.11000061035156,922035,707.7000122070312,709.7014770507812,702.8800048828125,704.282470703125,502124,243.60000610351562,245.0,240.86000061035156,241.1446075439453,1621318,268.2300109863281,271.5799865722656,268.1400146484375,270.3606872558594,2301307
2026-02-03 15:00:00+00:00,345.1300048828125,345.1698913574219,342.1000061035156,343.4599914550781,928138,82.12000274658203,82.23500061035156,81.62999725341797,81.70999908447266,1030997,704.2899780273438,705.1599731445312,700.4500122070312,700.5650024414062,463673,241.11000061035156,241.25,238.41000366210938,239.08999633789062,1818370,270.385009765625,270.6700134277344,268.7049865722656,268.95001220703125,1603518
2026-02-03 15:15:00+00:00,343.4599914550781,345.30999755859375,342.4049987792969,344.6083984375,694615,81.71499633789062,81.71499633789062,81.04000091552734,81.57499694824219,1342933,700.4500122070312,702.8410034179688,695.75,696.0,539135,239.08999633789062,240.00999450683594,237.7100067138672,239.21499633789062,2482847,268.95001220703125,270.010009765625,268.38128662109375,269.885009765625,1752185
2026-02-03 15:30:00+00:00,344.510009765625,344.80999755859375,342.7200012207031,344.3363952636719,538168,81.57050323486328,81.62000274658203,81.12999725341797,81.31999969482422,1080464,695.864990234375,698.2000122070312,694.7100219726562,694.9400024414062,351142,239.19000244140625,239.22500610351562,237.5500946044922,238.8300018310547,1406777,269.8500061035156,269.96551513671875,267.6099853515625,268.4200134277344,1226402
2026-02-03 15:45:00+00:00,344.3699951171875,346.6499938964844,344.0,346.3699951171875,678072,81.33000183105469,81.62999725341797,81.19999694824219,81.20999908447266,744785,694.8800048828125,701.1300048828125,694.1500244140625,700.3150024414062,317779,238.81500244140625,239.64999389648438,237.85000610351562,237.89999389648438,1308261,268.4100036621094,271.1400146484375,268.2900085449219,271.07000732421875,1528671
2026-02-03 16:00:00+00:00,346.3900146484375,346.3999938964844,344.70001220703125,345.0,339722,81.20999908447266,81.29000091552734,81.08999633789062,81.25499725341797,910071,700.1950073242188,701.4000244140625,698.2899780273438,698.6199951171875,227631,237.88999938964844,238.49000549316406,236.97999572753906,238.15499877929688,1462776,271.0799865722656,271.2850036621094,269.9700012207031,270.0849914550781,1419056
2026-02-03 16:15:00+00:00,345.0799865722656,345.3450012207031,343.7770080566406,344.239990234375,358748,81.25499725341797,81.32499694824219,81.06500244140625,81.07499694824219,624676,698.594970703125,699.77001953125,696.77001953125,696.9949951171875,173596,238.17999267578125,238.60000610351562,237.07000732421875,237.5800018310547,809854,270.0849914550781,270.5899963378906,268.7900085449219,268.8949890136719,1160900
2026-02-03 16:30:00+00:00,344.2300109863281,344.4549865722656,343.3299865722656,344.2950134277344,331137,81.07499694824219,81.0999984741211,80.69999694824219,80.70999908447266,1452132,697.0700073242188,699.0349731445312,696.5999145507812,698.7249755859375,148804,237.58999633789062,237.6999969482422,236.8699951171875,237.24000549316406,832215,268.8999938964844,270.5,268.54998779296875,269.7349853515625,1491777
2026-02-03 16:45:00+00:00,344.3004150390625,345.010009765625,343.8699951171875,343.9148864746094,282663,80.70999908447266,80.83499908447266,80.55999755859375,80.65499877929688,966384,698.8300170898438,699.9299926757812,698.3400268554688,698.4099731445312,129941,237.1800994873047,237.5500030517578,236.36000061035156,237.1699981689453,831602,269.760009765625,269.9800109863281,268.7803039550781,268.9599914550781,669490
2026-02-03 17:00:00+00:00,343.9200134277344,344.20001220703125,342.56060791015625,343.0799865722656,327608,80.65499877929688,80.69000244140625,80.39029693603516,80.48500061035156,1036125,698.4099731445312,699.6199951171875,696.3699951171875,697.14501953125,164756,237.13999938964844,237.89999389648438,236.6999969482422,236.9499969482422,806230,268.94000244140625,269.7799987792969,268.6400146484375,268.9200134277344,982098
2026-02-03 17:15:00+00:00,343.06500244140625,343.5,342.3299865722656,342.3450012207031,340799,80.48500061035156,80.58000183105469,80.30000305175781,80.30549621582031,739548,697.0800170898438,698.924072265625,696.5499877929688,697.1500244140625,185164,236.92999267578125,237.80999755859375,236.86000061035156,237.3000030517578,578732,268.8399963378906,269.3399963378906,268.2900085449219,268.8999938964844,833663
2026-02-03 17:30:00+00:00,342.2900085449219,342.3999938964844,340.635009765625,340.8500061035156,518176,80.3009033203125,80.54000091552734,80.19999694824219,80.53009796142578,815983,696.760009765625,698.47998046875,695.260009765625,695.4199829101562,223048,237.27999877929688,237.69000244140625,236.60000610351562,236.8300018310547,745358,268.8900146484375,269.5450134277344,268.7550048828125,269.44000244140625,1176806
2026-02-03 17:45:00+00:00,340.82000732421875,342.6400146484375,340.82000732421875,342.0350036621094,346679,80.53500366210938,80.9000015258789,80.45999908447266,80.83499908447266,866679,695.4199829101562,697.5,694.0499877929688,694.1849975585938,241625,236.82000732421875,238.23989868164062,236.77000427246094,237.69000244140625,984470,269.385009765625,270.0,269.010009765625,269.6300048828125,842536
2026-02-03 18:00:00+00:00,342.0,342.05499267578125,340.32000732421875,340.5299987792969,352054,80.83499908447266,80.87999725341797,80.41500091552734,80.43499755859375,708789,694.1749877929688,694.780029296875,690.25,690.75,254890,237.67999267578125,237.90249633789062,236.3000030517578,236.38999938964844,766578,269.67999267578125,270.3699951171875,269.32000732421875,269.385009765625,755079
2026-02-03 18:15:00+00:00,340.6000061035156,341.8900146484375,340.6000061035156,341.1400146484375,355823,80.43499755859375,80.49500274658203,80.2300033569336,80.33599853515625,668192,690.8699951171875,692.510009765625,689.97998046875,691.77001953125,271408,236.38999938964844,237.2100067138672,236.38999938964844,236.92990112304688,616592,269.3500061035156,269.9800109863281,268.94000244140625,269.3399963378906,817631
2026-02-03 18:30:00+00:00,341.1700134277344,341.1700134277344,339.8999938964844,340.0487976074219,418200,80.33499908447266,80.38999938964844,80.12999725341797,80.2249984741211,689061,691.760009765625,691.760009765625,688.3499755859375,688.3499755859375,211523,236.89280700683594,237.11000061035156,236.0,236.32000732421875,652586,269.3349914550781,269.69000244140625,268.8500061035156,269.5249938964844,903572
2026-02-03 18:45:00+00:00,340.0199890136719,340.1000061035156,338.92999267578125,339.04998779296875,399960,80.2249984741211,80.36000061035156,80.19999694824219,80.27999877929688,588609,688.3350219726562,688.75,686.4099731445312,688.2899780273438,283337,236.3300018310547,236.35000610351562,235.64999389648438,235.97999572753906,729041,269.5249938964844,270.57000732421875,269.3699951171875,270.25,875893
2026-02-03 19:00:00+00:00,338.9800109863281,340.54998779296875,338.5899963378906,340.47119140625,351832,80.2750015258789,80.55000305175781,80.16999816894531,80.5199966430664,744104,688.2000122070312,690.6400146484375,687.6300048828125,690.5150146484375,234821,235.9550018310547,236.6999969482422,235.4499969482422,236.6750030517578,760804,270.25,270.9800109863281,269.9200134277344,270.8399963378906,1308859
2026-02-03 19:15:00+00:00,340.4800109863281,340.8500061035156,339.55999755859375,339.7200012207031,379695,80.5199966430664,80.53759765625,79.86000061035156,79.91500091552734,2213220,690.5499877929688,691.5999755859375,687.780029296875,688.0,218638,236.64999389648438,236.94009399414062,235.92999267578125,236.1699981689453,687927,270.82000732421875,271.875,270.6099853515625,271.4800109863281,1337827
2026-02-03 19:30:00+00:00,339.739990234375,340.489990234375,339.2900085449219,339.4224853515625,325439,79.91349792480469,80.16000366210938,79.79000091552734,79.90499877929688,975272,688.344970703125,688.6799926757812,686.4700927734375,687.4500122070312,160144,236.1699981689453,236.8000030517578,235.89999389648438,236.4949951171875,669046,271.4700012207031,271.70001220703125,270.6650085449219,270.95001220703125,782240
2026-02-03 19:45:00+00:00,339.41351318359375,340.30999755859375,339.0299987792969,340.19000244140625,404409,79.90499877929688,80.0999984741211,79.81999969482422,80.09500122070312,803529,687.530029296875,689.6298828125,686.4099731445312,689.3300170898438,190558,236.4949951171875,237.5,236.07400512695312,237.1750030517578,726000,270.9599914550781,271.1600036621094,269.95001220703125,270.0,901265
2026-02-03 20:00:00+00:00,340.1300048828125,340.3500061035156,339.1000061035156,339.7250061035156,357781,80.09500122070312,80.09500122070312,79.77999877929688,79.87999725341797,10996908,689.260009765625,689.7930297851562,686.5850219726562,687.875,202347,237.10000610351562,237.1199951171875,236.5800018310547,236.94000244140625,565957,269.9700012207031,270.239990234375,268.6700134277344,269.8299865722656,1051636
2026-02-03 20:15:00+00:00,339.67999267578125,340.45001220703125,339.4299011230469,340.3999938964844,435360,79.87999725341797,79.97000122070312,79.62999725341797,79.7249984741211,1097658,687.7100219726562,688.8200073242188,686.8300170898438,687.4299926757812,224418,236.93319702148438,237.74000549316406,236.77000427246094,237.3800048828125,838858,269.8399963378906,269.8399963378906,268.80999755859375,269.2099914550781,713629
2026-02-03 20:30:00+00:00,340.4100036621094,341.489990234375,340.4100036621094,341.0299987792969,427648,79.7249984741211,79.96499633789062,79.62000274658203,79.66500091552734,1404234,687.47998046875,691.2100219726562,687.3800048828125,689.7449951171875,334454,237.3800048828125,238.2100067138672,237.3800048828125,238.0800018310547,726250,269.2149963378906,270.04998779296875,269.2149963378906,269.4100036621094,1058915
2026-02-03 20:45:00+00:00,341.0400085449219,341.1400146484375,340.1400146484375,340.70001220703125,1033469,79.66500091552734,80.05000305175781,79.63500213623047,79.95989990234375,2562867,689.8800048828125,692.1599731445312,689.0999755859375,691.6300048828125,625477,238.07000732421875,238.8300018310547,237.97000122070312,238.63299560546875,2283159,269.4200134277344,270.0,268.8399963378906,269.4599914550781,1989170
2026-02-04 14:30:00+00:00,343.9200134277344,344.25,340.70001220703125,342.4700012207031,2171589,79.9749984741211,80.25,79.4800033569336,79.58999633789062,3130981,687.72998046875,688.6900024414062,678.52001953125,680.6400146484375,1030592,238.6999969482422,238.77000427246094,236.1699981689453,237.8000030517578,2857228,272.30999755859375,277.0599060058594,272.2850036621094,276.5799865722656,5404777
2026-02-04 14:45:00+00:00,342.32000732421875,342.6000061035156,337.2200012207031,337.5899963378906,1182173,79.56999969482422,79.96499633789062,79.2249984741211,79.8550033569336,1221505,680.75,681.0999755859375,672.1099853515625,672.5700073242188,722629,237.81500244140625,238.07000732421875,235.11000061035156,235.27999877929688,1991007,276.5950012207031,278.80999755859375,276.55999755859375,277.4700012207031,4506587
2026-02-04 15:00:00+00:00,337.385009765625,338.3500061035156,336.239990234375,336.5400085449219,1057897,79.8499984741211,80.4397964477539,79.61499786376953,80.36000061035156,1632170,672.3699951171875,674.25,668.5700073242188,671.9500122070312,1117594,235.22000122070312,237.16000366210938,234.3699951171875,237.0399932861328,1700061,277.4800109863281,277.5899963378906,274.80999755859375,274.8999938964844,2627604
2026-02-04 15:15:00+00:00,336.54998779296875,338.69000244140625,335.95001220703125,336.9100036621094,664917,80.36000061035156,81.38999938964844,80.3499984741211,81.36499786376953,1720276,671.89501953125,680.8098754882812,671.030029296875,678.905029296875,685641,237.08200073242188,238.21499633789062,237.0449981689453,237.4949951171875,1056896,274.8999938964844,276.2799072265625,274.55010986328125,276.1000061035156,1824201
2026-02-04 15:30:00+00:00,336.9599914550781,336.9599914550781,333.9599914550781,335.864990234375,808006,81.36499786376953,81.41819763183594,80.62999725341797,80.92559814453125,1474731,678.72998046875,680.0800170898438,674.8499755859375,677.4349975585938,386193,237.4600067138672,238.25999450683594,236.75999450683594,237.5,1129105,276.125,276.55999755859375,275.29998779296875,275.82000732421875,1734379
2026-02-04 15:45:00+00:00,335.8399963378906,336.0350036621094,334.05499267578125,334.7300109863281,634936,80.91500091552734,81.375,80.9000015258789,81.3499984741211,837762,677.4349975585938,678.7999877929688,675.969970703125,676.5599975585938,254860,237.4600067138672,238.27000427246094,236.81500244140625,237.98109436035156,805016,275.7950134277344,277.3900146484375,275.5799865722656,277.1099853515625,1577592
2026-02-04 16:00:00+00:00,334.75,335.1400146484375,333.6099853515625,334.7200927734375,688406,81.3499984741211,81.43499755859375,80.66500091552734,81.01000213623047,844519,676.7299194335938,677.260009765625,672.4299926757812,675.260009765625,298464,238.00999450683594,238.1999969482422,236.40499877929688,237.16000366210938,801905,277.0950012207031,277.3096923828125,275.9599914550781,276.6499938964844,1343961
2026-02-04 16:15:00+00:00,334.7200012207031,334.8500061035156,333.3999938964844,334.70001220703125,528269,81.00250244140625,81.05000305175781,80.62000274658203,80.93000030517578,757805,675.4500122070312,676.6599731445312,673.1300048828125,676.3455810546875,244979,237.14999389648438,237.2899932861328,236.05999755859375,236.9499969482422,820796,276.6449890136719,277.29998779296875,275.9949951171875,277.21380615234375,1245116
2026-02-04 16:30:00+00:00,334.6600036621094,334.7514953613281,332.8599853515625,332.94000244140625,488558,80.93499755859375,80.94000244140625,80.47000122070312,80.4749984741211,942850,676.4199829101562,676.739990234375,672.4000244140625,672.4000854492188,208027,236.9499969482422,237.08999633789062,234.6999969482422,234.77000427246094,656571,277.1935119628906,277.260009765625,275.2900085449219,275.5199890136719,1021377
2026-02-04 16:45:00+00:00,332.8949890136719,333.625,331.1000061035156,333.5799865722656,663295,80.47250366210938,81.18000030517578,80.33000183105469,80.94499969482422,1183921,672.4500122070312,674.3809204101562,669.5399780273438,674.3099975585938,343964,234.77499389648438,235.0399932861328,233.82000732421875,235.00999450683594,1091116,275.5299987792969,275.70001220703125,273.8999938964844,274.9649963378906,1925733
2026-02-04 17:00:00+00:00,333.5899963378906,334.42498779296875,333.1802062988281,334.29998779296875,437307,80.94000244140625,81.06500244140625,80.53500366210938,80.66000366210938,745975,674.2000122070312,675.4199829101562,672.75,673.9400024414062,175618,234.97999572753906,235.13999938964844,234.16000366210938,234.5399932861328,882915,274.95001220703125,276.5799865722656,274.9010009765625,276.489990234375,1375581
2026-02-04 17:15:00+00:00,334.3399963378906,334.42999267578125,331.9700012207031,332.0249938964844,645707,80.66500091552734,80.79499816894531,80.52010345458984,80.62999725341797,708981,673.969970703125,674.2349853515625,669.739990234375,669.9199829101562,197013,234.5399932861328,234.97999572753906,233.3000946044922,233.42019653320312,1068104,276.5198974609375,276.6000061035156,274.5450134277344,275.25,1335213
2026-02-04 17:30:00+00:00,332.0350036621094,332.7550048828125,329.9599914550781,330.364990234375,811941,80.63999938964844,80.83999633789062,80.48999786376953,80.76499938964844,713674,669.8099975585938,671.85302734375,667.6300048828125,670.1599731445312,314675,233.39999389648438,233.7899932861328,232.13499450683594,232.67039489746094,1061653,275.2699890136719,276.114990234375,273.8900146484375,274.8500061035156,1761200
2026-02-04 17:45:00+00:00,330.3500061035156,332.30999755859375,329.3800048828125,332.19000244140625,731107,80.7699966430664,80.80999755859375,80.45999908447266,80.59500122070312,10160403,670.1599731445312,670.4600219726562,667.4600219726562,669.9550170898438,282420,232.66000366210938,233.75999450683594,231.97000122070312,233.69500732421875,1332910,274.8299865722656,274.95001220703125,273.68499755859375,274.0849914550781,1067035
2026-02-04 18:00:00+00:00,332.1499938964844,332.6199951171875,331.0799865722656,331.86138916015625,485781,80.58999633789062,80.63999938964844,80.38999938964844,80.54350280761719,655099,669.9199829101562,670.25,667.5999755859375,669.780029296875,215952,233.67999267578125,233.72500610351562,232.44000244140625,232.89999389648438,962511,274.0899963378906,275.3550109863281,273.1400146484375,275.1000061035156,1520170
2026-02-04 18:15:00+00:00,331.8299865722656,334.0350036621094,331.4779968261719,334.0249938964844,413094,80.54499816894531,81.07499694824219,80.54000091552734,81.0,585410,669.6400146484375,671.6500244140625,669.330078125,671.3350219726562,232969,232.8800048828125,233.82000732421875,232.56500244140625,233.7449951171875,858571,275.1015930175781,275.70001220703125,274.9700012207031,275.6000061035156,723857
2026-02-04 18:30:00+00:00,334.0199890136719,334.19000244140625,332.9549865722656,333.1700134277344,411269,81.0,81.0,80.81999969482422,80.91500091552734,500680,671.2869873046875,673.0291748046875,668.6799926757812,671.75,198309,233.72950744628906,233.74000549316406,232.72999572753906,232.82000732421875,672057,275.6199951171875,275.760009765625,274.9100036621094,275.260009765625,746570
2026-02-04 18:45:00+00:00,333.1300048828125,333.3450012207031,332.04998779296875,332.7300109863281,367083,80.91000366210938,81.16999816894531,80.71440124511719,81.13999938964844,538491,671.6649780273438,673.4298706054688,669.1317749023438,672.1699829101562,178902,232.82000732421875,233.39590454101562,231.8300018310547,232.92999267578125,1247030,275.1650085449219,275.739990234375,274.8399963378906,275.389892578125,667158
2026-02-04 19:00:00+00:00,332.7699890136719,333.1300048828125,331.31219482421875,331.45001220703125,428340,81.1500015258789,81.30000305175781,81.05000305175781,81.22000122070312,793133,672.3300170898438,672.8900146484375,669.7000122070312,670.6950073242188,251421,232.89950561523438,233.3000030517578,232.38999938964844,232.69500732421875,852596,275.4100036621094,275.4800109863281,274.3500061035156,275.15728759765625,934300
2026-02-04 19:15:00+00:00,331.44000244140625,332.6099853515625,330.489990234375,332.44000244140625,579249,81.2249984741211,81.23500061035156,80.83000183105469,80.98500061035156,639645,670.8499755859375,672.2556762695312,670.0,671.8099975585938,173482,232.6699981689453,233.22999572753906,232.13999938964844,232.60000610351562,777976,275.1401062011719,275.5799865722656,274.6000061035156,274.9100036621094,780512
2026-02-04 19:30:00+00:00,332.3999938964844,334.1582946777344,332.3299865722656,333.9200134277344,655558,80.98500061035156,81.08000183105469,80.9000015258789,81.04499816894531,617541,671.969970703125,672.739990234375,670.7532958984375,671.0,198447,232.60000610351562,233.1300048828125,232.57000732421875,232.89999389648438,663670,274.90020751953125,275.4599914550781,274.90008544921875,275.3450012207031,667112
2026-02-04 19:45:00+00:00,333.9549865722656,335.1499938964844,333.739990234375,334.1022033691406,692286,81.04499816894531,81.20999908447266,80.80000305175781,80.86499786376953,717110,670.905029296875,674.9299926757812,670.905029296875,674.5250244140625,252043,232.88999938964844,234.82090759277344,232.7550048828125,234.7899932861328,1131516,275.3599853515625,275.7799987792969,274.8999938964844,275.1449890136719,1133389
2026-02-04 20:00:00+00:00,334.0799865722656,334.17999267578125,332.8399963378906,333.2099914550781,464543,80.86499786376953,80.88999938964844,80.58999633789062,80.62999725341797,1133808,674.469970703125,674.9000244140625,671.2692260742188,672.25,189052,234.77999877929688,234.89999389648438,233.30999755859375,233.6699981689453,884519,275.1400146484375,275.68499755859375,274.8299865722656,275.68499755859375,1222931
2026-02-04 20:15:00+00:00,333.2349853515625,334.69000244140625,333.2101135253906,334.375,562100,80.63500213623047,80.75,80.23999786376953,80.32499694824219,12822294,672.2194213867188,674.8099975585938,671.1400146484375,673.52001953125,327997,233.69000244140625,234.10000610351562,233.41000366210938,233.8000030517578,720210,275.69000244140625,278.0799865722656,275.60009765625,277.6099853515625,2243574
2026-02-04 20:30:00+00:00,334.375,334.5400085449219,333.5299987792969,333.7699890136719,645876,80.32499694824219,80.54499816894531,80.23999786376953,80.41500091552734,921694,673.530029296875,674.4199829101562,671.780029296875,674.0399780273438,305299,233.80999755859375,234.74000549316406,233.8000030517578,233.9600067138672,934563,277.6099853515625,277.7900085449219,276.8500061035156,276.92999267578125,2015765
2026-02-04 20:45:00+00:00,333.760009765625,334.8299865722656,333.0,333.30999755859375,1721760,80.41500091552734,80.4749984741211,80.05999755859375,80.18499755859375,2704704,674.0399780273438,674.4199829101562,667.989990234375,668.989990234375,773647,233.94000244140625,234.0399932861328,232.41000366210938,232.92999267578125,2500270,276.95001220703125,278.95001220703125,276.3599853515625,276.4599914550781,5297157
2026-02-05 14:30:00+00:00,313.20001220703125,326.5498962402344,306.9200134277344,326.4100036621094,7593254,81.45500183105469,83.11499786376953,81.31999969482422,82.60900115966797,5714747,663.030029296875,670.6199951171875,653.52001953125,667.9450073242188,1454292,224.99000549316406,226.14990234375,221.5500030517578,224.9250030517578,8020078,278.0199890136719,279.44000244140625,273.54010009765625,273.6600036621094,4060919
2026-02-05 14:45:00+00:00,326.3699951171875,326.510009765625,321.75,322.1700134277344,6933412,82.61499786376953,83.29499816894531,82.20999908447266,82.44000244140625,3039876,667.5,672.2999877929688,663.5368041992188,668.9249877929688,633275,224.90499877929688,226.3000030517578,223.41000366210938,224.00999450683594,2560644,273.6549987792969,276.69000244140625,273.2300109863281,274.364990234375,1935568
2026-02-05 15:00:00+00:00,322.0899963378906,323.0299987792969,318.3399963378906,318.3900146484375,7356596,82.44000244140625,82.51000213623047,81.83000183105469,81.90450286865234,2260816,668.9099731445312,669.5299072265625,662.0,662.1799926757812,551053,223.97000122070312,224.27999877929688,220.69000244140625,220.72500610351562,3119885,274.3599853515625,275.6499938964844,273.6199951171875,274.5299987792969,1530396
2026-02-05 15:15:00+00:00,318.3399963378906,320.6300048828125,317.160400390625,317.36090087890625,1415164,81.90989685058594,82.22000122070312,81.4000015258789,81.51499938964844,1698342,662.1300048828125,665.9199829101562,657.6500244140625,657.97998046875,519037,220.72500610351562,222.94000244140625,220.38999938964844,222.27000427246094,9160513,274.510009765625,276.8399963378906,274.4576110839844,276.7850036621094,1783267
2026-02-05 15:30:00+00:00,317.3800048828125,320.3800048828125,317.1000061035156,319.8421936035156,1415775,81.51200103759766,81.74600219726562,81.04000091552734,81.62999725341797,1656880,658.0700073242188,666.5900268554688,658.0700073242188,666.3049926757812,372596,222.27000427246094,223.23599243164062,221.6699981689453,222.47999572753906,1611998,276.7900085449219,277.3999938964844,275.2300109863281,275.9800109863281,1331172
2026-02-05 15:45:00+00:00,319.885009765625,320.0098876953125,317.1600036621094,318.0,1052758,81.63500213623047,81.68810272216797,81.27999877929688,81.37999725341797,830974,666.1500244140625,667.9299926757812,661.97998046875,667.6500244140625,380813,222.44000244140625,223.25999450683594,221.8300018310547,223.0500030517578,1364728,275.9599914550781,276.0799865722656,273.9119873046875,274.45001220703125,1205545
2026-02-05 16:00:00+00:00,318.0050048828125,320.8800048828125,317.92999267578125,319.4100036621094,1042793,81.37999725341797,81.54000091552734,80.80500030517578,80.81999969482422,1178878,667.9099731445312,669.22998046875,664.780029296875,668.2999877929688,320387,223.02999877929688,223.36000061035156,222.1020050048828,222.32000732421875,1125256,274.45001220703125,274.94000244140625,273.2900085449219,273.3399963378906,945370
2026-02-05 16:15:00+00:00,319.3699951171875,324.04998779296875,319.3399963378906,324.0492858886719,1147565,80.81500244140625,81.33000183105469,80.78500366210938,81.21499633789062,1040815,668.14501953125,676.219970703125,668.0800170898438,675.0900268554688,601961,222.3000030517578,223.97000122070312,222.3000030517578,223.69000244140625,1476377,273.3399963378906,276.22039794921875,273.3399963378906,275.2200012207031,1044262
2026-02-05 16:30:00+00:00,324.05999755859375,325.04998779296875,323.4800109863281,324.4700012207031,1030540,81.23999786376953,81.53389739990234,81.22000122070312,81.25499725341797,671439,675.0900268554688,679.869873046875,674.2401123046875,679.5800170898438,502868,223.72999572753906,224.9600067138672,223.39999389648438,224.59500122070312,1547766,275.2900085449219,275.3500061035156,274.6099853515625,274.6650085449219,716120
2026-02-05 16:45:00+00:00,324.3999938964844,324.44000244140625,322.25,323.1050109863281,803743,81.25,81.29499816894531,80.94000244140625,80.96859741210938,551449,679.5700073242188,680.280029296875,675.7150268554688,678.5070190429688,365452,224.5800018310547,225.02000427246094,224.07000732421875,224.89500427246094,1149311,274.67999267578125,275.5,274.4750061035156,275.239990234375,643430
2026-02-05 17:00:00+00:00,323.0400085449219,323.8800048828125,322.239990234375,322.8800048828125,541218,80.97000122070312,81.17500305175781,80.63999938964844,81.1449966430664,882456,678.4849853515625,678.625,674.5,675.905029296875,216091,224.8800048828125,224.97999572753906,224.0,224.5,1079570,275.19000244140625,275.20001220703125,274.010009765625,274.07000732421875,570200
2026-02-05 17:15:00+00:00,322.9100036621094,324.0,321.8900146484375,323.6451110839844,494143,81.1449966430664,81.9000015258789,81.0999984741211,81.85980224609375,910109,675.905029296875,679.2999877929688,674.1199951171875,678.3499755859375,205112,224.49000549316406,225.11000061035156,223.77999877929688,224.7050018310547,1021899,274.0899963378906,274.9599914550781,273.5249938964844,274.739990234375,602070
