Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-15 14:30:00+00:00,96.01499938964844,96.37000274658203,94.36000061035156,94.3949966430664,2596795,645.4249877929688,649.6500244140625,641.4000244140625,647.4149780273438,921733,312.625,312.70001220703125,308.8002014160156,309.9493103027344,1759892,279.75,279.79168701171875,274.7049865722656,274.9599914550781,3208758,226.7949981689453,227.10000610351562,224.74000549316406,224.9499969482422,2915664
2025-12-15 14:45:00+00:00,94.36499786376953,94.93000030517578,94.29000091552734,94.62000274658203,1101247,647.4149780273438,647.5798950195312,643.0,643.2249755859375,483931,309.8699951171875,310.0209045410156,308.2300109863281,308.7200012207031,888834,274.9599914550781,275.1099853515625,274.1600036621094,274.8500061035156,2264058,224.9499969482422,225.3179931640625,224.10000610351562,224.35000610351562,1386090
2025-12-15 15:00:00+00:00,94.625,94.71499633789062,94.0,94.08999633789062,1132601,643.3400268554688,644.5654907226562,641.010009765625,641.1201782226562,425037,308.68499755859375,309.7699890136719,307.5199890136719,309.1499938964844,866690,274.82000732421875,275.5899963378906,274.0,274.2699890136719,1517416,224.3249969482422,224.6699981689453,223.72999572753906,224.00999450683594,1075961
2025-12-15 15:15:00+00:00,94.09500122070312,94.37999725341797,93.86000061035156,94.00499725341797,780152,641.010009765625,642.4299926757812,638.7000732421875,641.0549926757812,434022,309.114990234375,309.45001220703125,307.2349853515625,307.7300109863281,465402,274.25,274.3399963378906,273.6199951171875,274.1449890136719,1123730,223.97999572753906,224.06500244140625,222.88999938964844,223.02999877929688,1097453
2025-12-15 15:30:00+00:00,94.00499725341797,94.16999816894531,93.83499908447266,94.05500030517578,849937,640.9299926757812,643.25,640.7999877929688,643.0599975585938,297601,307.7300109863281,309.3125,307.3500061035156,309.3125,356706,274.1700134277344,274.80999755859375,273.9150085449219,274.55499267578125,1217234,223.0399932861328,224.1199951171875,222.98890686035156,224.0800018310547,860904
2025-12-15 15:45:00+00:00,94.05010223388672,94.44000244140625,93.98999786376953,94.20500183105469,633294,643.1300048828125,645.6599731445312,643.0499877929688,645.4000244140625,399521,309.3299865722656,309.3900146484375,308.3901062011719,308.8900146484375,232812,274.55499267578125,274.6300048828125,273.7200012207031,274.3699951171875,914738,224.05999755859375,224.22000122070312,223.3820037841797,223.58999633789062,630934
2025-12-15 16:00:00+00:00,94.20999908447266,94.5,94.0,94.06999969482422,553571,645.4000244140625,647.2305297851562,644.630126953125,647.0250854492188,268703,308.8999938964844,309.010009765625,308.25,308.3500061035156,330949,274.3900146484375,274.5054931640625,274.0400085449219,274.18499755859375,596694,223.60000610351562,224.05499267578125,223.24000549316406,223.3699951171875,574515
2025-12-15 16:15:00+00:00,94.06999969482422,94.55999755859375,94.05000305175781,94.43000030517578,639126,646.9299926757812,650.760009765625,646.9299926757812,650.5451049804688,351622,308.3299865722656,309.29998779296875,308.29998779296875,308.8299865722656,323803,274.1875,275.6404113769531,274.17999267578125,275.510009765625,766872,223.3800048828125,224.38999938964844,223.3800048828125,224.38999938964844,647054
