Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,META,META,META,META,META,AAPL,AAPL,AAPL,AAPL,AAPL,GOOG,GOOG,GOOG,GOOG,GOOG,AMZN,AMZN,AMZN,AMZN,AMZN
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-11 16:30:00+00:00,94.08499908447266,94.3499984741211,93.98999786376953,94.19010162353516,816303,646.7100219726562,649.3189697265625,646.22998046875,648.844970703125,168871,275.82000732421875,277.5799865722656,275.80999755859375,277.4700012207031,552366,315.5249938964844,316.5400085449219,315.489990234375,316.1700134277344,279581,228.88999938964844,229.97000122070312,228.77999877929688,229.89999389648438,504096
2025-12-11 16:45:00+00:00,94.19999694824219,94.45999908447266,94.16000366210938,94.3550033569336,789272,648.7150268554688,649.3499755859375,645.2999877929688,646.1885986328125,171179,277.4657897949219,277.7200012207031,276.35009765625,276.7300109863281,593199,316.1499938964844,316.489990234375,314.6600036621094,315.07000732421875,349226,229.89999389648438,230.13999938964844,228.85000610351562,229.1199951171875,469922
2025-12-11 17:00:00+00:00,94.3499984741211,94.80999755859375,94.33999633789062,94.71549987792969,1029914,646.1099853515625,649.0,646.0850219726562,648.614990234375,120682,276.7200012207031,277.55999755859375,276.6600036621094,277.44000244140625,601470,315.05999755859375,316.0899963378906,314.7799987792969,315.875,264359,229.05999755859375,229.99000549316406,229.05999755859375,229.82009887695312,3466534
2025-12-11 17:15:00+00:00,94.70999908447266,94.81999969482422,94.52999877929688,94.62000274658203,837877,648.614990234375,649.719970703125,648.530029296875,648.8400268554688,125783,277.42999267578125,278.17999267578125,277.3700866699219,277.9049987792969,665332,315.875,316.29998779296875,315.82000732421875,316.05999755859375,216127,229.80999755859375,230.27999877929688,229.69000244140625,230.08250427246094,416918
2025-12-11 17:30:00+00:00,94.61219787597656,94.7699966430664,94.4800033569336,94.5281982421875,661427,648.8350219726562,650.3400268554688,648.75,650.260009765625,140593,277.9200134277344,278.3500061035156,277.9200134277344,278.25,451011,316.0574951171875,316.543212890625,316.0574951171875,316.4200134277344,165108,230.08999633789062,230.3990020751953,230.0449981689453,230.2100067138672,467709
2025-12-11 17:45:00+00:00,94.52999877929688,94.61000061035156,94.22000122070312,94.28500366210938,602998,650.21630859375,650.4500122070312,647.9550170898438,648.2501220703125,128362,278.2300109863281,278.2900085449219,277.4700012207031,277.5899963378906,376286,316.3999938964844,316.5199890136719,315.3595886230469,315.55999755859375,203068,230.2100067138672,230.21800231933594,229.24000549316406,229.32000732421875,445798
2025-12-11 18:00:00+00:00,94.27999877929688,94.54000091552734,94.22000122070312,94.22969818115234,730573,648.3599853515625,649.8599853515625,648.0900268554688,648.6500244140625,124428,277.5799865722656,277.9599914550781,277.5,277.6000061035156,363235,315.54998779296875,316.4399108886719,315.05999755859375,315.9800109863281,222139,229.32000732421875,229.7751007080078,229.25999450683594,229.6999969482422,402682
2025-12-11 18:15:00+00:00,94.2249984741211,94.31500244140625,94.07499694824219,94.08999633789062,648382,648.6276245117188,649.7999877929688,648.530029296875,649.3900146484375,258493,277.6099853515625,277.760009765625,277.3800048828125,277.5226135253906,283126,315.9599914550781,316.0824890136719,309.8800048828125,313.3900146484375,1817779,229.7100067138672,229.80499267578125,229.32080078125,229.47999572753906,379638
2025-12-11 18:30:00+00:00,94.0999984741211,94.45999908447266,94.05000305175781,94.3949966430664,777772,649.3400268554688,653.4149780273438,649.22998046875,653.3699951171875,258963,277.5249938964844,278.2099914550781,277.510009765625,277.94000244140625,365830,313.4100036621094,314.07000732421875,311.2349853515625,313.9800109863281,1021662,229.47999572753906,229.98989868164062,229.33999633789062,229.97000122070312,344830
2025-12-11 18:45:00+00:00,94.39510345458984,94.45500183105469,94.16500091552734,94.20989990234375,601484,653.3300170898438,653.3800048828125,650.5599975585938,651.010009765625,166401,277.9523010253906,278.2099914550781,277.6700134277344,277.7049865722656,337013,314.0,314.3900146484375,312.8399963378906,312.9700012207031,480901,229.9600067138672,230.0355987548828,229.5500030517578,229.71499633789062,398910
2025-12-11 19:00:00+00:00,94.19999694824219,94.33999633789062,94.18000030517578,94.33999633789062,482514,651.0399780273438,652.1199951171875,650.8699951171875,652.1199951171875,127724,277.70001220703125,277.9800109863281,277.5249938964844,277.70001220703125,365328,313.0,314.1600036621094,312.94000244140625,314.1300048828125,342474,229.6999969482422,230.00999450683594,229.66000366210938,229.94700622558594,306778
2025-12-11 19:15:00+00:00,94.33000183105469,94.45500183105469,94.19999694824219,94.4198989868164,721664,652.1259765625,652.5,651.3400268554688,651.9199829101562,106969,277.70001220703125,277.989990234375,277.627197265625,277.760009765625,364146,314.1099853515625,314.55999755859375,313.5851135253906,313.6050109863281,363610,229.94000244140625,230.07940673828125,229.6699981689453,229.8441925048828,403788
2025-12-11 19:30:00+00:00,94.41000366210938,94.41999816894531,94.0999984741211,94.23999786376953,516166,652.0,652.9199829101562,651.4949951171875,652.9099731445312,126051,277.760009765625,278.0199890136719,277.65960693359375,277.8999938964844,417028,313.6300048828125,314.1495056152344,313.5299987792969,313.92999267578125,306684,229.85000610351562,230.0399932861328,229.6699981689453,230.0399932861328,393666
2025-12-11 19:45:00+00:00,94.23500061035156,94.23999786376953,93.83000183105469,93.96070098876953,902739,652.989990234375,653.280029296875,651.3099975585938,651.3099975585938,164697,277.9100036621094,277.9200134277344,277.59130859375,277.6300048828125,491873,313.9200134277344,314.29998779296875,313.6589050292969,313.87249755859375,298787,230.02999877929688,230.10000610351562,229.53570556640625,229.66000366210938,464910
2025-12-11 20:00:00+00:00,93.97000122070312,94.0199966430664,93.83000183105469,93.8499984741211,633559,651.280029296875,651.47998046875,650.2000122070312,650.6862182617188,190880,277.6400146484375,278.04998779296875,277.6099853515625,278.0400085449219,455743,313.8599853515625,314.1000061035156,312.8399963378906,313.17999267578125,347126,229.63999938964844,229.8800048828125,229.50999450683594,229.75,356927
2025-12-11 20:15:00+00:00,93.85399627685547,94.04000091552734,93.70999908447266,93.8499984741211,1043495,650.7000122070312,651.60498046875,650.5,650.5499877929688,157653,278.0400085449219,278.2149963378906,277.8299865722656,278.0950012207031,452990,313.1600036621094,313.5400085449219,313.1199951171875,313.3500061035156,265945,229.72999572753906,229.83999633789062,229.55999755859375,229.6925048828125,487730
2025-12-11 20:30:00+00:00,93.8499984741211,94.0,93.68000030517578,93.88999938964844,999829,650.52001953125,651.4099731445312,650.1500244140625,651.25,152626,278.0899963378906,278.2099914550781,277.7699890136719,277.8999938964844,593405,313.3399963378906,313.3699951171875,312.85009765625,313.19000244140625,427821,229.7100067138672,229.72000122070312,229.30999755859375,229.4550018310547,556882
2025-12-11 20:45:00+00:00,93.8949966430664,94.13999938964844,93.7249984741211,94.11499786376953,1855483,651.2100219726562,652.8699951171875,650.739990234375,652.780029296875,497126,277.8800048828125,278.1099853515625,277.4700012207031,278.05999755859375,1391947,313.19500732421875,314.1099853515625,313.19500732421875,313.7099914550781,1183772,229.4499969482422,230.3000030517578,229.35000610351562,230.27000427246094,1696624
2025-12-12 14:30:00+00:00,95.50499725341797,96.91999816894531,95.05000305175781,96.76020050048828,7256153,650.2100219726562,652.010009765625,646.77001953125,647.7349853515625,798116,277.7950134277344,279.1907958984375,276.82000732421875,278.6099853515625,1662056,314.80999755859375,316.1300048828125,312.6549987792969,312.8699951171875,1608307,230.02000427246094,230.0800018310547,228.21400451660156,228.24000549316406,2185603
2025-12-12 14:45:00+00:00,96.76499938964844,96.7750015258789,95.93000030517578,96.40039825439453,1754490,647.72998046875,650.2100219726562,646.5,650.2000122070312,468171,278.6099853515625,279.2200012207031,278.0199890136719,278.9549865722656,703150,312.889404296875,313.5,312.239990234375,313.41241455078125,535879,228.24000549316406,228.5449981689453,227.5500030517578,228.41000366210938,1571158
2025-12-12 15:00:00+00:00,96.40499877929688,96.66000366210938,95.91000366210938,96.38500213623047,1468332,650.239990234375,650.4000244140625,647.5800170898438,648.0800170898438,291331,278.94000244140625,279.159912109375,278.35919189453125,278.6300048828125,720536,313.4549865722656,313.57501220703125,311.75,311.9352111816406,417443,228.36000061035156,228.41000366210938,226.82000732421875,227.2198028564453,1292788
2025-12-12 15:15:00+00:00,96.375,96.48999786376953,95.52999877929688,95.54000091552734,1184881,647.9500122070312,648.2899169921875,643.8499755859375,644.010009765625,310962,278.6499938964844,278.7051086425781,277.82000732421875,277.8699951171875,821586,311.92999267578125,312.364013671875,309.4330139160156,309.5899963378906,572012,227.2100067138672,227.5399932861328,226.35000610351562,226.3800048828125,1003247
2025-12-12 15:30:00+00:00,95.54199981689453,96.06999969482422,95.45999908447266,95.76499938964844,974393,643.9299926757812,646.75,643.3101196289062,646.6300048828125,304027,277.8800048828125,278.8599853515625,277.5400085449219,278.55999755859375,922417,309.6099853515625,310.5799865722656,309.2200012207031,310.4800109863281,561458,226.36000061035156,227.54449462890625,226.14999389648438,227.4199981689453,871407
2025-12-12 15:45:00+00:00,95.7645034790039,95.8499984741211,94.95999908447266,95.18000030517578,1003298,646.760009765625,647.2000122070312,643.0599975585938,644.0093994140625,275200,278.57000732421875,278.69000244140625,277.7099914550781,277.8500061035156,691633,310.44000244140625,310.94000244140625,308.3299865722656,308.54998779296875,498496,227.44000244140625,227.61000061035156,226.25,226.5500030517578,688383
2025-12-12 16:00:00+00:00,95.17400360107422,95.33000183105469,95.0,95.19999694824219,872468,643.9600219726562,644.8200073242188,640.9500122070312,642.0800170898438,445100,277.79998779296875,278.3800048828125,277.510009765625,277.6700134277344,945296,308.5899963378906,309.03118896484375,307.1499938964844,308.7250061035156,646946,226.5399932861328,226.6699981689453,225.8135986328125,226.26150512695312,1172433
2025-12-12 16:15:00+00:00,95.19000244140625,95.36000061035156,94.88009643554688,95.15499877929688,778881,641.8400268554688,642.5169067382812,639.010009765625,641.469970703125,424564,277.6400146484375,278.17999267578125,277.44000244140625,277.739990234375,926199,308.5899963378906,308.9100036621094,307.0880126953125,308.0,637476,226.25,226.3498992919922,225.3000030517578,226.02000427246094,988193
2025-12-12 16:30:00+00:00,95.15499877929688,95.18499755859375,94.8499984741211,95.0199966430664,715770,641.3699951171875,641.5347290039062,638.6099853515625,640.7061767578125,275509,277.7699890136719,278.0199890136719,277.2807922363281,277.9599914550781,671064,308.0,308.380615234375,306.9599914550781,308.3699951171875,399087,226.0,226.02000427246094,225.1199951171875,225.77000427246094,785423
2025-12-12 16:45:00+00:00,95.0199966430664,95.20989990234375,94.84500122070312,95.1500015258789,633328,640.6550903320312,640.9400024414062,639.719970703125,640.9149780273438,206624,277.95001220703125,278.0299987792969,277.4601135253906,277.7300109863281,420908,308.3550109863281,309.260009765625,308.1600036621094,309.260009765625,466549,225.78500366210938,226.32000732421875,225.6199951171875,226.32000732421875,730175
2025-12-12 17:00:00+00:00,95.1500015258789,95.41999816894531,95.08000183105469,95.27050018310547,704759,640.8300170898438,643.1599731445312,640.6300048828125,642.5999755859375,311792,277.70001220703125,278.2149963378906,277.6400146484375,277.8201904296875,562741,309.1099853515625,310.7799987792969,309.1099853515625,310.4949951171875,432541,226.285400390625,226.64999389648438,226.22500610351562,226.36000061035156,564276
2025-12-12 17:15:00+00:00,95.27999877929688,95.3949966430664,95.08470153808594,95.15499877929688,618525,642.719970703125,643.8223266601562,642.5800170898438,643.219970703125,263854,277.8299865722656,278.44000244140625,277.80999755859375,277.8550109863281,441419,310.4601135253906,310.7099914550781,309.55419921875,309.57000732421875,335690,226.35000610351562,226.6999969482422,226.19000244140625,226.3300018310547,502174
2025-12-12 17:30:00+00:00,95.15560150146484,95.4000015258789,95.0199966430664,95.33499908447266,582213,643.3699951171875,645.25,642.2650146484375,645.0449829101562,173717,277.8349914550781,279.19000244140625,277.8349914550781,278.8500061035156,973006,309.57000732421875,310.8598937988281,309.0199890136719,310.6449890136719,339505,226.32000732421875,226.82000732421875,226.14999389648438,226.45530700683594,422614
2025-12-12 17:45:00+00:00,95.33000183105469,95.44999694824219,95.2699966430664,95.40499877929688,457536,644.97998046875,646.1998901367188,644.6400146484375,645.8599853515625,181344,278.82000732421875,279.010009765625,278.6000061035156,278.7699890136719,427203,310.6000061035156,311.3900146484375,310.6000061035156,311.0439147949219,216340,226.4499969482422,226.85000610351562,226.35450744628906,226.4949951171875,396630
2025-12-12 18:00:00+00:00,95.41000366210938,95.55000305175781,95.3499984741211,95.47000122070312,381877,645.8150024414062,647.6799926757812,645.77001953125,647.1400146484375,247881,278.7900085449219,279.19000244140625,278.6400146484375,278.9599914550781,537735,311.05999755859375,311.6199951171875,310.75,311.0799865722656,258304,226.5186004638672,226.9066925048828,226.25999450683594,226.8699951171875,480795
2025-12-12 18:15:00+00:00,95.4749984741211,95.55999755859375,95.27999877929688,95.44000244140625,529301,647.0900268554688,648.5,646.6099853515625,647.5001220703125,269722,278.9649963378906,279.1099853515625,278.5,279.04998779296875,626781,311.1000061035156,311.69000244140625,311.0899963378906,311.6499938964844,268366,226.8699951171875,227.13980102539062,226.7100067138672,226.99000549316406,440261
2025-12-12 18:30:00+00:00,95.44499969482422,95.6449966430664,95.38999938964844,95.5093002319336,579439,647.6799926757812,647.8499145507812,646.6099853515625,647.1699829101562,150830,279.0400085449219,279.04998779296875,278.5150146484375,278.67498779296875,676478,311.6499938964844,311.8900146484375,311.2699890136719,311.45001220703125,259524,226.99000549316406,227.1999969482422,226.74000549316406,226.94009399414062,356383
2025-12-12 18:45:00+00:00,95.51000213623047,95.70999908447266,95.41999816894531,95.59980010986328,7699349,647.155029296875,648.5,646.3400268554688,646.4400024414062,144301,278.69000244140625,278.760009765625,278.32000732421875,278.3599853515625,546623,311.4599914550781,311.5899963378906,310.6199951171875,310.6449890136719,173498,226.9499969482422,227.375,226.85000610351562,227.08999633789062,444454
2025-12-12 19:00:00+00:00,95.5999984741211,95.72000122070312,95.55999755859375,95.6050033569336,524671,646.614990234375,647.3400268554688,645.22998046875,645.8477172851562,180624,278.3599853515625,278.42999267578125,278.0199890136719,278.1000061035156,638626,310.69000244140625,310.95001220703125,310.3900146484375,310.6499938964844,209736,227.10000610351562,227.24000549316406,226.72000122070312,226.82000732421875,435724
2025-12-12 19:15:00+00:00,95.5999984741211,95.79000091552734,95.55000305175781,95.55500030517578,8403244,645.6900024414062,646.4099731445312,645.094970703125,645.3099975585938,128404,278.0763854980469,278.1600036621094,277.7300109863281,277.95001220703125,492738,310.6499938964844,311.0220031738281,310.54998779296875,310.9627990722656,166513,226.8300018310547,227.0,226.66000366210938,226.85000610351562,380149
2025-12-12 19:30:00+00:00,95.55999755859375,95.75499725341797,95.47000122070312,95.625,339689,645.3200073242188,646.010009765625,644.5250244140625,645.0549926757812,191983,277.95001220703125,278.2200012207031,277.80999755859375,277.8999938964844,440279,310.9700012207031,311.4200134277344,310.75,310.926513671875,154360,226.8699951171875,227.03799438476562,226.60000610351562,226.72000122070312,429463
2025-12-12 19:45:00+00:00,95.625,95.83999633789062,95.61000061035156,95.72000122070312,526794,645.0499877929688,645.9573974609375,644.5700073242188,645.5900268554688,145505,277.8949890136719,278.4447937011719,277.86029052734375,278.3800048828125,506597,310.95001220703125,311.2349853515625,310.8599853515625,311.1300048828125,135907,226.7303924560547,227.00999450683594,226.7050018310547,226.88999938964844,442540
2025-12-12 20:00:00+00:00,95.72000122070312,95.7499008178711,95.51000213623047,95.59500122070312,578493,645.6749877929688,645.9199829101562,644.4801025390625,645.5850219726562,139167,278.3699951171875,278.70001220703125,278.2449951171875,278.3999938964844,583761,311.1000061035156,311.2200012207031,310.57000732421875,310.95001220703125,163860,226.88999938964844,227.10499572753906,226.66000366210938,226.97000122070312,428201
2025-12-12 20:15:00+00:00,95.59500122070312,95.7699966430664,95.58999633789062,95.66510009765625,612784,645.5800170898438,646.2000122070312,645.010009765625,645.3499755859375,194219,278.3999938964844,278.4410095214844,277.90008544921875,278.05499267578125,860531,310.9549865722656,311.3800048828125,310.7699890136719,310.79998779296875,268532,226.95449829101562,227.16000366210938,226.63999938964844,226.71200561523438,497506
2025-12-12 20:30:00+00:00,95.66999816894531,95.69999694824219,95.1500015258789,95.18000030517578,975586,645.4600219726562,645.6500244140625,643.1699829101562,645.030029296875,263205,278.04998779296875,278.1199951171875,276.94500732421875,277.6733093261719,1062519,310.82000732421875,310.8900146484375,309.6099853515625,310.1000061035156,335961,226.72000122070312,226.7550048828125,225.77830505371094,225.89500427246094,872558
2025-12-12 20:45:00+00:00,95.18000030517578,95.2699966430664,94.6500015258789,95.20500183105469,3049253,644.9949951171875,645.8200073242188,642.5999755859375,644.239990234375,719408,277.67999267578125,278.5,277.1300048828125,278.3699951171875,1725352,310.1000061035156,310.92999267578125,309.5,310.510009765625,1062767,225.89999389648438,226.60699462890625,225.85000610351562,226.19000244140625,1936386
2025-12-15 14:30:00+00:00,96.0,96.06500244140625,94.36000061035156,94.3949966430664,2596795,644.25,649.6500244140625,641.4000244140625,647.4149780273438,921733,280.0,280.04998779296875,274.7049865722656,274.9599914550781,3208758,310.625,311.3599853515625,308.8002014160156,309.9493103027344,1759892,227.0,227.5,224.74000549316406,224.9499969482422,2915664
2025-12-15 14:45:00+00:00,94.36499786376953,94.93000030517578,94.29000091552734,94.62000274658203,1101247,647.4149780273438,647.5798950195312,643.0,643.2249755859375,483931,274.9599914550781,275.1099853515625,274.1600036621094,274.8500061035156,2264058,309.8699951171875,310.0209045410156,308.2300109863281,308.7200012207031,888834,224.9499969482422,225.3179931640625,224.10000610351562,224.35000610351562,1386090
2025-12-15 15:00:00+00:00,94.625,94.71499633789062,94.0,94.08999633789062,1132601,643.3400268554688,644.5654907226562,641.010009765625,641.1201782226562,425037,274.82000732421875,275.5899963378906,274.0,274.2699890136719,1517416,308.68499755859375,309.7699890136719,307.5199890136719,309.1499938964844,866690,224.3249969482422,224.6699981689453,223.72999572753906,224.00999450683594,1075961
2025-12-15 15:15:00+00:00,94.09500122070312,94.37999725341797,93.86000061035156,94.00499725341797,780152,641.010009765625,642.4299926757812,638.7000732421875,641.0549926757812,434022,274.25,274.3399963378906,273.6199951171875,274.1449890136719,1123730,309.114990234375,309.45001220703125,307.2349853515625,307.7300109863281,465402,223.97999572753906,224.06500244140625,222.88999938964844,223.02999877929688,1097453
2025-12-15 15:30:00+00:00,94.00499725341797,94.16999816894531,93.83499908447266,94.05500030517578,849937,640.9299926757812,643.25,640.7999877929688,643.0599975585938,297601,274.1700134277344,274.80999755859375,273.9150085449219,274.55499267578125,1217234,307.7300109863281,309.3125,307.3500061035156,309.3125,356706,223.0399932861328,224.1199951171875,222.98890686035156,224.0800018310547,860904
2025-12-15 15:45:00+00:00,94.05010223388672,94.44000244140625,93.98999786376953,94.20500183105469,633294,643.1300048828125,645.6599731445312,643.0499877929688,645.4000244140625,399521,274.55499267578125,274.6300048828125,273.7200012207031,274.3699951171875,914738,309.3299865722656,309.3900146484375,308.3901062011719,308.8900146484375,232812,224.05999755859375,224.22000122070312,223.3820037841797,223.58999633789062,630934
2025-12-15 16:00:00+00:00,94.20999908447266,94.5,94.0,94.06999969482422,553571,645.4000244140625,647.2305297851562,644.630126953125,647.0250854492188,268703,274.3900146484375,274.5054931640625,274.0400085449219,274.18499755859375,596694,308.8999938964844,309.010009765625,308.25,308.3500061035156,330949,223.60000610351562,224.05499267578125,223.24000549316406,223.3699951171875,574515
2025-12-15 16:15:00+00:00,94.06999969482422,94.55999755859375,94.05000305175781,94.43000030517578,639126,646.9299926757812,650.760009765625,646.9299926757812,650.5451049804688,351622,274.1875,275.6404113769531,274.17999267578125,275.510009765625,766872,308.3299865722656,309.29998779296875,308.29998779296875,308.8299865722656,323803,223.3800048828125,224.38999938964844,223.3800048828125,224.38999938964844,647054
2025-12-15 16:30:00+00:00,94.43000030517578,94.44100189208984,93.91999816894531,93.92379760742188,605761,650.6199951171875,650.9598999023438,648.7645874023438,649.0,218921,275.5400085449219,275.69500732421875,274.2099914550781,274.2200012207031,573774,308.8399963378906,308.8800048828125,307.42498779296875,307.6300048828125,916562,224.44000244140625,224.5,222.9149932861328,222.93499755859375,745741
2025-12-15 16:45:00+00:00,93.92500305175781,93.97000122070312,93.7699966430664,93.875,677390,649.1699829101562,650.89501953125,648.6699829101562,649.97998046875,191965,274.2300109863281,275.20001220703125,274.1499938964844,274.95001220703125,597843,307.54998779296875,308.17950439453125,307.31500244140625,307.5799865722656,205340,222.9499969482422,223.44000244140625,222.83999633789062,222.9250030517578,590297
2025-12-15 17:00:00+00:00,93.87000274658203,94.04000091552734,93.7300033569336,94.01000213623047,506014,649.9500122070312,651.3900146484375,649.780029296875,650.7650146484375,226736,274.95001220703125,275.17999267578125,274.5199890136719,274.75,473767,307.55999755859375,307.7099914550781,306.9200134277344,307.1600036621094,368381,222.92999267578125,223.3699951171875,222.80999755859375,222.81500244140625,989234
2025-12-15 17:15:00+00:00,94.01000213623047,94.05000305175781,93.88500213623047,94.0,392110,650.7575073242188,650.7899780273438,648.9000854492188,650.3099975585938,209301,274.7200012207031,275.1600036621094,274.489990234375,274.9200134277344,490900,307.19000244140625,307.2099914550781,305.739990234375,306.1426086425781,461343,222.82000732421875,223.1199951171875,222.52000427246094,222.5449981689453,588838
2025-12-15 17:30:00+00:00,94.00499725341797,94.2300033569336,93.94999694824219,94.1500015258789,521507,650.3699951171875,651.8900146484375,649.635986328125,651.6900024414062,162636,274.92498779296875,275.1000061035156,274.5400085449219,274.9544982910156,463189,306.239990234375,307.2300109863281,306.1300048828125,306.9331970214844,346618,222.5449981689453,223.0800018310547,222.4600067138672,222.83999633789062,573064
2025-12-15 17:45:00+00:00,94.1541976928711,94.19999694824219,93.9000015258789,94.03500366210938,395934,651.6900024414062,652.0,649.239990234375,650.510009765625,183084,274.9700012207031,275.0799865722656,274.3800048828125,274.70001220703125,513987,306.93499755859375,307.04998779296875,306.1000061035156,306.9599914550781,255071,222.83999633789062,222.9149932861328,222.10000610351562,222.63999938964844,555254
2025-12-15 18:00:00+00:00,94.03500366210938,94.05989837646484,93.76000213623047,94.0199966430664,559468,650.530029296875,652.25,650.2100219726562,652.0599975585938,130533,274.69500732421875,274.80999755859375,274.25,274.4726867675781,480794,306.9599914550781,307.8598937988281,306.7300109863281,307.7799987792969,193661,222.6199951171875,222.89999389648438,222.4199981689453,222.80999755859375,439217
2025-12-15 18:15:00+00:00,94.0198974609375,94.04989624023438,93.56999969482422,93.6449966430664,819181,651.9949951171875,652.3200073242188,649.4705810546875,650.219970703125,171201,274.4776916503906,274.5199890136719,273.7300109863281,274.0400085449219,534718,307.7900085449219,307.8999938964844,307.1700134277344,307.45001220703125,211172,222.8000030517578,222.8800048828125,222.17999267578125,222.375,443021
2025-12-15 18:30:00+00:00,93.6449966430664,93.80999755859375,93.52999877929688,93.76499938964844,440723,650.0999755859375,650.97998046875,649.25,650.8189086914062,139315,274.0199890136719,274.25,273.44000244140625,273.69500732421875,542006,307.4447937011719,308.3299865722656,307.43499755859375,308.30499267578125,188663,222.3800048828125,222.5399932861328,222.17999267578125,222.5050048828125,445845
2025-12-15 18:45:00+00:00,93.76499938964844,94.0199966430664,93.72000122070312,93.97000122070312,489930,650.85498046875,651.4799194335938,650.1849975585938,651.0499877929688,129853,273.70330810546875,274.0799865722656,273.6700134277344,273.9100036621094,528277,308.30999755859375,308.94000244140625,308.2799987792969,308.75,214111,222.50999450683594,222.91000366210938,222.47149658203125,222.77000427246094,431265
2025-12-15 19:00:00+00:00,93.9749984741211,94.06999969482422,93.83000183105469,94.01499938964844,544469,651.0999755859375,652.1599731445312,650.9400024414062,651.5399780273438,141397,273.9049987792969,274.1499938964844,273.510009765625,273.5199890136719,610665,308.7099914550781,309.3699951171875,308.6600036621094,309.04998779296875,460366,222.77000427246094,223.43499755859375,222.75390625,222.97000122070312,999784
2025-12-15 19:15:00+00:00,94.01499938964844,94.16500091552734,93.90499877929688,93.95989990234375,466821,651.4299926757812,652.0599975585938,650.7999877929688,651.219970703125,135281,273.510009765625,273.5299987792969,273.0799865722656,273.3699951171875,749205,308.989990234375,309.04998779296875,308.45001220703125,308.5400085449219,171508,222.9499969482422,223.32989501953125,222.7899932861328,223.22259521484375,438652
